site_location_name,longitude,latitude,point
NSAMDD0027,144.189633333333,-31.4869194444444,SW
NSAMDD0028,144.182816666667,-31.4914388888889,SW
NSAMDD0029,144.366963888889,-31.3325166666667,SW
NSAMDD0030,144.363766666667,-31.3179277777778,SW
NSAMDD0031,145.492225,-32.5862694444444,SW
NSAMDD0032,145.420908333333,-32.7432472222222,SW
NSAMUL0001,145.009269444444,-29.2461944444444,SW
NSAMUL0002,145.042447222222,-29.21015,SW
NSAMUL0003,145.057058333333,-29.1858916666667,SW
NSAMUL0004,145.066908333333,-29.1699861111111,SW
NSANAN0001,150.152725,-30.2837416666667,SW
NSANAN0002,150.152063888889,-30.2822805555556,SW
NSANET0001,151.707944444444,-29.2564805555556,SW
NSANET0002,151.635807,-30.406733,SW
NSANET0003,151.623736111111,-30.4019161111111,SW
NSANET0004,151.610930555556,-30.4182111111111,SW
NSANSS0001,148.347694444444,-32.7498555555556,SW
NSANSS0002,148.323979966389,-32.8352299647222,SW
NSTNSS0001,150.228138888889,-33.0839138888889,SW
NSTSYB0001,151.134961111111,-33.6733444444444,SW
NSTSYB0002,150.625916666667,-33.5947055555556,SW
NSTSYB0003,150.565833333333,-33.5266944444444,SW
NSTSYB0004,150.456416666667,-33.7050222222222,SW
NSTSYB0005,150.319194444444,-33.6479138888889,SW
NSTSYB0006,150.251194444444,-33.3110111111111,SW
NSTSYB0007,150.139719444444,-33.3293666666667,SW
NSTSYB0008,150.027222222222,-33.22035,SW
NSTSYB0009,150.364622222222,-33.5788305555556,SW
NTAARP0001,132.270091666667,-13.5572916666667,SW
NTAARP0002,132.294363888889,-13.5456111111111,SW
NTAARP0003,132.457058333333,-13.5169694444444,SW
NTAARP0004,132.986464155063,-12.6917831785377,SW
NTAARP0005,132.98496,-12.727229,SW
NTABRT0001,133.247327777778,-22.2836,SW
NTABRT0002,133.250630555556,-22.2836694444444,SW
NTABRT0003,133.269858333333,-22.2835805555556,SW
NTABRT0004,133.616422222222,-22.2898083333333,SW
NTABRT0005,133.612075,-22.2910805555556,SW
NTABRT0006,133.613255555556,-22.2890805555556,SW
NTABRT0007,133.6380666,-22.2883483,SW
NTABRT0008,133.448367,-21.9042505,SW
NTADAC0001,130.777911111111,-13.15835,SW
NTADAC0002,132.340336111111,-12.739225,SW
NTADMR0001,134.5673747,-19.3530953,SW
NTADMR0002,134.2030725,-19.5750838,SW
NTAFIN0001,133.467922222222,-24.1243027777778,SW
NTAFIN0002,133.434311111111,-24.0094222222222,SW
NTAFIN0003,133.477008333333,-24.1322027777778,SW
NTAFIN0004,133.376366666667,-24.1872416666667,SW
NTAFIN0005,133.373936111111,-24.1965,SW
NTAFIN0006,133.379402777778,-24.1775916666667,SW
NTAFIN0007,133.436038888889,-23.9411861111111,SW
NTAFIN0008,133.415494444444,-23.930625,SW
NTAFIN0009,133.390894444444,-24.1280194444444,SW
NTAFIN0010,133.373297222222,-24.1332916666667,SW
NTAFIN0011,133.327180555556,-24.1618805555556,SW
NTAFIN0012,133.142097222222,-24.5692277777778,SW
NTAFIN0013,133.184572222222,-24.5415361111111,SW
NTAFIN0014,133.169541666667,-24.5309111111111,SW
NTAFIN0015,133.222825,-24.5156972222222,SW
NTAFIN0016,133.302966666667,-24.4843638888889,SW
NTAFIN0017,132.960286111111,-24.3774861111111,SW
NTAFIN0018,132.949441666667,-24.3646638888889,SW
NTAFIN0019,132.935747222222,-24.3581777777778,SW
NTAFIN0020,133.401686111111,-24.6685694444444,SW
NTAFIN0021,133.463872222222,-24.6720166666667,SW
NTAFIN0022,133.452183333333,-24.6311888888889,SW
NTAFIN0023,133.437363888889,-24.5597722222222,SW
NTAFIN0024,133.659202777778,-24.9175722222222,SW
NTAFIN0025,133.676455555556,-24.8183638888889,SW
NTAFIN0026,133.749905555556,-23.9072555555556,SW
NTAFIN0027,133.633302777778,-23.8357277777778,SW
NTAFIN0028,133.393080555556,-25.7699305555556,SW
NTAFIN0029,133.438483333333,-25.737475,SW
NTAFIN0030,133.781244444444,-25.9481083333333,SW
NTAFIN0031,133.896594444444,-25.8998916666667,SW
NTAFIN0032,133.92255,-23.9537666666667,SW
NTAFIN0033,133.971755555556,-24.0336583333333,SW
NTAGFU0001,137.069263888889,-18.9055055555556,SW
NTAGFU0002,137.052238888889,-18.9181194444444,SW
NTAGFU0003,137.124438888889,-18.6343694444444,SW
NTAGFU0004,137.12345,-18.6240555555556,SW
NTAGFU0005,137.121141666667,-18.6531916666667,SW
NTAGFU0006,136.847072222222,-18.7786916666667,SW
NTAGFU0007,136.826202777778,-18.7769138888889,SW
NTAGFU0008,136.865338888889,-18.786075,SW
NTAGFU0009,136.983425,-18.800975,SW
NTAGFU0010,137.100602777778,-17.8962777777778,SW
NTAGFU0011,137.072363888889,-17.8957055555556,SW
NTAGFU0012,137.018994444444,-17.8956416666667,SW
NTAGFU0013,137.011625,-17.8959083333333,SW
NTAGFU0014,136.9389,-17.7517888888889,SW
NTAGFU0015,136.94305,-17.7444611111111,SW
NTAGFU0016,137.260258333333,-17.2208861111111,SW
NTAGFU0017,137.157961111111,-17.3548972222222,SW
NTAGFU0018,137.183413888889,-17.2724861111111,SW
NTAGFU0019,137.236291666667,-17.2177416666667,SW
NTAGFU0020,135.96335,-16.724875,SW
NTAGFU0021,135.942922222222,-16.7154027777778,SW
NTAGFU0022,135.963408333333,-16.7310138888889,SW
NTAGFU0023,135.830038888889,-16.8238944444444,SW
NTAGFU0024,135.893211111111,-16.8260027777778,SW
NTAGFU0025,135.855180555556,-16.8252416666667,SW
NTAGFU0026,135.406069444444,-15.8091222222222,SW
NTAGFU0027,135.460613888889,-15.679275,SW
NTAGFU0028,135.459755555556,-15.6292388888889,SW
NTAGFU0029,135.409022222222,-15.5381,SW
NTAGFU0030,134.377833333333,-14.1348972222222,SW
NTAGFU0031,134.386677777778,-14.1258555555556,SW
NTAGFU0032,134.373602777778,-14.150625,SW
NTAGFU0033,134.355480555556,-14.1769611111111,SW
NTAGFU0034,134.421583333333,-14.062225,SW
NTAGFU0035,134.420675,-14.0478638888889,SW
NTAGFU0036,133.862983333333,-14.674575,SW
NTAGFU0037,133.892355555556,-14.673675,SW
NTAGFU0038,133.893744444444,-14.689975,SW
NTAGFU0039,133.882252777778,-14.6768,SW
NTAGFU0040,133.844775,-14.6737055555556,SW
NTAGFU0041,132.891461111111,-14.7799944444444,SW
NTAMAC0001,133.3723,-23.9659083333333,SW
NTAMAC0002,133.403508333333,-23.9616444444444,SW
NTAMAC0003,133.408488888889,-23.9590944444444,SW
NTAMGD0001,137.327141666667,-20.0230222222222,SW
NTAMGD0002,137.3258,-20.0246361111111,SW
NTAMGD0003,133.438933333333,-17.3582083333333,SW
NTAMGD0004,133.523488888889,-17.5213222222222,SW
NTAMGD0005,133.483566666667,-17.4558472222222,SW
NTAPCK0001,132.818102777778,-12.6757805555556,SW
NTAPCK0002,132.793452777778,-12.820425,SW
NTAPCK0003,132.853924,-12.625497,SW
NTAPCK0004,132.860715379604,-12.6238344960457,SW
NTAPCK0005,132.8388484,-12.5733706,SW
NTAPCK0006,132.865601076437,-12.6499321457404,SW
NTAPCK0007,132.854274250021,-12.6936751052381,SW
NTAPCK1009,132.942318,-12.671938,SW
NTAPCK1010,132.964769,-12.676906,SW
NTAPCK1011,132.929794,-12.701198,SW
NTAPCK1012,132.932917,-12.702209,SW
NTAPCK2013,132.927351,-12.706168,SW
NTAPCK2014,132.930501,-12.699107,SW
NTASSD0008,136.562461111111,-25.7783361111111,SW
NTASSD0011,135.115113888889,-25.4805472222222,SW
NTASSD0012,135.115711111111,-25.5032166666667,SW
NTASSD0013,135.139505555556,-25.5240472222222,SW
NTASSD0014,135.3707,-25.1378694444444,SW
NTASSD0015,135.616791666667,-25.1239333333333,SW
NTASSD0016,135.507997222222,-25.1101138888889,SW
NTASSD0017,135.258422222222,-25.4765888888889,SW
NTASSD0018,135.522638888889,-25.1279333333333,SW
NTASSD0019,135.640791666667,-25.0944083333333,SW
NTASTU0001,133.411919444444,-15.8768583333333,SW
NTASTU0002,133.378233333333,-15.7678388888889,SW
NTASTU0003,133.327522222222,-15.70665,SW
NTASTU0004,132.991402777778,-14.8638388888889,SW
NTASTU0005,133.047788888889,-14.9086444444444,SW
NTATAN0001,134.2054273,-20.6995098,SW
NTATAN0002,134.2003669,-20.7228814,SW
NTATAN0003,133.8713681,-20.9215447,SW
NTATAN0004,133.886123,-20.9217778,SW
NTTDAB0001,131.673997222222,-13.962875,SW
NTTDAC0001,130.795687083333,-13.1398326944444,SW
NTTDMR0001,133.684544444444,-18.0800416666667,SW
NTTDMR0002,133.635022222222,-18.0724972222222,SW
NTTDMR0003,133.666930555556,-18.0720444444444,SW
NTTMGD0001,133.423894444444,-17.2829694444444,SW
NTTPCK0001,131.126994444444,-12.8719611111111,SW
NTTSTU0001,133.271158333333,-16.6302416666667,SW
QDABBN0001,148.158248055556,-23.8590080555556,SW
QDABBN0002,148.149388888889,-23.8698788888889,SW
QDABBS0001,147.769381944444,-24.800125,SW
QDABBS0002,147.641971944444,-24.8323980555556,SW
QDABBS0003,147.741085,-24.8215838888889,SW
QDABBS0004,147.759626944444,-24.7841438888889,SW
QDABBS0005,147.766605,-24.7685211111111,SW
QDABBS0006,151.233411111111,-27.15261,SW
QDABBS0007,151.24217,-27.3291811111111,SW
QDABBS0008,151.249343888889,-27.3308711111111,SW
QDABBS0009,151.6128,-27.3856530555556,SW
QDABBS0010,151.522344050851,-27.6579567354229,SW
QDACHC0001,143.257294444444,-24.1046,SW
QDACHC0002,143.169161111111,-24.1259555555556,SW
QDACHC0003,143.164894444444,-24.1163777777778,SW
QDACHC0004,141.091861111111,-23.7187722222222,SW
QDACHC0005,141.072305555556,-23.721675,SW
QDACHC0006,141.133497222222,-23.7694527777778,SW
QDACHC0007,141.029094444444,-23.8356916666667,SW
QDACYP0001,145.252838888889,-15.2782333333333,SW
QDACYP0002,145.191505555556,-15.2845388888889,SW
QDACYP0003,145.286319444444,-15.2767416666667,SW
QDACYP0004,142.977058333333,-14.0928361111111,SW
QDACYP0005,142.976261111111,-14.1426222222222,SW
QDACYP0006,142.932519444444,-14.2266805555556,SW
QDACYP0007,142.985219444444,-14.2265944444444,SW
QDACYP0008,143.093208333333,-14.2982472222222,SW
QDACYP0009,143.208319444444,-14.0673,SW
QDACYP0010,142.772755555556,-13.0918611111111,SW
QDACYP0011,142.739772222222,-13.206975,SW
QDACYP0012,142.5913,-13.3202777777778,SW
QDACYP0013,142.568680555556,-12.2021333333333,SW
QDACYP0014,142.549897222222,-12.19935,SW
QDACYP0015,142.538511111111,-12.2193638888889,SW
QDACYP0016,142.430338888889,-11.4971583333333,SW
QDACYP0017,142.439355555556,-11.5433055555556,SW
QDACYP0018,142.366755555556,-11.0536333333333,SW
QDACYP0019,142.490316666667,-10.7275416666667,SW
QDACYP0020,142.466988888889,-10.9361666666667,SW
QDACYP0021,142.459743,-10.937449,SW
QDACYP0022,142.438255555556,-10.7881638888889,SW
QDACYP0023,142.231052777778,-12.3322444444444,SW
QDACYP0024,142.204272222222,-12.368075,SW
QDADEU0001,146.129021077344,-20.5462170581868,SW
QDADEU0002,146.127150029921,-20.5457218615802,SW
QDADEU0003,146.135772348502,-20.5318161110281,SW
QDADEU0004,146.136112,-20.535741,SW
QDADEU0005,146.135568558897,-20.5487357920283,SW
QDADEU0006,146.13703,-20.549822,SW
QDAEIU0001,144.210019444444,-19.5387138888889,SW
QDAEIU0002,144.22415,-19.5525,SW
QDAEIU0003,144.169586111111,-19.4099083333333,SW
QDAEIU0004,144.161472222222,-19.4465805555556,SW
QDAEIU0005,143.899397222222,-18.4549388888889,SW
QDAEIU0006,143.891697222222,-18.4678472222222,SW
QDAEIU0007,143.890752777778,-18.4678416666667,SW
QDAEIU0008,146.189186817774,-19.8878663419573,SW
QDAEIU0009,146.187218701618,-19.887857715793,SW
QDAEIU0010,146.182391024598,-19.8933742729914,SW
QDAGUP0001,143.724355555556,-20.1087638888889,SW
QDAGUP0002,143.762527777778,-20.0309972222222,SW
QDAGUP0003,143.681688888889,-20.3992777777778,SW
QDAGUP0004,142.477888888889,-20.0137333333333,SW
QDAGUP0005,142.46505,-19.9913722222222,SW
QDAGUP0006,142.402102777778,-19.95565,SW
QDAGUP0007,141.817025,-20.084325,SW
QDAGUP0008,142.021525,-19.8016944444444,SW
QDAGUP0009,141.960686111111,-19.8458694444444,SW
QDAGUP0010,141.834283333333,-19.9148527777778,SW
QDAGUP0011,141.827775,-19.9398194444444,SW
QDAGUP0012,140.311727777778,-19.5818527777778,SW
QDAGUP0013,140.16375,-19.297825,SW
QDAGUP0014,140.787038888889,-18.2388388888889,SW
QDAGUP0015,140.732569444444,-18.2570472222222,SW
QDAGUP0016,140.748266666667,-18.2488555555556,SW
QDAGUP0017,141.086263888889,-17.6413777777778,SW
QDAGUP0018,141.105402777778,-17.6605388888889,SW
QDAGUP0019,141.073663888889,-17.6216583333333,SW
QDAGUP0020,140.960225,-17.0135583333333,SW
QDAGUP0021,140.993702777778,-17.0021916666667,SW
QDAGUP0022,141.055480555556,-17.0222388888889,SW
QDAGUP0023,141.037302777778,-17.0233861111111,SW
QDAGUP0024,140.847533333333,-17.4635388888889,SW
QDAGUP0025,140.840233333333,-17.4580194444444,SW
QDAGUP0026,140.847705555556,-17.4704861111111,SW
QDAGUP0027,141.175841666667,-17.3757277777778,SW
QDAGUP0028,141.178916666667,-17.2950416666667,SW
QDAGUP0029,143.158461111111,-16.8471638888889,SW
QDAGUP0030,143.158466666667,-16.8480416666667,SW
QDAGUP0031,143.157519444444,-16.8480583333333,SW
QDAGUP0032,143.4731966,-19.13589139,SW
QDAMGD0001,144.225891666667,-23.5207694444444,SW
QDAMGD0002,144.226038888889,-23.5094777777778,SW
QDAMGD0003,144.303463888889,-23.5308277777778,SW
QDAMGD0004,144.341707355556,-23.5140738333333,SW
QDAMGD0005,144.333286111111,-23.5177361111111,SW
QDAMGD0006,144.041794444444,-23.6647083333333,SW
QDAMGD0007,144.094941666667,-23.6581722222222,SW
QDAMGD0008,144.074980555556,-23.6460138888889,SW
QDAMGD0009,143.3365,-24.0941638888889,SW
QDAMGD0010,143.353413888889,-24.0912138888889,SW
QDAMGD0011,143.315183333333,-24.0806305555556,SW
QDAMGD0012,144.823608333333,-24.8218222222222,SW
QDAMGD0013,143.050230555556,-22.5161777777778,SW
QDAMGD0014,143.025197222222,-22.50515,SW
QDAMGD0015,143.058172222222,-22.5629305555556,SW
QDAMGD0016,143.139880555556,-22.5089638888889,SW
QDAMGD0017,143.299425,-22.1149666666667,SW
QDAMGD0018,143.337166666667,-22.1181777777778,SW
QDAMGD0019,142.231813888889,-22.0701222222222,SW
QDAMGD0020,142.223008333333,-22.0636027777778,SW
QDAMGD0021,141.299880555556,-22.3808,SW
QDAMGD0022,141.287280555556,-22.3687444444444,SW
QDAMGD0023,140.986636111111,-23.6872416666667,SW
QDAMGD0024,141.003738888889,-23.6464194444444,SW
QDAMGD0025,143.872438888889,-20.3379472222222,SW
QDAMGD0026,143.860777777778,-20.3961916666667,SW
QDAMGD0027,138.174561111111,-20.0695166666667,SW
QDAMGD0028,138.098630555556,-19.9491388888889,SW
QDAMII0001,140.221358333333,-19.50785,SW
QDAMII0002,138.160591666667,-20.0078944444444,SW
QDAMUL0001,144.683438888889,-24.7336472222222,SW
QDAMUL0002,144.701591666667,-24.7381527777778,SW
QDAMUL0003,144.708322222222,-24.7551222222222,SW
QDASSD0001,138.476516666667,-23.7640694444444,SW
QDASSD0002,138.389702777778,-23.8277194444444,SW
QDASSD0003,138.407416666667,-23.8315722222222,SW
QDASSD0004,138.433775,-23.680125,SW
QDASSD0005,138.440997222222,-23.6944388888889,SW
QDASSD0006,138.098419444444,-23.8795416666667,SW
QDASSD0007,138.096425,-23.8804888888889,SW
QDASSD0008,138.136986111111,-23.9541527777778,SW
QDASSD0009,138.140975,-23.9673083333333,SW
QDASSD0010,138.000386111111,-23.731025,SW
QDASSD0011,138.226080555556,-23.2366333333333,SW
QDASSD0012,138.252244444444,-23.3444972222222,SW
QDASSD0013,138.226025,-23.2941888888889,SW
QDASSD0014,138.167288888889,-23.1757861111111,SW
QDASSD0015,138.193094444444,-23.188075,SW
SAABHC0001,140.465169444444,-31.9228805555556,SW
SAABHC0002,140.502377777778,-31.9833694444444,SW
SAABHC0003,140.546602777778,-31.9426555555556,SW
SAABHC0004,140.526855555556,-32.0189972222222,SW
SAABHC0005,140.583642862064,-31.9732123531821,SW
SAABHC0006,140.680164670566,-31.9046965345642,SW
SAACHC0003,140.120751,-27.493709,SW
SAACHC0004,140.119866,-27.491906,SW
SAACHC0005,140.178243074624,-27.5144489789564,SW
SAACHC0008,140.157900864957,-27.3492807754519,SW
SAACHC0009,140.157517797023,-27.3504929147248,SW
SAACHC0010,140.186346958822,-27.4706797009512,SW
SAACHC0011,140.187927435771,-27.4721330582397,SW
SAACHC0012,140.359856550611,-27.6102414493207,SW
SAACHC0014,140.580075719172,-28.0919539484839,SW
SAAEYB0001,137.364630555556,-34.4568,SW
SAAEYB0002,137.395733562074,-35.1010595017196,SW
SAAEYB0003,137.165134496676,-35.1726705844467,SW
SAAEYB0004,137.078354169249,-35.1536276675088,SW
SAAEYB0005,137.017442,-35.113453,SW
SAAEYB0006,137.095945,-35.132789,SW
SAAEYB0007,136.8777863,-35.2704748,SW
SAAEYB0008,137.213925289641,-35.0493487203366,SW
SAAEYB0009,136.848181144853,-35.2553630961802,SW
SAAEYB0010,136.926715,-35.246255,SW
SAAEYB0011,137.046928,-35.156909,SW
SAAEYB0012,136.946590517549,-35.1725933091166,SW
SAAEYB0013,137.096902886899,-35.1897168287742,SW
SAAEYB0015,136.954093137667,-35.1962391880988,SW
SAAEYB0016,137.179988304601,-35.1789489995681,SW
SAAEYB0021,136.129233067226,-33.8388221207133,SW
SAAEYB0022,136.018886214555,-33.8352958348223,SW
SAAEYB0023,136.147319838707,-33.8109867050971,SW
SAAEYB0024,136.067405126058,-33.7616102915026,SW
SAAEYB0025,135.37095427325,-34.6620865346686,SW
SAAEYB0026,135.392463514687,-34.6702565665773,SW
SAAEYB0027,135.391065811798,-34.6799485006395,SW
SAAEYB0028,135.387597043682,-34.688537987332,SW
SAAEYB0029,136.937198090851,-33.265793866005,SW
SAAEYB0030,136.823457430335,-33.1909190686092,SW
SAAEYB0031,136.90071180528,-33.2081081678862,SW
SAAEYB0032,136.849443665604,-33.2023505004681,SW
SAAEYB0033,136.924063302282,-33.2233481080784,SW
SAAEYB0035,132.211062,-31.983078,SW
SAAEYB0036,132.374271,-31.994197,SW
SAAFLB0003,138.646998,-34.97365,SW
SAAFLB0004,138.5786,-35.0703472222222,SW
SAAFLB0005,138.103255555556,-33.0267694444444,SW
SAAFLB0006,138.162691666667,-33.0857361111111,SW
SAAFLB0007,138.299702777778,-31.8236888888889,SW
SAAFLB0008,138.351191666667,-31.8377861111111,SW
SAAFLB0030,138.015119444444,-29.9784833333333,SW
SAAFLB0031,137.954566666667,-29.971575,SW
SAAGAW0001,137.197208333333,-32.9832472222222,SW
SAAGAW0002,137.244272222222,-32.9801194444444,SW
SAAGAW0003,137.248361111111,-32.97155,SW
SAAGAW0004,135.4403808,-30.87168877,SW
SAAGAW0005,135.390123508285,-30.8032510114135,SW
SAAGAW0006,135.547127,-30.533632,SW
SAAGAW0007,135.526835008113,-30.5473675778894,SW
SAAGAW0008,135.538546009711,-30.6796833723201,SW
SAAGVD0001,130.446161111111,-29.3453361111111,SW
SAAGVD0002,130.450477777778,-29.3464916666667,SW
SAAGVD0003,130.446161111111,-29.3216888888889,SW
SAAGVD0004,132.134261111111,-30.8147527777778,SW
SAAKAN0001,137.368027777778,-35.6486444444444,SW
SAAKAN0002,137.217397,-35.643269,SW
SAAKAN0003,137.334044444444,-35.7440833333333,SW
SAAKAN0004,136.973161,-35.723154,SW
SAAKAN0005,136.88294,-35.810624,SW
SAAKAN0006,136.896083468,-35.900621287,SW
SAAKAN0007,136.586576,-35.908982,SW
SAAKAN0008,137.551283,-35.904381,SW
SAAKAN0009,137.324832,-35.943027,SW
SAAKAN0010,137.906987,-35.842017,SW
SAAKAN0011,138.061671,-35.783373,SW
SAAKAN0012,137.989879,-35.884354,SW
SAAKAN0013,136.8210488,-35.72360698,SW
SAAMDD0007,139.499723611111,-34.3623461111111,SW
SAAMDD0008,139.507722222222,-34.3417311111111,SW
SAAMDD0009,139.485928611111,-34.3579019444444,SW
SAAMDD0010,139.502423888889,-34.3205658333333,SW
SAAMDD0011,139.530028611111,-34.3199805555556,SW
SAANUL0001,132.087641666667,-30.9657583333333,SW
SAANUL0002,131.277372222222,-31.3933722222222,SW
SAANUL0003,131.266791666667,-31.482375,SW
SAANUL0004,131.306630555556,-31.5111777777778,SW
SAANUL0005,132.287988,-31.820043,SW
SAARIV0001,140.757602777778,-34.0843027777778,SW
SAARIV0002,140.758477777778,-34.0833416666667,SW
SAARIV0003,140.7602,-34.0838888888889,SW
SAARIV0004,140.386861111111,-34.2615666666667,SW
SAARIV0005,140.387733333333,-34.2634722222222,SW
SAARIV0006,140.389852777778,-34.2636333333333,SW
SAARIV0007,139.926763888889,-34.15945,SW
SAARIV0008,139.925416666667,-34.1591472222222,SW
SAARIV0009,139.927861111111,-34.1583777777778,SW
SAARIV0010,140.570217175185,-34.3583532799503,SW
SAASTP0001,134.9992,-26.2781722222222,SW
SAASTP0002,135.015597222222,-26.2746083333333,SW
SAASTP0003,135.072966666667,-26.2739,SW
SAASTP0004,135.452201944444,-26.0881422222222,SW
SAASTP0005,135.423503333333,-26.0959083333333,SW
SAASTP0006,135.873785,-26.340247,SW
SAASTP0007,135.816591666667,-26.3550416666667,SW
SAASTP0008,135.788761111111,-26.3688777777778,SW
SAASTP0009,135.704627777778,-26.3502527777778,SW
SAASTP0010,135.581711111111,-26.3666833333333,SW
SAASTP0011,135.457647222222,-26.4805,SW
SAASTP0012,135.433727777778,-26.6227944444444,SW
SAASTP0013,135.307391666667,-26.5741027777778,SW
SAASTP0014,136.649369444444,-27.86115,SW
SAASTP0019,136.481239722222,-28.4196569444444,SW
SAASTP0020,136.458813888889,-28.4376444444444,SW
SAASTP0021,136.532908333333,-28.4024694444444,SW
SAASTP0022,134.536,-28.2056083333333,SW
SAASTP0023,134.584947222222,-28.20895,SW
SAASTP0024,134.973888888889,-27.9941,SW
SAASTP0025,134.971319444444,-27.9597227777778,SW
SAASTP0026,134.892207777778,-27.788875,SW
SAASTP0027,134.843755555556,-27.73725,SW
SAASTP0028,134.844616666667,-27.7105611111111,SW
SAASTP0029,135.861472222222,-28.0870777777778,SW
SAASTP0030,139.179877,-29.290199,SW
SAASTP0031,139.175572,-29.276984,SW
SAASTP0032,139.182461111111,-29.2894861111111,SW
SAASTP0033,135.3898437,-30.3605802,SW
SAASTP0034,135.5281127,-30.3633961,SW
SASMDD0001,140.586408333333,-34.0026583333333,SW
SASMDD0002,140.592691666667,-34.0116972222222,SW
SASMDD0003,140.585636111111,-33.9945305555556,SW
SASMDD0004,140.734627777778,-33.9967638888889,SW
SASMDD0005,140.725780555556,-33.9743111111111,SW
SASMDD0006,140.727261111111,-33.9727416666667,SW
SASMDD0008,140.76035,-34.0441527777778,SW
SASMDD0009,140.69458,-34.060282,SW
SASMDD0010,140.575022222222,-34.003975,SW
SASMDD0011,140.709527777778,-34.0188944444444,SW
SASMDD0012,140.754347222222,-34.0591388888889,SW
SASMDD0013,140.734869444444,-34.0567027777778,SW
SASMDD0014,140.705413888889,-34.0377583333333,SW
SASMDD0016,140.718544444444,-33.9569027777778,SW
SASMDD0017,140.717997222222,-33.9555916666667,SW
SASMDD0018,140.576116666667,-34.0030722222222,SW
SASRIV0001,140.755972222222,-34.0378277777778,SW
SASRIV0002,140.780633333333,-34.0428277777778,SW
SATEYB0001,138.703188888889,-34.5043055555556,SW
SATEYB0002,138.080141666667,-33.4890277777778,SW
SATFLB0001,138.861344444444,-34.6090083333333,SW
SATFLB0002,138.9086,-34.6830972222222,SW
SATFLB0003,139.006103,-34.576925,SW
SATFLB0004,138.567330555556,-31.3277361111111,SW
SATFLB0005,138.566366666667,-31.3154611111111,SW
SATFLB0006,138.7975706812,-30.7756535799,SW
SATFLB0007,138.5945790071,-31.5438831689,SW
SATFLB0008,137.954389863,-32.320958599,SW
SATFLB0009,137.968270713,-32.310521035,SW
SATFLB0010,138.0326702171,-32.828511335,SW
SATFLB0011,138.1362667681,-32.748419987,SW
SATFLB0012,138.7082603,-34.88076551,SW
SATFLB0013,138.60380994,-33.9141962,SW
SATFLB0014,138.95937014,-34.00513798,SW
SATFLB0015,138.72695366,-34.93342691,SW
SATFLB0016,139.339691666667,-30.343475,SW
SATFLB0017,139.373672222222,-30.3318111111111,SW
SATFLB0018,139.324130555556,-30.2190444444444,SW
SATFLB0019,139.232869444444,-30.2195305555556,SW
SATFLB0020,139.227233333333,-30.2556777777778,SW
SATFLB0021,139.219941666667,-30.4121111111111,SW
SATFLB0022,139.226058333333,-30.4060055555556,SW
SATFLB0023,139.073613888889,-30.5994361111111,SW
SATFLB0024,138.579558,-30.760856,SW
SATFLB0025,138.632936111111,-30.7850138888889,SW
SATFLB0026,138.78705,-34.8877555555556,SW
SATFLB0027,138.679005555556,-35.0830805555556,SW
SATFLB0028,138.393272222222,-33.5530833333333,SW
