"","site_location_name","ignition_d","OBJECTID","fire_id","fire_name","capture_da","extinguish","fire_type","ignition_c","capt_metho","area_ha","perim_km","state","agency","Shape__Are","Shape__Len","Data_Source.x","BurnDate","FirstDay","LastDay","Data_Source.y"
"797","QDABBS0005",2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,315,21,"MODIS/061/MCD64A1"
"798","QDAGUP0023",2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,315,183,"MODIS/061/MCD64A1"
"799","WAAVIB0001",2010-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,104,173,"MODIS/061/MCD64A1"
"800","NTAPCK0002",2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,133,205,"MODIS/061/MCD64A1"
"801","NTAPCK0003",2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,130,202,"MODIS/061/MCD64A1"
"802","NTAPCK0004",2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,130,204,"MODIS/061/MCD64A1"
"803","NTTPCK0001",2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,131,204,"MODIS/061/MCD64A1"
"804","NTAPCK1011",2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,159,235,"MODIS/061/MCD64A1"
"805","NTAPCK1012",2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,159,235,"MODIS/061/MCD64A1"
"806","NTAPCK2013",2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,159,235,"MODIS/061/MCD64A1"
"807","NTAPCK2014",2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,159,235,"MODIS/061/MCD64A1"
"808","NTADAC0001",2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,191,265,"MODIS/061/MCD64A1"
"809","NTTDAC0001",2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,192,264,"MODIS/061/MCD64A1"
"810","QDAGUP0023",2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,191.5,267,"MODIS/061/MCD64A1"
"811","QDAGUP0023",2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,223,295.5,"MODIS/061/MCD64A1"
"812","WAANOK0004",2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,224,295,"MODIS/061/MCD64A1"
"813","WAANOK0005",2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,224,293,"MODIS/061/MCD64A1"
"814","WAANOK0008",2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,224,295,"MODIS/061/MCD64A1"
"815","WAAPIL0007",2010-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,251,326,"MODIS/061/MCD64A1"
"816","NTAGFU0019",2010-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,284,342,"MODIS/061/MCD64A1"
"817","QDAGUP0018",2011-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,83,144,"MODIS/061/MCD64A1"
"818","NTAGFU0027",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,106,174,"MODIS/061/MCD64A1"
"819","NTAGFU0028",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,104,173,"MODIS/061/MCD64A1"
"820","NTAGFU0029",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,104,173,"MODIS/061/MCD64A1"
"821","NTAPCK0007",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,113.5,175,"MODIS/061/MCD64A1"
"822","QDASSD0015",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,100,172,"MODIS/061/MCD64A1"
"823","WAANOK0001",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,111,173,"MODIS/061/MCD64A1"
"824","WAANOK0002",2011-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,111,173,"MODIS/061/MCD64A1"
"825","NTAPCK0007",2011-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,130,205,"MODIS/061/MCD64A1"
"826","NTTDMR0003",2011-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,129,205,"MODIS/061/MCD64A1"
"827","QDACYP0013",2011-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,131,193,"MODIS/061/MCD64A1"
"828","NTAPCK0003",2011-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,162,235,"MODIS/061/MCD64A1"
"829","NTAPCK0004",2011-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,160,235,"MODIS/061/MCD64A1"
"830","NTATAN0003",2011-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,162,236,"MODIS/061/MCD64A1"
"831","NTATAN0004",2011-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,162,236,"MODIS/061/MCD64A1"
"832","NTAARP0002",2011-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,190,266,"MODIS/061/MCD64A1"
"833","NTAFIN0006",2011-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,191,263,"MODIS/061/MCD64A1"
"834","NTAFIN0009",2011-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,191,263,"MODIS/061/MCD64A1"
"835","NTAFIN0010",2011-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,191,263,"MODIS/061/MCD64A1"
"836","NTADAC0001",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,222,286,"MODIS/061/MCD64A1"
"837","NTAMAC0001",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,221,289,"MODIS/061/MCD64A1"
"838","NTASSD0009",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,221,291,"MODIS/061/MCD64A1"
"839","NTASSD0010",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,221,291,"MODIS/061/MCD64A1"
"840","QDACYP0003",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,223,288,"MODIS/061/MCD64A1"
"841","WAANOK0003",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,222,295,"MODIS/061/MCD64A1"
"842","WAAVIB0004",2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,221,295,"MODIS/061/MCD64A1"
"843","NTAARP0005",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,252,322,"MODIS/061/MCD64A1"
"844","NTADMR0001",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,251,328,"MODIS/061/MCD64A1"
"845","NTAGFU0003",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,251,327,"MODIS/061/MCD64A1"
"846","NTAGFU0004",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,251,327,"MODIS/061/MCD64A1"
"847","NTATAN0001",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,251,328,"MODIS/061/MCD64A1"
"848","NTATAN0002",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,251,328,"MODIS/061/MCD64A1"
"849","QDADEU0001",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,251,320,"MODIS/061/MCD64A1"
"850","QDAEIU0001",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,251.5,321.5,"MODIS/061/MCD64A1"
"851","QDAGUP0027",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,251,317,"MODIS/061/MCD64A1"
"852","QDASSD0008",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,252,328,"MODIS/061/MCD64A1"
"853","QDASSD0009",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,253,328,"MODIS/061/MCD64A1"
"854","WAANOK0004",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,251,328,"MODIS/061/MCD64A1"
"855","WAANOK0005",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,251,325,"MODIS/061/MCD64A1"
"856","WAANOK0008",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,251,327.5,"MODIS/061/MCD64A1"
"857","WAAVIB0004",2011-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,251,327,"MODIS/061/MCD64A1"
"858","NTASSD0005",2011-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,285,357,"MODIS/061/MCD64A1"
"859","NTASSD0006",2011-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,285,357,"MODIS/061/MCD64A1"
"860","NTASSD0007",2011-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,285,358,"MODIS/061/MCD64A1"
"861","NTASSD0008",2011-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,285,358,"MODIS/061/MCD64A1"
"862","QDASSD0001",2011-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,284,358,"MODIS/061/MCD64A1"
"863","QDAEIU0006",2011-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,312,8.5,"MODIS/061/MCD64A1"
"864","QDAEIU0007",2011-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,312,6,"MODIS/061/MCD64A1"
"865","QDAEIU0005",2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,48,"MODIS/061/MCD64A1"
"866","QDAEIU0006",2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,350,48,"MODIS/061/MCD64A1"
"867","NTAGFU0021",2012-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,9,84,"MODIS/061/MCD64A1"
"868","QDAEIU0004",2012-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,89,135,"MODIS/061/MCD64A1"
"869","SAAGVD0003",2012-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,70,144,"MODIS/061/MCD64A1"
"870","WAAVIB0001",2012-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,99,176,"MODIS/061/MCD64A1"
"871","NTAGFU0017",2012-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,131,205,"MODIS/061/MCD64A1"
"872","QDABBS0001",2012-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,131,205,"MODIS/061/MCD64A1"
"873","QDACYP0010",2012-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,141,184,"MODIS/061/MCD64A1"
"874","WAALSD0003",2012-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,161,237,"MODIS/061/MCD64A1"
"875","NTAPCK0006",2012-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,191,267,"MODIS/061/MCD64A1"
"876","NTAARP0002",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,222,296,"MODIS/061/MCD64A1"
"877","NTAGFU0016",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,222,298,"MODIS/061/MCD64A1"
"878","NTAGFU0023",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,222,298,"MODIS/061/MCD64A1"
"879","NTAGFU0024",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,222,298,"MODIS/061/MCD64A1"
"880","NTAGFU0025",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,222,298,"MODIS/061/MCD64A1"
"881","NTASTU0003",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,222,298,"MODIS/061/MCD64A1"
"882","WAACEK0003",2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,222,295,"MODIS/061/MCD64A1"
"883","NTAARP0004",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,252,321,"MODIS/061/MCD64A1"
"884","NTAGFU0001",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,252,328,"MODIS/061/MCD64A1"
"885","NTAGFU0002",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,252,328,"MODIS/061/MCD64A1"
"886","NTAGFU0006",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,252,329,"MODIS/061/MCD64A1"
"887","NTAGFU0008",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,252,329,"MODIS/061/MCD64A1"
"888","NTAGFU0009",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,252,328,"MODIS/061/MCD64A1"
"889","NTAPCK1009",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,252,325,"MODIS/061/MCD64A1"
"890","NTAPCK1010",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,252,325,"MODIS/061/MCD64A1"
"891","NTAPCK1012",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,252,321,"MODIS/061/MCD64A1"
"892","NTTDMR0001",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,252,328,"MODIS/061/MCD64A1"
"893","NTTDMR0002",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,252,327,"MODIS/061/MCD64A1"
"894","NTTDMR0003",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,252,327,"MODIS/061/MCD64A1"
"895","WAAGSD0001",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,252,328,"MODIS/061/MCD64A1"
"896","WAANOK0001",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,252,326,"MODIS/061/MCD64A1"
"897","WAANOK0002",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,252,327,"MODIS/061/MCD64A1"
"898","WAAPIL0035",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,253,329,"MODIS/061/MCD64A1"
"899","WAAVIB0003",2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,252,326,"MODIS/061/MCD64A1"
"900","NTAARP0005",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,284,356,"MODIS/061/MCD64A1"
"901","NTAPCK0007",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.5,285,357,"MODIS/061/MCD64A1"
"902","QDAGUP0023",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,283,353,"MODIS/061/MCD64A1"
"903","QDAGUP0029",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,283,353,"MODIS/061/MCD64A1"
"904","QDAGUP0030",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,283,353,"MODIS/061/MCD64A1"
"905","QDAGUP0031",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,283,353,"MODIS/061/MCD64A1"
"906","QDAMII0001",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,283,357,"MODIS/061/MCD64A1"
"907","WAADAL0005",2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,283,358,"MODIS/061/MCD64A1"
"908","NTTSTU0001",2012-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,318,16,"MODIS/061/MCD64A1"
"909","QDACYP0006",2012-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,313,6,"MODIS/061/MCD64A1"
"910","QDAGUP0023",2012-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,313.5,12.5,"MODIS/061/MCD64A1"
"911","NSABBS0001",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,345,47,"MODIS/061/MCD64A1"
"912","NSABBS0002",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,347,49,"MODIS/061/MCD64A1"
"913","QDASSD0010",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,345,52,"MODIS/061/MCD64A1"
"914","NTAGFU0010",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,72,144,"MODIS/061/MCD64A1"
"915","NTAGFU0011",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,72,144,"MODIS/061/MCD64A1"
"916","NTAGFU0012",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,72,144,"MODIS/061/MCD64A1"
"917","WAANOK0004",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,72,144,"MODIS/061/MCD64A1"
"918","WAANOK0008",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,72.5,144,"MODIS/061/MCD64A1"
"919","NTAPCK0003",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,129,204,"MODIS/061/MCD64A1"
"920","NTAPCK0004",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,129,204,"MODIS/061/MCD64A1"
"921","QDACYP0010",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,139,190,"MODIS/061/MCD64A1"
"922","NTTDAC0001",2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,160,236,"MODIS/061/MCD64A1"
"923","WAAVIB0001",2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,160,236,"MODIS/061/MCD64A1"
"924","WAAVIB0004",2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,162,236,"MODIS/061/MCD64A1"
"925","QDACYP0024",2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,194,266,"MODIS/061/MCD64A1"
"926","WAANOK0001",2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,191,264,"MODIS/061/MCD64A1"
"927","NTAARP0002",2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,221,292,"MODIS/061/MCD64A1"
"928","NTADAC0002",2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,221,292,"MODIS/061/MCD64A1"
"929","WAACEK0002",2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,221,296,"MODIS/061/MCD64A1"
"930","NSTSYB0009",2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,252,324,"MODIS/061/MCD64A1"
"931","SAAFLB0006",2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,349,55,"MODIS/061/MCD64A1"
"932","SASMDD0001",2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,348,55,"MODIS/061/MCD64A1"
"933","SASMDD0003",2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,348,55,"MODIS/061/MCD64A1"
"934","SASMDD0018",2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,347,55,"MODIS/061/MCD64A1"
"935","WAAPIL0004",2014-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,9,81,"MODIS/061/MCD64A1"
"936","NTTDAB0001",2014-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,105,175,"MODIS/061/MCD64A1"
"937","QDABBS0004",2014-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,99,173,"MODIS/061/MCD64A1"
"938","NTAPCK0007",2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,130,205,"MODIS/061/MCD64A1"
"939","QDACYP0010",2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,129,201,"MODIS/061/MCD64A1"
"940","WAANOK0003",2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,130,205,"MODIS/061/MCD64A1"
"941","NTAGFU0026",2014-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,162,236,"MODIS/061/MCD64A1"
"942","NTADAC0001",2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,190,267,"MODIS/061/MCD64A1"
"943","NTTDAC0001",2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,191,266,"MODIS/061/MCD64A1"
"944","NTTPCK0001",2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,190,266,"MODIS/061/MCD64A1"
"945","WAADAL0004",2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,190,267,"MODIS/061/MCD64A1"
"946","WAADAL0005",2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,190,267,"MODIS/061/MCD64A1"
"947","NTAPCK0006",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,221,297,"MODIS/061/MCD64A1"
"948","QDACYP0011",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,229,295,"MODIS/061/MCD64A1"
"949","WAANOK0004",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,222,297,"MODIS/061/MCD64A1"
"950","WAANOK0007",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,221,297,"MODIS/061/MCD64A1"
"951","WAANOK0008",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,222,296,"MODIS/061/MCD64A1"
"952","WAAVIB0003",2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,221,296,"MODIS/061/MCD64A1"
"953","NTADAC0002",2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,251,321,"MODIS/061/MCD64A1"
"954","NTAPCK1009",2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,251,323,"MODIS/061/MCD64A1"
"955","NTAPCK1010",2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,251,321,"MODIS/061/MCD64A1"
"956","QDACYP0017",2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,254,323,"MODIS/061/MCD64A1"
"957","QDACYP0018",2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,254,316,"MODIS/061/MCD64A1"
