"","X","site_location_name","latitude","longitude","mga","SW_easting","SW_northing"
"365",365,"QDASSD0007",-23.8804888888889,138.096425,54,204316.512413562,7355970.08844144
"366",366,"QDASSD0008",-23.9541527777778,138.136986111111,54,208614.864800334,7347891.94153443
"367",367,"QDASSD0009",-23.9673083333333,138.140975,54,209050.629333272,7346442.46388033
"368",368,"QDASSD0010",-23.731025,138.000386111111,54,194180.185707575,7372328.53450709
"369",369,"QDASSD0011",-23.2366333333333,138.226080555556,54,216145.55251761,7427572.24191568
"370",370,"QDASSD0012",-23.3444972222222,138.252244444444,54,219051.108456137,7415672.75872776
"371",371,"QDASSD0013",-23.2941888888889,138.226025,54,216261.907327895,7421195.36037389
"372",372,"QDASSD0014",-23.1757861111111,138.167288888889,54,209994.605937207,7434197.6157367
"373",373,"QDASSD0015",-23.188075,138.193094444444,54,212664.264286044,7432887.31398003
"374",374,"SAABHC0001",-31.9228805555556,140.465169444444,54,449439.83145402,6467987.58113251
"375",375,"SAABHC0002",-31.9833694444444,140.502377777778,54,452988.178077432,6461299.54035893
"376",376,"SAABHC0003",-31.9426555555556,140.546602777778,54,457147.378135434,6465830.77083384
"377",377,"SAABHC0004",-32.0189972222222,140.526855555556,54,455317.971455634,6457360.78660993
"378",378,"SAABHC0005",-31.9732123531821,140.583642862064,54,460661.260218511,6462457.8217492
"379",379,"SAABHC0006",-31.9046965345642,140.680164670566,54,469758.567284642,6470083.28764986
"380",380,"SAAEYB0002",-35.1010595017196,137.395733562074,53,718367.260535846,6113123.65927489
"381",381,"SAAEYB0003",-35.1726705844467,137.165134496676,53,697172.085674761,6105661.53666927
"382",382,"SAAEYB0004",-35.1536276675088,137.078354169249,53,689312.217271111,6107942.53610355
"383",383,"SAAEYB0005",-35.113453,137.017442,53,683853.421859298,6112513.04024434
"384",384,"SAAEYB0006",-35.132789,137.095945,53,690963.460160444,6110220.4189409
"385",385,"SAAEYB0007",-35.2704748,136.8777863,53,670795.625913918,6095345.17286398
"386",386,"SAAEYB0008",-35.0493487203366,137.213925289641,53,701920.229015298,6119243.32282367
"387",387,"SAAEYB0009",-35.2553630961802,136.848181144853,53,668133.774416663,6097071.95118693
"388",388,"SAAEYB0010",-35.246255,136.926715,53,675298.703443497,6097946.32119969
"389",389,"SAAEYB0011",-35.156909,137.046928,53,686441.776739937,6107637.92876133
"390",390,"SAAEYB0012",-35.1725933091166,136.946590517549,53,677267.388390035,6106081.70685899
"391",391,"SAAEYB0013",-35.1897168287742,137.096902886899,53,690917.59936797,6103903.89657158
"392",392,"SAAEYB0021",-33.8388221207133,136.129233067226,53,604481.360756365,6255141.48402759
"393",393,"SAAEYB0022",-33.8352958348223,136.018886214555,53,594275.046647879,6255639.07969578
"394",394,"SAAEYB0023",-33.8109867050971,136.147319838707,53,606189.318402702,6258209.45227546
"395",395,"SAAEYB0024",-33.7616102915026,136.067405126058,53,598849.258552201,6263763.94638082
"396",396,"SAAEYB0025",-34.6620865346686,135.37095427325,53,533988.843962487,6164366.63328504
"397",397,"SAAEYB0026",-34.6702565665773,135.392463514687,53,535956.118216875,6163453.18264436
"398",398,"SAAEYB0027",-34.6799485006395,135.391065811798,53,535823.891473969,6162378.93069215
"399",399,"SAAEYB0028",-34.688537987332,135.387597043682,53,535502.463750543,6161427.65966558
"400",400,"SAAEYB0029",-33.265793866005,136.937198090851,53,680434.225984263,6317572.95433702
"401",401,"SAAEYB0030",-33.1909190686092,136.823457430335,53,669983.57288701,6326066.38181914
"402",402,"SAAEYB0031",-33.2081081678862,136.90071180528,53,677151.672132768,6324032.12130628
"403",403,"SAAEYB0032",-33.2023505004681,136.849443665604,53,672383.949221787,6324756.25998944
"404",404,"SAAEYB0033",-33.2233481080784,136.924063302282,53,679297.325763417,6322302.37111009
"405",405,"SAAFLB0003",-34.97365,138.646998,54,285194.98943543,6127349.9537661
"406",406,"SAAFLB0004",-35.0703472222222,138.5786,54,279210.000598916,6116474.02741812
"407",407,"SAAFLB0005",-33.0267694444444,138.103255555556,54,229432.807875152,6342015.64669041
"408",408,"SAAFLB0006",-33.0857361111111,138.162691666667,54,235163.057813322,6335626.85276983
"409",409,"SAAFLB0007",-31.8236888888889,138.299702777778,54,244413.317233556,6475929.483583
"410",410,"SAAFLB0008",-31.8377861111111,138.351191666667,54,249326.519735463,6474486.29375941
"411",411,"SAAFLB0030",-29.9784833333333,138.015119444444,54,211987.400676109,6679848.08498273
"412",412,"SAAFLB0031",-29.971575,137.954566666667,53,785106.036484456,6680689.95178076
"413",413,"SAAGAW0001",-32.9832472222222,137.197208333333,53,705313.485207705,6348426.49594649
"414",414,"SAAGAW0002",-32.9801194444444,137.244272222222,53,709719.583872547,6348680.4890891
"415",415,"SAAGAW0003",-32.97155,137.248361111111,53,710122.064632619,6349622.63485958
"416",416,"SAAGAW0004",-30.87168877,135.4403808,53,542097.804571373,6584535.01691652
"417",417,"SAAGAW0005",-30.8032510114135,135.390123508285,53,537319.93908445,6592137.39956
"418",418,"SAAGAW0006",-30.533632,135.547127,53,552484.912378744,6621954.17640321
"419",419,"SAAGAW0007",-30.5473675778894,135.526835008113,53,550531.198294754,6620441.27487489
"420",420,"SAAGAW0008",-30.6796833723201,135.538546009711,53,551584.281323953,6605772.61468946
"421",421,"SAAGVD0001",-29.3453361111111,130.446161111111,52,640393.063330189,6752884.69873316
"422",422,"SAAGVD0002",-29.3464916666667,130.450477777778,52,640810.582288838,6752751.45194696
"423",423,"SAAGVD0003",-29.3216888888889,130.446161111111,52,640425.472545331,6755505.17607511
"424",424,"SAAGVD0004",-30.8147527777778,132.134261111111,53,225837.050744715,6587413.72498743
"425",425,"SAAKAN0001",-35.6486444444444,137.368027777778,53,714387.137177242,6052437.97525765
"426",426,"SAAKAN0002",-35.643269,137.217397,53,700761.103748955,6053352.56466285
"427",427,"SAAKAN0003",-35.7440833333333,137.334044444444,53,711058.125954009,6041923.74970745
"428",428,"SAAKAN0004",-35.723154,136.973161,53,678467.113122744,6044962.43733508
"429",429,"SAAKAN0005",-35.810624,136.88294,53,670119.454393477,6035419.84936325
"430",430,"SAAKAN0006",-35.900621287,136.896083468,53,671113.483506732,6025413.42064924
"431",431,"SAAKAN0007",-35.908982,136.586576,53,643164.215644469,6024983.97707625
"432",432,"SAAKAN0008",-35.904381,137.551283,53,730242.287062179,6023649.69908472
"433",433,"SAAKAN0009",-35.943027,137.324832,53,709700.234492373,6019872.60894036
"434",434,"SAAKAN0010",-35.842017,137.906987,53,762557.086213124,6029671.84792869
"435",435,"SAAKAN0012",-35.884354,137.989879,53,769902.208993409,6024748.28323575
"436",436,"SAAMDD0007",-34.3623461111111,139.499723611111,54,362038.003992959,6196646.98539102
"437",437,"SAAMDD0008",-34.3417311111111,139.507722222222,54,362739.992370827,6198943.99612175
"438",438,"SAAMDD0009",-34.3579019444444,139.485928611111,54,360761.987395396,6197120.99712475
"439",439,"SAAMDD0010",-34.3205658333333,139.502423888889,54,362218.002259442,6201284.00577377
"440",440,"SAAMDD0011",-34.3199805555556,139.530028611111,54,364756.996255646,6201386.00580116
"441",441,"SAANUL0001",-30.9657583333333,132.087641666667,53,221812.546448055,6570553.15350153
"442",442,"SAANUL0002",-31.3933722222222,131.277372222222,52,716540.438996409,6524558.7457615
"443",443,"SAANUL0003",-31.482375,131.266791666667,52,715330.427824547,6514711.58142644
"444",444,"SAANUL0004",-31.5111777777778,131.306630555556,52,719048.585087854,6511439.13978537
"445",445,"SAARIV0001",-34.0843027777778,140.757602777778,54,477637.254564709,6228470.12352653
"446",446,"SAARIV0002",-34.0833416666667,140.758477777778,54,477717.727528324,6228576.88247683
"447",447,"SAARIV0003",-34.0838888888889,140.7602,54,477876.758364569,6228516.58053906
"448",448,"SAARIV0004",-34.2615666666667,140.386861111111,54,443551.695812341,6208671.36977298
"449",449,"SAARIV0005",-34.2634722222222,140.387733333333,54,443633.268852178,6208460.55550318
"450",450,"SAARIV0006",-34.2636333333333,140.389852777778,54,443828.49980731,6208443.86260732
"451",451,"SAARIV0007",-34.15945,139.926763888889,54,401072.384914269,6219644.0111374
"452",452,"SAARIV0008",-34.1591472222222,139.925416666667,54,400947.843068367,6219676.27845971
"453",453,"SAARIV0009",-34.1583777777778,139.927861111111,54,401172.278524078,6219763.97121929
"454",454,"SAASTP0001",-26.2781722222222,134.9992,53,499920.127364013,7093509.75223535
"455",455,"SAASTP0002",-26.2746083333333,135.015597222222,53,501557.286643854,7093904.35195406
"456",456,"SAASTP0003",-26.2739,135.072966666667,53,507285.317958936,7093980.83871498
"457",457,"SAASTP0004",-26.0881422222222,135.452201944444,53,545221.780560879,7114476.43093168
"458",458,"SAASTP0005",-26.0959083333333,135.423503333333,53,542348.989351548,7113626.00280557
"459",459,"SAASTP0006",-26.340247,135.873785,53,587194.985289873,7086340.04512702
"460",460,"SAASTP0007",-26.3550416666667,135.816591666667,53,581477.054200069,7084738.80836945
"461",461,"SAASTP0008",-26.3688777777778,135.788761111111,53,578690.728224881,7083223.65249775
"462",462,"SAASTP0009",-26.3502527777778,135.704627777778,53,570308.159587541,7085335.04025857
"463",463,"SAASTP0010",-26.3666833333333,135.581711111111,53,558034.977404689,7083576.42499169
"464",464,"SAASTP0011",-26.4805,135.457647222222,53,545612.633602055,7071020.82177142
"465",465,"SAASTP0012",-26.6227944444444,135.433727777778,53,543175.280975234,7055269.39659265
"466",466,"SAASTP0013",-26.5741027777778,135.307391666667,53,530612.063143478,7060698.63603415
"467",467,"SAASTP0014",-27.86115,136.649369444444,53,662390.283115229,6917086.085543
"468",468,"SAASTP0015",-27.8656666666667,136.678330555556,53,665235.283088953,6916546.92554859
"469",469,"SAASTP0016",-27.8349611111111,136.629922222222,53,660513.862980252,6920013.3828734
"470",470,"SAASTP0017",-27.8397833333333,136.639730555556,53,661472.789496098,6919466.21464478
"471",471,"SAASTP0018",-28.4334277777778,136.428380555556,53,639884.008608881,6853952.76711871
"472",472,"SAASTP0019",-28.4196569444444,136.481239722222,53,645080.01255771,6855416.00409734
"473",473,"SAASTP0020",-28.4376444444444,136.458813888889,53,642859.087714072,6853449.78597971
"474",474,"SAASTP0021",-28.4024694444444,136.532908333333,53,650165.59679061,6857257.06662633
"475",475,"SAASTP0022",-28.2056083333333,134.536,53,454464.9591387,6879933.85424499
"476",476,"SAASTP0023",-28.20895,134.584947222222,53,459269.75421262,6879581.0805295
"477",477,"SAASTP0024",-27.9941,134.973888888889,53,497432.549802966,6903450.92774723
"478",478,"SAASTP0025",-27.9597227777778,134.971319444444,53,497179.007521805,6907258.99954033
"479",479,"SAASTP0026",-27.788875,134.892207777778,53,489381.008633987,6926180.01160375
"480",480,"SAASTP0027",-27.73725,134.843755555556,53,484600.53975207,6931893.46530637
"481",481,"SAASTP0028",-27.7105611111111,134.844616666667,53,484681.681191346,6934849.92550172
"482",482,"SAASTP0029",-28.0870777777778,135.861472222222,53,584635.723915874,6892851.93735504
"483",483,"SAASTP0030",-29.290199,139.179877,54,323201.96450076,6758487.97418604
"484",484,"SAASTP0031",-29.276984,139.175572,54,322760.904800533,6759946.02489114
"485",485,"SAASTP0032",-29.2894861111111,139.182461111111,54,323451.79038982,6758570.88075318
"486",486,"SAASTP0033",-30.3605802,135.3898437,53,537462.99267767,6641193.92320427
"487",487,"SAASTP0034",-30.3633961,135.5281127,53,550749.000834066,6640828.07382637
"488",488,"SASMDD0001",-34.0026583333333,140.586408333333,54,461806.770710137,6237472.18108974
"489",489,"SASMDD0002",-34.0116972222222,140.592691666667,54,462390.995352346,6236472.28085907
"490",490,"SASMDD0003",-33.9945305555556,140.585636111111,54,461731.814711705,6238373.09352423
"491",491,"SASMDD0004",-33.9967638888889,140.734627777778,54,475492.488165447,6238171.10167688
"492",492,"SASMDD0005",-33.9743111111111,140.725780555556,54,474668.771658107,6240658.47481587
"493",493,"SASMDD0006",-33.9727416666667,140.727261111111,54,474805.076592494,6240832.856506
"494",494,"SASMDD0008",-34.0441527777778,140.76035,54,477880.274703676,6232922.53462433
"495",495,"SASMDD0009",-34.060282,140.69458,54,471815.01424147,6231117.96807521
"496",496,"SASMDD0011",-34.0188944444444,140.709527777778,54,473181.41723184,6235711.00745894
"497",497,"SASMDD0012",-34.0591388888889,140.754347222222,54,477330.205465712,6231259.57097981
"498",498,"SASMDD0013",-34.0567027777778,140.734869444444,54,475532.015666237,6231525.19854869
"499",499,"SASMDD0014",-34.0377583333333,140.705413888889,54,472807.608806298,6233618.31184763
"500",500,"SASMDD0016",-33.9569027777778,140.718544444444,54,473995.030956339,6242586.8629348
"501",501,"SASMDD0017",-33.9555916666667,140.717997222222,54,473944.070774711,6242732.09709953
"502",502,"SASMDD0018",-34.0030722222222,140.576116666667,54,460856.567495485,6237422.40503371
"503",503,"SASRIV0001",-34.0378277777778,140.755972222222,54,477474.532291147,6233622.89034122
"504",504,"SASRIV0002",-34.0428277777778,140.780633333333,54,479752.117641491,6233073.64778718
"505",505,"SATEYB0001",-34.5043055555556,138.703188888889,54,289135.729284937,6179530.40886695
"506",506,"SATEYB0002",-33.4890277777778,138.080141666667,54,228707.375110147,6290680.99834234
"507",507,"SATFLB0001",-34.6090083333333,138.861344444444,54,303904.100276959,6168235.78935244
"508",508,"SATFLB0002",-34.6830972222222,138.9086,54,308408.319810373,6160109.04225482
"509",509,"SATFLB0003",-34.576925,139.006103,54,317108.837584994,6172066.27501202
"510",510,"SATFLB0004",-31.3277361111111,138.567330555556,54,268528.502389591,6531519.88799127
"511",511,"SATFLB0005",-31.3154611111111,138.566366666667,54,268406.691890897,6532878.87566581
"512",512,"SATFLB0006",-30.7756535799,138.7975706812,54,289227.211891749,6593187.39911455
"513",513,"SATFLB0007",-31.5438831689,138.5945790071,54,271646.995205051,6507611.00524445
"514",514,"SATFLB0008",-32.320958599,137.954389863,53,778134.619149562,6420151.50674272
"515",515,"SATFLB0009",-32.310521035,137.968270713,53,779473.994642249,6421273.00190797
"516",516,"SATFLB0010",-32.828511335,138.0326702171,54,222217.841586016,6363822.33772689
"517",517,"SATFLB0011",-32.748419987,138.1362667681,54,231678.646705505,6372973.45362978
"518",518,"SATFLB0012",-34.88076551,138.7082603,54,290552.578139316,6137783.26038146
"519",519,"SATFLB0013",-33.9141962,138.60380994,54,278470.234277487,6244772.18755602
"520",520,"SATFLB0014",-34.00513798,138.95937014,54,311548.562748743,6235397.00377167
"521",521,"SATFLB0015",-34.93342691,138.72695366,54,292394.006291845,6131980.74902752
"522",522,"SATFLB0016",-30.343475,139.339691666667,54,340410.40651031,6641985.50876223
"523",523,"SATFLB0017",-30.3318111111111,139.373672222222,54,343658.53059815,6643325.63045531
"524",524,"SATFLB0018",-30.2190444444444,139.324130555556,54,338710.989152487,6655754.92608128
"525",525,"SATFLB0019",-30.2195305555556,139.232869444444,54,329927.326349527,6655568.16427427
"526",526,"SATFLB0020",-30.2556777777778,139.227233333333,54,329447.254911943,6651553.2243657
"527",527,"SATFLB0021",-30.4121111111111,139.219941666667,54,329017.780046833,6634203.16744681
"528",528,"SATFLB0022",-30.4060055555556,139.226058333333,54,329594.795286367,6634889.14274237
"529",529,"SATFLB0023",-30.5994361111111,139.073613888889,54,315314.396034117,6613208.44816353
"530",530,"SATFLB0024",-30.760856,138.579558,54,268322.204725854,6594396.95641731
"531",531,"SATFLB0025",-30.7850138888889,138.632936111111,54,273489.461614465,6591827.9210078
"532",532,"SATFLB0026",-34.8877555555556,138.78705,54,297771.758646881,6137169.89542047
"533",533,"SATFLB0027",-35.0830805555556,138.679005555556,54,288399.910968897,6115279.40648185
"534",534,"SATFLB0028",-33.5530833333333,138.393272222222,54,257988.268044677,6284351.37057574
"535",535,"SATKAN0001",-35.6082694444444,138.261275,54,251919.613414871,6056045.0744475
"536",536,"SATKAN0002",-35.2721111111111,138.690175,54,289905.678525478,6094333.91631315
"537",537,"SATKAN0003",-35.4609416666667,138.604038888889,54,282576.831505271,6073200.03268016
"538",538,"SATKAN0004",-34.9271666666667,139.038147222222,54,320807.042609864,6133276.96775727
"539",539,"SATSTP0001",-30.5616638888889,139.436313888889,54,350033.536477148,6617934.38397392
"540",540,"SATSTP0002",-30.6563277777778,139.547355555556,54,360819.697895287,6607584.82799723
"541",541,"SATSTP0003",-29.7552833333333,138.849177777778,54,292026.138473012,6706392.83397897
"542",542,"SATSTP0004",-29.7914694444444,138.831855555556,54,290426.16570264,6702350.43791783
"543",543,"SATSTP0005",-29.4565972222222,138.848797222222,54,291374.950076708,6739499.04298372
"544",544,"SATSTP0006",-29.5305,138.8167,54,288415.11386741,6731249.61320146
"545",545,"SATSTP0007",-29.53599751,138.81710684,54,288466.000087167,6730640.99963587
"546",546,"SATSTP0008",-29.38785704,138.88137852,54,294397.000066412,6747176.00031391
"547",547,"TCABEL0001",-41.5471406810866,147.66851653021,55,555755.915268136,5400286.49828451
"548",548,"TCABEL0002",-41.5408580528683,147.663959801777,55,555381.231630721,5400986.93256448
"549",549,"TCABEL0003",-41.5341425,147.6698156,55,555875.449467742,5401728.72844533
"550",550,"TCATCH0001",-41.761479,146.719595,55,476690.993307883,5376667.94807872
"551",551,"TCATCH0002",-41.9248706161916,146.682830149199,55,473701.857779508,5358516.61544772
"552",552,"TCATCH0003",-41.9620443003241,146.677560695713,55,473280.465501614,5354387.66812983
"553",553,"TCATCH0004",-41.9883908433958,146.835712574777,55,486391.631493881,5351499.67351247
"554",554,"TCATCH0005",-41.9768076457322,146.663981425394,55,472161.621195041,5352744.19309267
"555",555,"TCATCH0006",-41.9658046875666,146.652027274331,55,471166.283713781,5353961.88139105
"556",556,"TCATCH0007",-41.8833038363591,146.457591793785,55,454996.987691785,5363038.0684571
"557",557,"TCATCH0008",-41.8570515353586,146.587633197976,55,465772.402197262,5366012.79183906
"558",558,"TCATCH0009",-41.8859211273348,146.615100467001,55,468066.638586568,5362818.0826066
"559",559,"TCATCH0010",-41.791483,146.682467,55,473616.979340478,5373326.03649437
"560",560,"TCATCH0011",-41.852076869417,146.689365493025,55,474214.479893426,5366600.66093426
"561",561,"TCATCH0012",-42.0925648019984,147.085724332715,55,507089.187262926,5339942.77324046
"562",562,"TCATNM0001",-41.7741562,147.3154927,55,526220.555111244,5375250.36566316
"563",563,"TCATNM0002",-42.0520786960724,147.416814352398,55,534491.444060543,5344357.47714361
"564",564,"TCATNM0003",-42.0368028126304,147.433013848709,55,535840.541775921,5346046.90028387
"565",565,"TCATNM0004",-41.8456347956553,147.483909252638,55,540172.978794604,5367249.3587283
"566",566,"TCATNM0005",-41.7968974901796,147.607968395943,55,550510.396466048,5372595.0011267
"567",567,"TCATNM0006",-42.0524099125732,147.549261768962,55,545451.280488555,5344258.81045412
"568",568,"VCAAUA0001",-36.9089694444444,147.287730555556,55,525631.650459011,5915187.21679694
"569",569,"VCAAUA0002",-36.9145111111111,147.281038888889,55,525033.730185283,5914574.2456584
"570",570,"VCAAUA0003",-36.8621694444444,147.320052777778,55,528528.397441518,5920369.64406913
"571",571,"VCAAUA0004",-36.9077583333333,147.290138888889,55,525846.599004393,5915320.91796375
"572",572,"VCAAUA0005",-36.8926777777778,147.298661111111,55,526611.026522667,5916991.48861611
"573",573,"VCAAUA0006",-36.9162194444444,147.212772222222,55,518952.398593591,5914400.47617762
"574",574,"VCAAUA0007",-36.9078611111111,147.255583333333,55,522768.231147498,5915318.32047681
"575",575,"VCAAUA0008",-36.9030583333333,147.252316666667,55,522478.633772073,5915851.87576129
"576",576,"VCAAUA0009",-36.8940083333333,147.302516666667,55,526954.093716926,5916842.80589067
"577",577,"VCAAUA0010",-36.856725,147.353497222222,55,531511.764950791,5920963.09113136
"578",578,"VCAAUA0011",-37.1107194444444,147.164316666667,55,514599.030259398,5892832.41611977
"579",579,"VCAAUA0012",-37.1001194444444,147.155558333333,55,513822.804806612,5894009.64131102
"580",580,"VCAAUA0013",-37.4082555555556,146.751063888889,55,477969.607728419,5859807.87659034
"581",581,"VCAAUA0014",-37.4020805555556,146.755061111111,55,478321.576186534,5860493.86423036
"582",582,"VCAAUA0015",-37.3888472222222,146.764569444444,55,479159.453009927,5861964.12522851
"583",583,"VCAMDD0001",-34.9809861111111,141.610538888889,54,555725.932669813,6128895.27924469
"584",584,"VCAMDD0002",-34.9822944444444,141.651483333333,54,559462.177520152,6128726.58992431
"585",585,"VCAMDD0003",-34.9982944444444,141.728361111111,54,566466.153233682,6126903.75959854
"586",586,"WAAAVW0001",-31.9022361111111,118.943630555556,50,683796.505721181,6468752.74399656
"587",587,"WAAAVW0002",-31.8458333333333,118.905125,50,680264.518979239,6475070.64821558
"588",588,"WAAAVW0003",-32.4795055555556,116.9389,50,494259.01494147,6406411.07366076
"589",589,"WAAAVW0004",-32.4797055555556,116.935613888889,50,493950.263703263,6406388.72190936
"590",590,"WAAAVW0005",-29.6168112,116.966213,50,496728.87557204,6723673.36074893
"591",591,"WAAAVW0006",-29.6035453984477,116.9675461692,50,496857.536405097,6725143.26925956
"592",592,"WAAAVW0007",-29.6720517,116.9664337,50,496752.016475463,6717552.60116645
"593",593,"WAACAR0001",-26.4081439438969,114.366712441,50,237327.75710328,7076429.62199796
"594",594,"WAACAR0002",-26.48102,114.27782,50,228627.696813452,7068168.49279042
"595",595,"WAACAR0003",-26.5150794065721,114.098356445687,50,210813.476567423,7064001.4085266
"596",596,"WAACAR0004",-26.3680647,114.2202138,50,222611.763786518,7080564.1712907
"597",597,"WAACEK0001",-16.4615166666667,126.397922222222,52,222166.924383759,8178224.48131693
"598",598,"WAACEK0002",-17.0525694444444,125.242397222222,51,738672.169147128,8113259.33943891
"599",599,"WAACEK0003",-17.2379694444444,125.295561111111,51,744090.685986923,8092669.69715988
"600",600,"WAACOO0001",-31.3996111111111,119.518944444444,50,739500.598825827,6523365.72389322
"601",601,"WAACOO0003",-31.3999722222222,119.647861111111,50,751760.918055056,6523037.44817302
"602",602,"WAACOO0004",-31.3988611111111,119.646555555556,50,751639.711238402,6523163.64660687
"603",603,"WAACOO0005",-31.6028805555556,119.809605555556,50,766568.215058293,6500153.959231
"604",604,"WAACOO0006",-31.5963777777778,119.824122222222,50,767964.66464971,6500839.56981623
"605",605,"WAACOO0007",-31.6067222222222,119.807547222222,50,766361.905751241,6499732.95615937
"606",606,"WAACOO0008",-31.60951,119.79227,50,764904.076862926,6499460.96820883
"607",607,"WAACOO0009",-31.2391138888889,120.326108333333,51,245330.231751989,6540814.51745313
"608",608,"WAACOO0010",-31.2318083333333,120.329833333333,51,245665.540981323,6541633.18537378
"609",609,"WAACOO0011",-31.252836247,120.341938607,51,246875.103793754,6539329.33750277
"610",610,"WAACOO0012",-31.2373611111111,120.332297222222,51,245915.182901059,6541023.13943238
"611",611,"WAACOO0016",-31.2032166666667,120.308216666667,51,243528.586912606,6544753.58896665
"612",612,"WAACOO0017",-31.1696361111111,120.304930555556,51,243124.615997139,6548469.55556113
