"","X","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter","pv_filter_percentile","npv_filter_percentile","bs_filter_percentile"
"475",499,"SAAEYB0006-58850",82.8,8.5,1,7.7,0,"SAAEYB0006","2020-10-01","2020-09-13",46.4787747776485,42.2504847696497,9.8672280723945,0.684313725490196,0.417647058823529,0.509803921568627
"476",500,"SAAEYB0007-58848",71.4,11.8,3.8,13.1,0,"SAAEYB0007","2020-08-18","2020-08-19",34.6871862691328,38.2307315633904,25.5700982827085,0.0949913644214162,0.170984455958549,0.967184801381693
"477",501,"SAAEYB0008-58849",77.9,9.9,2.1,10.1,0,"SAAEYB0008","2020-09-15","2020-09-13",47.642148759083,35.921731578378,15.1135736812185,0.715648854961832,0.106870229007634,0.822519083969466
"478",502,"SAAEYB0009-58841",64.6,14.8,2.6,18.1,0,"SAAEYB0009","2020-09-28","2020-09-21",42.246997268135,44.5261785076664,11.8094813995444,0.448566610455312,0.561551433389545,0.519392917369309
"479",503,"SAAEYB0010-58842",81.1,10.7,1.5,6.7,0,"SAAEYB0010","2020-09-29","2020-09-20",42.7308735600479,44.0934152209139,11.8350235713381,0.546594982078853,0.471326164874552,0.564516129032258
"480",504,"SAAEYB0011-58847",90.1,4.9,2.6,2.5,0,"SAAEYB0011","2020-10-20","2020-11-16",44.585113994733,38.8299732259426,15.2743131481499,0.342967244701349,0.396917148362235,0.741811175337187
"481",505,"SAAEYB0012-58840",79.5,7,1.6,11.9,0,"SAAEYB0012","2020-09-30","2020-09-13",43.9512995037504,31.6416480369357,22.944155232809,0.564575645756458,0.0387453874538745,0.939114391143911
"482",506,"SAAEYB0013-58845",86.1,9.7,1.7,2.5,0,"SAAEYB0013","2020-10-15","2020-11-24",45.7398986696695,40.943671415409,11.9405216501722,0.608286252354049,0.370998116760829,0.578154425612053
"483",509,"SAAEYB0021-58834",54.1,32.6,13.4,NA,4,"SAAEYB0021","2020-09-11","2020-09-12",26.8783364984379,51.568139810061,20.1268121491965,0.416387959866221,0.790969899665552,0.466555183946488
"484",510,"SAAEYB0022-58839",51.6,35.6,12.7,0.1,0,"SAAEYB0022","2020-09-12","2020-09-12",30.7801641083329,55.5953627946227,12.3027416340091,0.555555555555556,0.82516339869281,0.166666666666667
"485",511,"SAAEYB0023-58835",40.8,26.6,32.5,0.1,0,"SAAEYB0023","2020-09-12","2020-09-12",27.5891016809992,36.1595092892497,34.7291218707372,0.572379367720466,0.56738768718802,0.455906821963394
"486",512,"SAAEYB0024-58836",56.1,29.9,14,NA,4,"SAAEYB0024","2020-09-13","2020-09-12",29.3948438042821,44.9886769577105,24.2574128657684,0.581081081081081,0.876689189189189,0.194256756756757
"487",513,"SAAEYB0025-58844",58.9,35,6.1,NA,4,"SAAEYB0025","2020-09-14","2020-09-19",42.1449157382124,43.3115781738701,13.2023580786149,0.612429378531073,0.225988700564972,0.772881355932203
"488",514,"SAAEYB0026-58843",62.6,21,16.4,NA,4,"SAAEYB0026","2020-09-14","2020-09-19",48.4543620431002,40.2476740821742,9.84574888944288,0.85,0.240243902439024,0.253658536585366
"489",515,"SAAEYB0027-58854",68.8,21.4,9.6,0.2,0,"SAAEYB0027","2020-09-15","2020-09-19",41.0786436508828,34.1731791814945,23.1385090598925,0.357786357786358,0.133848133848134,0.918918918918919
"490",516,"SAAEYB0028-58829",17.6,11.2,71,0.2,0,"SAAEYB0028","2020-09-15","2020-09-19",7.307286133277,78.5429671354852,12.6096761344023,0.828525641025641,0.123397435897436,0.876602564102564
"491",517,"SAAEYB0029-58855",18.3,22.6,57.2,1.9,0,"SAAEYB0029","2021-03-02","2021-02-28",9.71927377150009,34.7316388461847,54.0707894877958,0.0396825396825397,0.0388888888888889,0.958730158730159
"492",518,"SAAEYB0030-58856",33.5,47.5,18.8,0.2,0,"SAAEYB0030","2021-03-03","2021-03-14",25.6607637985393,48.8953371313203,24.0604882482721,0.45910780669145,0.276022304832714,0.651486988847584
"493",519,"SAAEYB0031-58884",29.3,53.1,17.5,0.1,0,"SAAEYB0031","2021-03-02","2021-02-28",27.3887717030091,46.524347040981,24.74392403262,0.586017282010998,0.219167321288295,0.604870384917518
"494",520,"SAAEYB0032-58899",21.9,41.2,36.9,NA,4,"SAAEYB0032","2021-03-04","2021-02-28",15.0197713969241,35.8457430815288,47.4950236635272,0.0421393841166937,0.00162074554294976,0.980551053484603
"495",521,"SAAEYB0033-58859",29.8,51.2,17.3,1.7,0,"SAAEYB0033","2021-03-04","2021-03-07",34.8454994514373,48.7613700548272,15.1450394096082,0.719626168224299,0.245327102803738,0.338006230529595
"496",524,"SAAFLB0003-58033",73.5,23.7,2.8,0.1,0,"SAAFLB0003","2016-10-25","2016-10-29",59.1133163018524,33.3708379339908,5.88142342693338,0.882032667876588,0.23049001814882,0.333938294010889
"497",525,"SAAFLB0003-58704",76.3,20.4,3.3,0,0,"SAAFLB0003","2018-11-07","2018-10-11",52.6706530272062,39.5988393443443,6.149721359056,0.55535390199637,0.55535390199637,0.382940108892922
"498",526,"SAAFLB0003-58636",NA,NA,NA,NA,3,"SAAFLB0003","2018-10-25","2018-10-11",52.6706530272062,39.5988393443443,6.149721359056,0.55535390199637,0.55535390199637,0.382940108892922
"499",527,"SAAFLB0004-58526",62.3,33.8,4,NA,4,"SAAFLB0004","2017-08-17","2017-08-13",54.5877921022622,31.535218575507,12.7830461996351,0.898496240601504,0.0601503759398496,0.774436090225564
"500",528,"SAAFLB0004-58611",NA,NA,NA,NA,3,"SAAFLB0004","2018-10-03","2018-09-25",50.572891987151,44.6746650282005,3.19944983535812,0.736842105263158,0.539473684210526,0.0432330827067669
"501",529,"SAAFLB0005-58618",47.8,27,25.1,NA,4,"SAAFLB0005","2018-09-12","2018-09-08",37.6883976704354,39.2452791790194,21.8509212150046,0.531884057971014,0.255072463768116,0.807246376811594
"502",530,"SAAFLB0006-58619",79.1,15.9,5,NA,4,"SAAFLB0006","2018-09-13","2018-09-16",47.1827852230259,34.2817734381151,16.8149018164473,0.535372848948375,0.0573613766730402,0.891013384321224
"503",531,"SAAFLB0007-58620",20.2,30.6,49.2,NA,4,"SAAFLB0007","2018-10-10","2018-10-10",4.84964451052681,36.6638344814222,56.8742782052968,0.126081582200247,0.699629171817058,0.580964153275649
"504",532,"SAAFLB0008-58621",36.2,32,31.8,NA,4,"SAAFLB0008","2018-10-10","2018-10-18",13.8120915294135,43.4797424946774,41.3056280104273,0.19620253164557,0.377215189873418,0.839240506329114
"505",533,"SAAFLB0030-53506",9.9,21.9,68.2,NA,4,"SAAFLB0030","2013-08-13","2013-08-09",1.88637261295698,27.6000814730283,68.802897705185,0.636800962116657,0.263980757666867,0.678292242934456
"506",534,"SAAFLB0030-58617",17.7,15.7,66.5,NA,4,"SAAFLB0030","2018-08-02","2018-08-06",1.96844270280773,30.7563467492214,65.4020546017352,0.647624774503909,0.50210463018641,0.474443776307877
"507",535,"SAAFLB0030-57075",NA,NA,NA,NA,3,"SAAFLB0030","2010-10-30","2010-10-27",7.97468877871235,26.5786843187732,64.0359176427192,0.936861094407697,0.193024654239327,0.400481058328322
"508",536,"SAAFLB0031-53507",12.7,8.5,78.8,0,0,"SAAFLB0031","2013-08-13","2013-08-17",2.93020091635006,30.7408332800172,64.6004361181061,0.81601466992665,0.288508557457213,0.545232273838631
"509",537,"SAAFLB0031-58616",7.1,12,80.8,0.1,0,"SAAFLB0031","2018-08-02","2018-07-29",0.756517888715918,37.2512017394315,60.6324978427055,0.438264058679707,0.871638141809291,0.214547677261614
"510",538,"SAAFLB0031-57076",NA,NA,NA,NA,3,"SAAFLB0031","2010-10-31","2010-10-27",5.80936040223879,33.0897319914298,59.706503249064,0.915647921760391,0.550733496332518,0.156479217603912
"511",539,"SAAGAW0001-56992",33.8,46.8,19.4,NA,4,"SAAGAW0001","2015-02-18","2015-02-19",21.4311406586461,51.2216413730975,26.2432741179743,0.675471698113208,0.761509433962264,0.217358490566038
"512",540,"SAAGAW0002-56993",22.2,66.3,11.4,0.1,0,"SAAGAW0002","2015-02-18","2015-02-19",10.3331393747834,50.6786617453833,37.6304105438186,0.497405485544848,0.784284655300222,0.38472942920682
"513",541,"SAAGAW0003-56994",30.9,48.3,20.8,NA,4,"SAAGAW0003","2015-02-17","2015-02-19",20.0933593177872,49.4965732227997,29.0100908925306,0.641947565543071,0.671161048689139,0.256179775280899
"514",542,"SAAGAW0004-58716",15.6,19.9,64.3,0.2,0,"SAAGAW0004","2019-05-21","2019-05-20",7.71777633018639,37.7969175950361,53.0356035029057,0.433255269320843,0.959016393442623,0.0503512880562061
"515",543,"SAAGAW0005-58748",21.8,15.6,62.6,NA,4,"SAAGAW0005","2019-05-21","2019-05-20",2.14122296149313,55.8905417541475,40.6057082616416,0.550535077288942,0.690844233055886,0.41141498216409
"516",544,"SAAGAW0006-58717",17.7,26.3,55.5,0.4,0,"SAAGAW0006","2019-05-22","2019-05-20",9.32523870552065,32.9310596468139,56.134107731673,0.489067894131185,0.457997698504028,0.554660529344074
"517",545,"SAAGAW0007-58749",18.5,27.7,53.3,0.5,0,"SAAGAW0007","2019-05-22","2019-05-20",9.58864015241582,32.6195914710708,56.1318117433586,0.574516496018203,0.792946530147895,0.200227531285552
"518",546,"SAAGAW0008-58750",16,11.6,71.5,0.9,0,"SAAGAW0008","2019-05-23","2019-05-20",2.44161373854554,57.0074945694056,39.6044073198532,0.319123020706456,0.419001218026797,0.688185140073082
"519",547,"SAAGVD0001-56925",16.2,59.2,23.9,0.7,0,"SAAGVD0001","2014-09-03","2014-08-30",10.5464658492507,50.6070038320737,37.3724977207119,0.801741460147354,0.943737441393168,0.0549229738780978
"520",548,"SAAGVD0002-56926",26.6,41,32.4,NA,4,"SAAGVD0002","2014-09-03","2014-08-30",10.4833333443743,50.7252563461937,37.3316668283113,0.795973154362416,0.963758389261745,0.0402684563758389
"521",549,"SAAGVD0003-56927",63,31.8,5.2,NA,4,"SAAGVD0003","2014-09-04","2014-08-31",14.6157848859066,51.2199293224759,32.7807521425893,0.75575101488498,0.75575101488498,0.218538565629229
"522",550,"SAAGVD0004-56947",19.7,64.3,15.7,0.3,0,"SAAGVD0004","2014-09-10","2014-09-17",13.1012018012927,48.2639083980962,37.2507484465943,0.752910737386805,0.285899094437257,0.460543337645537
"523",551,"SAAKAN0001-58610",81.1,15.7,3.2,0,0,"SAAKAN0001","2018-10-19","2018-10-18",52.0110719041934,34.444254280088,12.0683340633311,0.695560253699789,0.25369978858351,0.642706131078224
"524",552,"SAAKAN0001-58893",66.3,30.2,3.2,0.3,0,"SAAKAN0001","2020-10-12","2020-09-13",52.8160861970767,36.8627872385557,8.73684416718341,0.758985200845666,0.40169133192389,0.3276955602537
"525",553,"SAAKAN0002-58630",90.2,7.4,2.4,0,0,"SAAKAN0002","2018-10-20","2018-10-18",55.1635599656438,31.4237086129361,11.8496943576155,0.675615212527964,0.221476510067114,0.630872483221476
"526",554,"SAAKAN0002-58876",35.6,44.4,18.6,1.4,0,"SAAKAN0002","2020-10-11","2020-11-24",21.2279777588979,49.7462605687809,27.8790577843168,0.0246085011185682,0.96420581655481,0.979865771812081
"527",555,"SAAKAN0003-58622",79.4,15.5,5,0,0,"SAAKAN0003","2018-10-21","2018-10-18",53.2094054989217,36.4206652107055,8.9433825679101,0.292828685258964,0.659362549800797,0.555776892430279
"528",556,"SAAKAN0003-58892",18.3,46.2,34.9,0.6,0,"SAAKAN0003","2020-10-11","2020-11-16",22.0253159480142,48.0028358481309,28.6819602863106,0.0239043824701195,0.97808764940239,0.97808764940239
"529",557,"SAAKAN0004-58623",85,9.7,5.3,0,0,"SAAKAN0004","2018-10-22","2018-10-18",53.3633521954384,39.7737821570023,5.22207816426063,0.662921348314607,0.867415730337079,0.0719101123595506
"530",558,"SAAKAN0004-58877",26.4,35.6,37.8,0.1,0,"SAAKAN0004","2020-10-08","2020-09-13",21.9683524009497,38.6965652562034,38.0085658510679,0.0584269662921348,0.795505617977528,0.865168539325843
"531",559,"SAAKAN0005-58624",90.6,7.1,2,0.3,0,"SAAKAN0005","2018-10-23","2018-10-26",56.6237379185978,33.3637715364988,8.25863417296212,0.832,0.376,0.221333333333333
"532",560,"SAAKAN0005-58891",16.7,15.4,51.7,16.1,0,"SAAKAN0005","2020-10-08","2020-09-13",15.5898987190168,45.8118366305513,37.2785608399922,0.064,0.882666666666667,0.912
"533",561,"SAAKAN0006-58625",74.2,22.9,2.6,0.4,0,"SAAKAN0006","2018-10-24","2018-10-26",40.6831191116676,50.9085357704696,7.17165899019776,0.378313253012048,0.775903614457831,0.313253012048193
"534",562,"SAAKAN0006-58900",8.1,7.8,63.9,20.2,0,"SAAKAN0006","2020-10-10","2020-09-13",7.68982182881368,40.0106159388322,50.7981930892886,0.0144578313253012,0.233734939759036,0.963855421686747
"535",563,"SAAKAN0007-58632",88.1,6.8,5,0,0,"SAAKAN0007","2018-10-25","2018-10-25",51.9874797606042,31.1674670564574,15.0719670069737,0.516194331983806,0.412955465587045,0.540485829959514
"536",564,"SAAKAN0007-58878",35.1,22.6,42,0.3,0,"SAAKAN0007","2020-10-07","2020-09-28",22.9877292470137,31.0981116406767,44.2965595034414,0.0688259109311741,0.410931174089069,0.910931174089069
"537",565,"SAAKAN0008-58626",88.2,9.4,2.4,NA,4,"SAAKAN0008","2018-10-26","2018-10-26",45.61245300224,40.090589170885,12.9020087884233,0.332123411978221,0.460980036297641,0.758620689655172
"538",566,"SAAKAN0008-58894",85.4,11.7,2.9,NA,4,"SAAKAN0008","2020-10-13","2020-11-16",48.5578312296506,38.306392395009,11.6172442753308,0.508166969147005,0.366606170598911,0.7005444646098
"539",567,"SAAKAN0009-58634",86.8,7.7,5.4,0,0,"SAAKAN0009","2018-10-27","2018-10-26",47.5752730589587,38.5406324509108,12.6750386788268,0.557788944723618,0.64321608040201,0.376884422110553
"540",568,"SAAKAN0009-58901",72.5,18.2,8.1,1.2,0,"SAAKAN0009","2020-10-13","2020-09-21",47.1312970498799,25.3339987247914,25.9197681106733,0.515075376884422,0.115577889447236,0.798994974874372
"541",569,"SAAKAN0010-58627",75.8,18.8,4.6,0.8,0,"SAAKAN0010","2018-10-28","2018-10-26",48.4823783884535,40.9329318710521,9.19185036563679,0.3729662077597,0.775969962453066,0.274092615769712
"542",570,"SAAKAN0010-58895",66.6,25.8,3.9,3.7,0,"SAAKAN0010","2020-10-14","2020-11-01",51.1414035159362,36.7016391069305,10.7886373160342,0.543178973717146,0.55819774718398,0.391739674593242
"543",573,"SAAKAN0012-58629",86.6,9.7,3.7,0,0,"SAAKAN0012","2018-10-30","2018-11-11",45.0526123042697,38.9093414978496,14.599066282013,0.19212962962963,0.850694444444444,0.415509259259259
"544",574,"SAAKAN0012-58896",81.9,13.9,3.8,0.5,0,"SAAKAN0012","2020-10-15","2020-11-01",46.3570583220191,26.9853972673884,25.5598797254217,0.267361111111111,0.131944444444444,0.916666666666667
"545",576,"SAAMDD0007-53742",45.9,38,16,0,0,"SAAMDD0007","2011-06-16","2011-06-26",38.5289426569245,45.4507101051615,14.762812739374,0.877551020408163,0.335276967930029,0.138483965014577
"546",577,"SAAMDD0007-58833",17.2,43.2,39.3,0.3,0,"SAAMDD0007","2020-07-08","2020-07-04",17.6431662661358,40.4444522866134,40.4652631578887,0.558309037900875,0.150145772594752,0.830903790087464
"547",578,"SAAMDD0008-53743",46.4,39.5,14.1,0,0,"SAAMDD0008","2011-06-17","2011-06-26",49.3281509105128,45.2982086188145,4.25408565688769,0.975646879756469,0.242009132420091,0.0243531202435312
"548",579,"SAAMDD0008-58832",44.5,42.5,11.4,1.7,0,"SAAMDD0008","2020-07-07","2020-07-04",39.1252704135467,49.1220416885469,10.5449410184607,0.60882800608828,0.611872146118721,0.28158295281583
"549",580,"SAAMDD0009-53744",46.2,30.4,23.4,0,0,"SAAMDD0009","2011-06-18","2011-06-26",42.7082540478944,41.971174002947,14.1745637618294,0.929323308270677,0.288721804511278,0.102255639097744
"550",581,"SAAMDD0009-58830",26.4,41.7,31.6,0.3,0,"SAAMDD0009","2020-07-08","2020-07-04",22.9564177702916,43.3909843571043,32.2218149724931,0.581954887218045,0.377443609022556,0.63609022556391
"551",582,"SAAMDD0010-53700",52.2,29.9,17.9,0,0,"SAAMDD0010","2011-06-20","2011-06-26",39.1713927558451,47.4923934269993,12.135701573966,0.978819969742814,0.261724659606657,0.0151285930408472
"552",583,"SAAMDD0010-58831",49.8,35,15,0.1,0,"SAAMDD0010","2020-07-09","2020-07-04",27.7648523074676,51.4020840056354,19.5693301932928,0.497730711043873,0.777609682299546,0.310136157337368
"553",584,"SAAMDD0011-53745",34.8,56.3,8.9,0,0,"SAAMDD0011","2011-06-21","2011-06-26",39.4464137944618,49.1928949089431,10.2106713097332,0.908205841446453,0.45201668984701,0.0709318497913769
"554",585,"SAAMDD0011-58828",26.7,53.5,19.6,0.2,0,"SAAMDD0011","2020-07-09","2020-07-04",30.6610905767176,50.1535146479913,17.895146448323,0.682892906815021,0.543810848400556,0.347705146036161
"555",586,"SAANUL0001-56948",21.3,68,10.4,0.3,0,"SAANUL0001","2014-09-09","2014-09-09",16.186330884365,53.7216128176778,28.6922932778438,0.832241153342071,0.557011795543906,0.221494102228047
"556",587,"SAANUL0002-56949",29.3,53.8,16.3,0.6,0,"SAANUL0002","2014-09-11","2014-09-09",21.0558590789983,46.902450799967,30.6560182077938,0.660596026490066,0.371688741721854,0.539735099337748
"557",588,"SAANUL0003-56950",35.4,49.3,15.2,NA,4,"SAANUL0003","2014-09-11","2014-09-08",12.5114383017139,53.6386833972489,32.4422979080885,0.649839743589744,0.62099358974359,0.301282051282051
"558",589,"SAANUL0004-56951",28.1,42.4,29.5,NA,4,"SAANUL0004","2014-09-12","2014-09-16",12.3766397173499,53.9591508938178,32.3932042144783,0.634146341463415,0.61869918699187,0.300813008130081
"559",591,"SAARIV0001-57090",71.4,27.7,0.9,NA,4,"SAARIV0001","2015-08-12","2015-08-09",54.498369871696,30.1757151853351,13.4600861067391,0.881188118811881,0.173974540311174,0.374823196605375
"560",592,"SAARIV0001-58046",85.1,14.8,0.1,NA,4,"SAARIV0001","2016-02-02","2016-02-01",48.5950274878726,38.052920247961,11.6896102058287,0.652050919377652,0.598302687411598,0.192362093352192
"561",593,"SAARIV0001-58971",66.8,31.7,1.5,NA,4,"SAARIV0001","2021-10-26","2021-10-28",41.0949991275382,41.4448680747475,15.9735731318854,0.212164073550212,0.776520509193777,0.595473833097595
"562",594,"SAARIV0002-57091",75.4,21.9,2.6,0.1,0,"SAARIV0002","2015-08-13","2015-08-09",51.9956043955966,33.9429599296422,12.184121142014,0.880112834978843,0.205923836389281,0.324400564174894
"563",595,"SAARIV0002-58047",77.1,22,0.9,0,0,"SAARIV0002","2016-02-01","2016-02-01",46.526718895133,39.9057980203431,11.9883408645001,0.624823695345557,0.579689703808181,0.294781382228491
"564",596,"SAARIV0003-57092",49.5,42.1,8.3,0.1,0,"SAARIV0003","2015-08-13","2015-08-09",39.0168443269778,43.5428018111854,16.0384173875636,0.674681753889675,0.463932107496464,0.278642149929279
"565",597,"SAARIV0003-57612",55.5,38.9,5.5,0,0,"SAARIV0003","2016-02-01","2016-02-01",36.3112913711621,48.5321438313936,13.8397807146393,0.506364922206506,0.768033946251768,0.108910891089109
"566",598,"SAARIV0004-57093",59.2,39.6,1.2,NA,4,"SAARIV0004","2015-08-14","2015-08-09",36.6217187039585,47.1308969668032,14.8460032362285,0.676204819277108,0.549698795180723,0.237951807228916
"567",599,"SAARIV0004-58051",70.7,26.2,3.1,NA,4,"SAARIV0004","2016-02-01","2016-02-01",34.1816663383405,47.573119653406,16.9311246240425,0.555722891566265,0.566265060240964,0.399096385542169
"568",600,"SAARIV0004-58967",68.6,26.7,4.7,NA,4,"SAARIV0004","2021-10-27","2021-10-28",41.3921312119864,34.2858755974534,22.8633971134946,0.870481927710843,0.0496987951807229,0.768072289156627
"569",601,"SAARIV0005-57094",79.4,20.4,0.1,0.1,0,"SAARIV0005","2015-08-14","2015-08-09",49.8839114923428,38.4954252745012,10.0182945810321,0.821100917431193,0.368501529051988,0.191131498470948
"570",602,"SAARIV0005-58052",80.9,18.6,0.6,0,0,"SAARIV0005","2016-02-03","2016-02-09",42.1913998782675,44.8748894559814,11.565470849946,0.551987767584098,0.622324159021407,0.334862385321101
"571",603,"SAARIV0006-57095",71.3,27.9,0.7,0.1,0,"SAARIV0006","2015-08-14","2015-08-09",33.3700619025191,51.7445222172881,13.5334384473638,0.464447806354009,0.667170953101362,0.335854765506808
"572",604,"SAARIV0006-58053",74.8,22,3.3,0,0,"SAARIV0006","2016-02-01","2016-02-01",31.72735443091,52.5774859815029,14.2464171535357,0.394856278366112,0.695915279878971,0.399394856278366
"573",605,"SAARIV0006-59035",59.4,34.8,5.7,0.1,0,"SAARIV0006","2021-10-27","2021-10-28",37.9283915259091,36.844276466562,23.9443281176992,0.736762481089259,0.0801815431164902,0.829046898638427
"574",606,"SAARIV0007-57096",67.6,28,4.4,NA,4,"SAARIV0007","2015-08-14","2015-08-17",23.2992055067546,50.1703964918548,25.1895046239249,0.438148443735036,0.34317637669593,0.88268156424581
"575",607,"SAARIV0007-58054",73.9,24.3,1.9,NA,4,"SAARIV0007","2016-02-04","2016-02-01",23.9406462935947,57.8624950233526,16.8846770674291,0.462889066241022,0.664804469273743,0.232242617717478
"576",608,"SAARIV0008-57097",43.3,45,11.7,0.1,0,"SAARIV0008","2015-08-14","2015-08-17",22.8441608739914,54.3235689006787,21.5362863517912,0.382160392798691,0.525368248772504,0.738134206219313
"577",609,"SAARIV0008-58056",45.1,42,12.9,0,0,"SAARIV0008","2016-02-02","2016-02-01",21.8002010459408,58.2362021949256,18.7346931065591,0.31505728314239,0.701309328968903,0.486088379705401
"578",610,"SAARIV0009-57089",33.4,40.9,25.6,0.1,0,"SAARIV0009","2015-08-14","2015-08-09",21.7676822396439,47.8705757871486,28.9735436555227,0.362282878411911,0.466501240694789,0.645988420181969
"579",611,"SAARIV0009-58055",37.9,35.4,26.6,0,0,"SAARIV0009","2016-02-03","2016-02-01",23.4633830862941,44.4614200543883,30.6220934452286,0.48221670802316,0.287841191066998,0.755996691480562
"580",613,"SAASTP0001-53719",23.9,34.6,41.6,NA,4,"SAASTP0001","2012-06-27","2012-06-24",8.12798198962939,59.5438779744419,30.8667291815465,0.800214822771214,0.631578947368421,0.24812030075188
"581",614,"SAASTP0002-53720",29.5,25.8,44.7,NA,4,"SAASTP0002","2012-06-28","2012-06-24",2.47890663159142,66.4231595684521,29.7977286764156,0.521645021645022,0.67965367965368,0.495670995670996
"582",615,"SAASTP0003-53721",16.5,13.2,70.3,NA,4,"SAASTP0003","2012-06-29","2012-06-24",1.11781361756718,58.8708920020224,38.9488058205457,0.766524520255863,0.673773987206823,0.277185501066098
"583",616,"SAASTP0004-53722",26.5,27.2,46.4,NA,4,"SAASTP0004","2012-07-01","2012-06-24",14.5786550910368,44.1192791165987,39.7697952202537,0.804301075268817,0.713978494623656,0.194623655913978
"584",617,"SAASTP0005-53723",37.6,41.6,20.8,NA,4,"SAASTP0005","2012-07-02","2012-06-24",27.8379734224939,46.3097255139619,24.1253863601305,0.926960257787325,0.756176154672395,0.0784103114930183
"585",618,"SAASTP0006-57066",63.4,20.8,15.8,NA,4,"SAASTP0006","2012-08-08","2012-08-11",46.3898370955366,39.0054090997602,12.8027874766175,0.93881223755249,0.105578884223155,0.0629874025194961
"586",619,"SAASTP0007-53724",30.1,52.4,17.5,NA,4,"SAASTP0007","2012-08-09","2012-08-11",15.3788206633385,62.5439883130192,20.6337564911837,0.858068315665489,0.806831566548881,0.139575971731449
"587",620,"SAASTP0008-53725",12,30.8,57.2,NA,4,"SAASTP0008","2012-08-10","2012-08-11",5.0117096783498,23.0492310578963,70.5229044433273,0.812135355892649,0.61610268378063,0.287047841306884
"588",621,"SAASTP0009-53726",50.6,21.5,27.9,NA,4,"SAASTP0009","2012-08-11","2012-08-04",39.3924555488933,38.1439131617706,20.7959150174695,0.929803688280785,0.248066627007733,0.0511600237953599
"589",622,"SAASTP0010-53727",12.3,14.1,73.6,NA,4,"SAASTP0010","2012-08-12","2012-08-11",0.482056723357634,34.9133699566411,63.4855658038192,0.517725258493353,0.741506646971935,0.287296898079764
"590",623,"SAASTP0011-53728",10.5,17.8,71.7,NA,4,"SAASTP0011","2012-08-13","2012-08-11",0.507912893467278,43.9814799142062,54.3853334487928,0.390433815350389,0.755283648498332,0.265850945494994
"591",624,"SAASTP0012-53729",20.5,21.4,58.1,NA,4,"SAASTP0012","2012-08-14","2012-08-27",0,48.6556416149997,50.6491375411578,0.141899441340782,0.859217877094972,0.319553072625698
"592",625,"SAASTP0013-53730",19.1,11.6,69.3,NA,4,"SAASTP0013","2012-08-15","2012-08-11",0.160660546883433,41.8246408776919,57.0637229643336,0.214365881032548,0.725028058361392,0.397306397306397
"593",626,"SAASTP0014-57067",5,5.9,89.1,NA,4,"SAASTP0014","2012-09-13","2012-09-05",1.60472438578033,32.8227111667965,64.3668982502433,0.397590361445783,0.874041621029573,0.258488499452355
"594",627,"SAASTP0015-53715",9,11,80,NA,4,"SAASTP0015","2012-09-12","2012-09-05",1.44298426032151,34.4183694530392,62.78362909879,0.453175457481163,0.893433799784715,0.188374596340151
"595",628,"SAASTP0016-53716",44.8,18.7,36.5,NA,4,"SAASTP0016","2012-09-14","2012-09-21",5.59964602871093,49.8537278905079,43.1297529035581,0.550499445061043,0.785793562708102,0.304106548279689
"596",629,"SAASTP0017-53717",49,25,25.9,NA,4,"SAASTP0017","2012-09-16","2012-09-21",9.71051844299659,50.6694346089148,38.3033006021972,0.427464008859358,0.580287929125138,0.624584717607973
"597",630,"SAASTP0018-53718",21.1,21,57.9,NA,4,"SAASTP0018","2012-09-16","2012-09-21",0.421211019711853,41.7987938660342,56.8180508652842,0.326185101580135,0.794582392776524,0.341986455981941
"598",631,"SAASTP0019-53731",17.1,12.9,70,NA,4,"SAASTP0019","2012-09-17","2012-09-21",0.186945435650727,42.8368422430306,56.0104610700221,0.30933633295838,0.911136107986502,0.156355455568054
"599",632,"SAASTP0020-53732",14.5,12.5,73.1,NA,4,"SAASTP0020","2012-09-18","2012-09-21",0.0915748338348819,31.1625023583181,67.9782861101645,0.1953125,0.809151785714286,0.255580357142857
"600",633,"SAASTP0021-53733",8.7,7.8,83.5,NA,4,"SAASTP0021","2012-09-18","2012-09-21",0.318046504578965,39.4936099504152,59.1087845590853,0.225770925110132,0.938325991189427,0.198237885462555
"601",634,"SAASTP0022-53735",30.6,29.6,39.8,NA,4,"SAASTP0022","2012-10-17","2012-10-14",0.241595677987424,65.8903722930503,32.9975265844904,0.297502714440825,0.917480998914224,0.231270358306189
"602",635,"SAASTP0023-53736",27.3,33.6,39.1,NA,4,"SAASTP0023","2012-10-18","2012-10-14",0.905029768992482,67.1885890579908,30.9029942193983,0.410537870472009,0.967069154774973,0.166849615806806
"603",636,"SAASTP0024-53737",6.1,24.6,69.3,NA,4,"SAASTP0024","2012-10-19","2012-10-14",0,52.0280656649774,47.2201177047856,0.192691029900332,0.806201550387597,0.349944629014396
"604",637,"SAASTP0025-53734",4.7,12.8,82.6,NA,4,"SAASTP0025","2012-10-19","2012-10-14",0.00955996487023406,51.2625167250898,47.8666877509281,0.184035476718404,0.689578713968958,0.46119733924612
"605",638,"SAASTP0026-53738",5.4,35,59.5,NA,4,"SAASTP0026","2012-10-20","2012-10-14",0.0318433501482986,51.6914868799853,47.3454596873644,0.110132158590308,0.922907488986784,0.254405286343612
