"","X","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter","pv_filter_percentile","npv_filter_percentile","bs_filter_percentile"
"606",639,"SAASTP0027-53739",6,23.4,70.6,NA,4,"SAASTP0027","2012-10-21","2012-10-14",0.155503474853297,50.8678760094319,47.9129933533887,0.229744728079911,0.917869034406215,0.237513873473918
"607",640,"SAASTP0028-53740",2.3,33.7,64,NA,4,"SAASTP0028","2012-10-28","2012-10-30",0.445879584811407,48.8457380467756,49.5593305688046,0.214442013129103,0.931072210065646,0.192560175054705
"608",641,"SAASTP0029-53741",10.5,5.7,83.8,NA,4,"SAASTP0029","2012-10-23","2012-10-23",0,41.4062703907129,58.0340463180457,0.224694104560623,0.662958843159066,0.448275862068966
"609",642,"SAASTP0030-56935",12.3,36.9,50.8,NA,4,"SAASTP0030","2013-08-19","2013-08-17",3.20642906285273,39.7221910356526,55.4627497974938,0.343137254901961,0.927015250544662,0.105664488017429
"610",643,"SAASTP0031-56938",11.7,32.9,55.4,NA,4,"SAASTP0031","2013-08-20","2013-08-17",2.16661691249894,41.842065573036,54.4178982795901,0.425462459194777,0.920565832426551,0.126224156692057
"611",644,"SAASTP0032-56939",6.6,53.1,40.3,NA,4,"SAASTP0032","2013-08-20","2013-08-17",1.16427287882379,48.1788326224787,49.3489374273743,0.495092693565976,0.913849509269357,0.159214830970556
"612",645,"SAASTP0033-58724",5.8,4.5,89.7,NA,4,"SAASTP0033","2019-05-23","2019-05-20",1.19388454682555,36.6338425935894,60.8584367129168,0.357808857808858,0.396270396270396,0.634032634032634
"613",646,"SAASTP0034-58751",20.6,8.4,70.8,0.2,0,"SAASTP0034","2019-05-24","2019-05-20",1.46386012457744,37.7216608741776,59.2840811983411,0.493039443155452,0.863109048723898,0.170533642691415
"614",647,"SASMDD0001-53710",52.7,33.1,14.3,0,0,"SASMDD0001","2012-09-21","2012-09-25",25.0213059605085,45.0873872741945,28.6285906762926,0.845539280958722,0.812250332889481,0.117177097203728
"615",648,"SASMDD0001-58760",19,25,55.8,0.1,0,"SASMDD0001","2019-05-02","2019-05-08",19.481932435701,25.7678470933288,53.3064232137049,0.537949400798935,0.209054593874834,0.74034620505992
"616",649,"SASMDD0002-53711",42.4,40.2,17.4,NA,4,"SASMDD0002","2012-09-23","2012-09-25",32.6051084323808,45.8350995590621,20.21654807633,0.800275482093664,0.403581267217631,0.21900826446281
"617",650,"SASMDD0003-57009",20.6,37.6,41.7,0.1,0,"SASMDD0003","2015-05-01","2015-05-05",23.9383644355175,28.8245120799615,45.7101936495728,0.535230352303523,0.0487804878048781,0.81029810298103
"618",651,"SASMDD0003-57065",NA,NA,NA,NA,3,"SASMDD0003","2012-09-23","2012-09-25",29.7110020010904,45.3451116994393,23.6500310834641,0.826558265582656,0.51219512195122,0.220867208672087
"619",652,"SASMDD0004-56997",16.1,53.5,30.3,0.1,0,"SASMDD0004","2015-04-23","2015-04-19",15.4299291612663,55.8780271317149,27.3223566187166,0.603641456582633,0.757703081232493,0.322128851540616
"620",653,"SASMDD0004-57013",18.7,62.7,17.8,0.8,0,"SASMDD0004","2013-01-22","2013-01-15",6.20223331410967,60.9506267725991,31.5105623338056,0.263305322128852,0.942577030812325,0.466386554621849
"621",654,"SASMDD0005-53712",36.2,58.2,5.5,NA,4,"SASMDD0005","2012-09-24","2012-09-25",19.2790136667771,61.1401667794264,18.4812213502793,0.643454038997215,0.926183844011142,0.154596100278552
"622",655,"SASMDD0005-57006",17.4,52,30.6,NA,4,"SASMDD0005","2015-04-29","2015-05-05",14.0604595504638,50.6918095790493,34.0048421574732,0.550139275766017,0.618384401114206,0.518105849582173
"623",656,"SASMDD0006-53713",32.1,32.8,13.1,22,0,"SASMDD0006","2012-09-25","2012-09-25",21.7680986549131,44.4875883716456,32.4391836857896,0.637268847795164,0.67425320056899,0.332859174964438
"624",657,"SASMDD0006-57007",22.1,47.8,30.1,0,0,"SASMDD0006","2015-04-29","2015-05-05",20.0207568787708,46.9782225243048,31.5691952173574,0.524893314366999,0.86628733997155,0.294452347083926
"625",658,"SASMDD0006-58759",27.2,32.6,40.1,0.1,0,"SASMDD0006","2019-05-01","2019-04-22",15.8243932151416,34.6329405888178,48.036980357097,0.250355618776671,0.0170697012802276,0.970128022759602
"626",659,"SASMDD0008-57638",39.1,51.2,9.7,0,0,"SASMDD0008","2015-04-26","2015-04-19",37.5114586136202,43.9750215986219,17.0944431342626,0.785611510791367,0.345323741007194,0.238848920863309
"627",660,"SASMDD0008-58757",30.7,46.6,20.2,2.4,0,"SASMDD0008","2019-04-30","2019-04-22",31.2133294616327,47.4083602145852,20.1308724449667,0.470503597122302,0.611510791366906,0.453237410071942
"628",661,"SASMDD0008-57062",NA,NA,NA,NA,3,"SASMDD0008","2012-03-08","2012-03-17",38.0617271018737,40.2331077442966,20.2515041058869,0.805755395683453,0.156834532374101,0.473381294964029
"629",662,"SASMDD0009-57008",25.3,40.3,34.3,0.1,0,"SASMDD0009","2015-04-30","2015-05-05",23.7600423312462,43.7912948764277,31.0230262513498,0.783967391304348,0.235054347826087,0.369565217391304
"630",663,"SASMDD0009-57063",NA,NA,NA,NA,3,"SASMDD0009","2012-03-06","2012-03-17",25.116036516142,50.5679765356889,23.1631436917325,0.8125,0.736413043478261,0.120923913043478
"631",665,"SASMDD0011-56998",24.3,58.6,17,0.1,0,"SASMDD0011","2015-04-24","2015-04-19",18.300029949408,59.2995823191168,21.070376411511,0.608163265306122,0.783673469387755,0.270748299319728
"632",666,"SASMDD0011-57068",25.6,61.1,13.3,0,0,"SASMDD0011","2012-12-16","2012-12-30",7.60759511188071,60.5355200834243,30.4656221814577,0.338775510204082,0.847619047619048,0.557823129251701
"633",667,"SASMDD0012-56974",34.1,56.5,9.4,NA,4,"SASMDD0012","2013-11-19","2013-10-30",30.2306449882748,48.7086580039645,19.8859638461706,0.310773480662983,0.551104972375691,0.708563535911602
"634",668,"SASMDD0012-58020",NA,NA,NA,NA,3,"SASMDD0012","2015-04-30","2015-05-05",39.2921996733858,40.3768989008867,18.9393983209744,0.832872928176796,0.111878453038674,0.632596685082873
"635",669,"SASMDD0013-56979",21.9,55.6,22.5,NA,4,"SASMDD0013","2013-11-18","2013-10-30",21.1209550253636,35.8311559441537,41.8511631557235,0.574022346368715,0.226256983240223,0.740223463687151
"636",670,"SASMDD0014-56980",19.2,41,39.8,NA,4,"SASMDD0014","2013-11-20","2013-10-30",16.4605226742292,44.39253464954,37.733467587722,0.638850889192886,0.465116279069767,0.430916552667579
"637",671,"SASMDD0016-57000",30.8,51.8,17.2,0.2,0,"SASMDD0016","2015-04-25","2015-04-19",25.5966636508313,48.8720485270274,24.1134386126936,0.431057563587684,0.821954484605087,0.345381526104418
"638",672,"SASMDD0017-56999",40.7,31.4,27.9,NA,4,"SASMDD0017","2015-04-24","2015-04-19",22.7621516819655,44.0263592979948,31.7289740356048,0.566166439290587,0.616643929058663,0.366984993178718
"639",673,"SASMDD0017-58021",46.3,26.7,26.9,NA,4,"SASMDD0017","2014-10-30","2014-11-02",19.1503044169424,41.9334829257367,37.3993251330657,0.264665757162347,0.372442019099591,0.70668485675307
"640",674,"SASMDD0018-57010",19.9,37.7,42.3,0.1,0,"SASMDD0018","2015-05-02","2015-05-05",21.5841467455846,39.2810642842113,37.6381575196143,0.580381471389646,0.456403269754768,0.512261580381471
"641",675,"SASRIV0001-57603",13.1,50.4,36.5,0,0,"SASRIV0001","2015-04-28","2015-05-05",15.3356195549552,47.9999257047292,35.3167725212207,0.658132530120482,0.662650602409639,0.29066265060241
"642",676,"SASRIV0001-58758",16,28.6,55.2,0.1,0,"SASRIV0001","2019-04-30","2019-04-22",2.45261566778558,52.2787310728409,44.1817671922095,0.150602409638554,0.778614457831325,0.560240963855422
"643",677,"SASRIV0002-57604",14,49.9,36.1,NA,4,"SASRIV0002","2015-04-28","2015-05-05",20.1580298114465,27.7669391391225,50.7690147961707,0.730290456431535,0.329183955739972,0.291839557399723
"644",678,"SATEYB0001-56940",40.4,46.1,13.5,NA,4,"SATEYB0001","2014-10-28","2014-10-24",37.0291005176399,46.349087754344,15.162358178455,0.49047619047619,0.485714285714286,0.595238095238095
"645",679,"SATEYB0001-58665",62.7,32.3,5,NA,4,"SATEYB0001","2018-09-25","2018-09-25",43.9804514371012,38.4467926294494,16.1872590773496,0.601587301587302,0.311111111111111,0.671428571428571
"646",680,"SATEYB0002-56991",37,54.3,8.7,0,0,"SATEYB0002","2014-10-30","2014-10-23",35.0766777082514,48.1392189337938,15.4526806526784,0.441348973607038,0.557184750733138,0.463343108504399
"647",681,"SATEYB0002-58662",49.1,40.6,8,2.3,0,"SATEYB0002","2018-09-12","2018-09-08",41.3691728903956,46.6033807941733,10.5291680914504,0.777126099706745,0.426686217008798,0.095307917888563
"648",682,"SATFLB0001-53698",45.1,38.8,16,NA,4,"SATFLB0001","2012-08-13","2012-09-16",33.4909502262393,40.9872399272493,24.4032572389734,0.212947189097104,0.0954003407155026,0.984667802385009
"649",683,"SATFLB0001-58672",56.1,35.6,8.2,NA,4,"SATFLB0001","2018-09-24","2018-09-25",36.963334729541,53.4601120452609,8.27811613117515,0.465076660988075,0.752981260647359,0.183986371379898
"650",684,"SATFLB0002-53703",70.2,21.5,8.3,NA,4,"SATFLB0002","2012-08-14","2012-07-30",51.8070037898978,40.7109861360082,6.16559327247386,0.646017699115044,0.43716814159292,0.500884955752212
"651",685,"SATFLB0002-58675",77.2,19.1,3.7,NA,4,"SATFLB0002","2018-09-25","2018-09-25",51.2643739129731,40.0662567566532,7.1565217548179,0.587610619469027,0.378761061946903,0.601769911504425
"652",686,"SATFLB0003-53704",79.7,18.8,1.5,0,0,"SATFLB0003","2012-08-15","2012-07-30",50.6440209619212,32.6482578128285,15.2891201342947,0.438532110091743,0.0477064220183486,0.946788990825688
"653",687,"SATFLB0003-58674",81.6,17.1,1.1,0.2,0,"SATFLB0003","2018-09-24","2018-09-25",54.8268176882317,39.3644256023629,4.41051286198384,0.860550458715596,0.405504587155963,0.21651376146789
"654",688,"SATFLB0004-53705",29.2,36.9,33.9,NA,4,"SATFLB0004","2012-09-18","2012-09-23",24.330356434068,36.1998527787947,37.87591562204,0.465025906735751,0.630829015544041,0.439119170984456
"655",689,"SATFLB0004-58658",37.2,37.5,25.2,NA,4,"SATFLB0004","2018-08-28","2018-09-08",26.4241828862533,35.3055092482284,36.5353818008562,0.602331606217617,0.537564766839378,0.36139896373057
"656",690,"SATFLB0005-53706",46.3,42,11.7,0,0,"SATFLB0005","2012-08-20","2012-08-06",41.0415539053248,50.2659507674912,7.63079052010826,0.820960698689956,0.427947598253275,0.049490538573508
"657",691,"SATFLB0005-58656",46.5,41.9,11.4,0.2,0,"SATFLB0005","2018-08-28","2018-09-08",29.372303650937,54.7669935843229,14.801677167,0.251819505094614,0.746724890829694,0.66957787481805
"658",692,"SATFLB0006-53708",42.3,28,29.7,0,0,"SATFLB0006","2012-08-21","2012-08-06",40.7798902851473,47.6488018001879,10.1410375658038,0.955405405405405,0.831081081081081,0.0202702702702703
"659",693,"SATFLB0006-58655",40.8,31.5,21.1,6.6,0,"SATFLB0006","2018-08-12","2018-08-15",33.1324128492452,45.0695312995794,20.2052354382641,0.772972972972973,0.595945945945946,0.162162162162162
"660",696,"SATFLB0008-53752",62.4,19.7,17.9,NA,4,"SATFLB0008","2012-08-23","2012-08-06",33.524340571704,41.9344526474495,23.2382046230309,0.700564971751412,0.0564971751412429,0.833333333333333
"661",697,"SATFLB0008-58670",61.9,24.4,13.8,NA,4,"SATFLB0008","2018-08-31","2018-09-08",27.2418007173384,53.3080964443114,18.3463512235931,0.497175141242938,0.454802259887006,0.617231638418079
"662",698,"SATFLB0009-53753",70.2,20.1,9.7,NA,4,"SATFLB0009","2012-08-24","2012-08-06",43.7996415349291,43.1160944318775,12.0746451690706,0.379856115107914,0.330935251798561,0.759712230215827
"663",699,"SATFLB0009-58659",76.6,21.3,2.1,NA,4,"SATFLB0009","2018-09-01","2018-09-08",43.9546645305094,45.8783785873501,8.88924903785452,0.394244604316547,0.58273381294964,0.519424460431655
"664",700,"SATFLB0010-53714",58.5,23.7,17.8,NA,4,"SATFLB0010","2012-08-25","2012-08-22",45.9070513593665,35.5878349720402,17.1113875804253,0.748180494905386,0.151382823871907,0.745269286754003
"665",701,"SATFLB0010-58673",54.4,33.5,12.2,NA,4,"SATFLB0010","2018-09-11","2018-09-08",42.3805032944289,42.357846384775,14.0731602762541,0.580786026200873,0.452692867540029,0.487627365356623
"666",702,"SATFLB0011-53754",61.6,25.9,12.5,NA,4,"SATFLB0011","2012-08-26","2012-08-22",52.9682416279579,24.0959920087382,21.8741463996146,0.652492668621701,0.00879765395894428,0.963343108504399
"667",703,"SATFLB0011-58671",74.1,20,5.9,NA,4,"SATFLB0011","2018-09-10","2018-09-08",52.480747818499,44.4026848657349,1.63013516609586,0.607038123167155,0.847507331378299,0.0894428152492669
"668",706,"SATFLB0013-53701",68.9,29.2,1.9,0,0,"SATFLB0013","2012-11-19","2012-11-19",45.3066910385728,46.9580498277023,6.46282936189961,0.184362934362934,0.871621621621622,0.432432432432432
"669",707,"SATFLB0013-58664",77.7,19.1,2.9,0.3,0,"SATFLB0013","2018-09-15","2018-09-16",48.9158572851224,42.2072804646271,7.40184474967646,0.383204633204633,0.627413127413127,0.567567567567568
"670",710,"SATFLB0015-53707",83.9,15.8,0.3,NA,4,"SATFLB0015","2012-11-22","2012-11-19",59.6224728831451,31.994648076377,6.77077983935467,0.327365728900256,0.634271099744246,0.601023017902813
"671",711,"SATFLB0015-58676",83.1,16.3,0.6,NA,4,"SATFLB0015","2018-10-04","2018-10-11",63.3455169701205,26.960807407243,7.85903967033881,0.664961636828645,0.232736572890026,0.685421994884911
"672",712,"SATFLB0016-53547",23,54.3,22.8,0,0,"SATFLB0016","2013-08-06","2013-08-02",20.8570228211805,41.285819914364,36.3325745947511,0.833439287984743,0.36808645899555,0.162110616656071
"673",713,"SATFLB0016-58651",27,51.9,21,0.1,0,"SATFLB0016","2018-08-08","2018-08-08",16.2826830097566,45.503531917258,36.8473576355931,0.595677050222505,0.72027972027972,0.194532739987285
"674",714,"SATFLB0017-53548",22,27.5,50.5,0,0,"SATFLB0017","2013-08-07","2013-08-09",11.4425647881513,43.0658458543456,44.0144059371935,0.706225680933852,0.35408560311284,0.366407263294423
"675",715,"SATFLB0017-58644",20.5,21.8,57.6,0.1,0,"SATFLB0017","2018-08-06","2018-08-07",5.63221088271016,49.5398695909875,43.2775589675799,0.380025940337224,0.96757457846952,0.324902723735409
"676",716,"SATFLB0018-53549",44.7,21.6,33.8,NA,4,"SATFLB0018","2013-08-08","2013-08-09",19.1314771915363,47.0129381454389,32.4806728874792,0.938186813186813,0.21978021978022,0.0728021978021978
"677",717,"SATFLB0018-58650",43.8,17.2,39,NA,4,"SATFLB0018","2018-08-08","2018-08-08",5.40419147415971,53.6300103920767,39.4764586806324,0.35989010989011,0.743131868131868,0.525412087912088
"678",718,"SATFLB0019-53550",36.7,18.3,45,NA,4,"SATFLB0019","2013-08-09","2013-08-09",13.7424747595006,46.7746649635125,38.2166605324443,0.581818181818182,0.654545454545455,0.273426573426573
"679",719,"SATFLB0019-58645",34.2,13.9,52,NA,4,"SATFLB0019","2018-08-07","2018-08-07",10.0109838561836,44.1224822648905,44.1373378942973,0.348251748251748,0.363636363636364,0.772727272727273
"680",720,"SATFLB0020-53551",25.9,42.3,31.8,NA,4,"SATFLB0020","2013-08-10","2013-08-09",21.9733873004262,48.7625459864611,27.904670459858,0.678736010533246,0.708360763660303,0.165240289664253
"681",721,"SATFLB0020-58648",32.6,34.8,32.7,NA,4,"SATFLB0020","2018-08-07","2018-08-07",23.464801452414,45.2106015759199,30.0361155871947,0.749177090190915,0.295589203423305,0.298222514812377
"682",722,"SATFLB0021-53552",44.3,36,19.7,0,0,"SATFLB0021","2013-08-14","2013-08-17",25.0063400455434,51.8111001908801,21.9054848818977,0.841046277665996,0.188464118041583,0.245472837022133
"683",723,"SATFLB0021-58641",42.6,34.6,22.8,0.1,0,"SATFLB0021","2018-08-09","2018-08-08",16.522958467658,56.6269203421,25.4569738688239,0.439302481556003,0.492957746478873,0.596244131455399
"684",724,"SATFLB0022-53553",39.4,38.1,22.5,NA,4,"SATFLB0022","2013-08-14","2013-08-17",24.4731781792831,51.4275094636175,22.6590938235343,0.654873164218959,0.437917222963952,0.277703604806409
"685",725,"SATFLB0022-58649",30.1,37.2,32.7,NA,4,"SATFLB0022","2018-08-09","2018-08-08",23.8977689493134,50.8805581415413,23.7974842494931,0.62283044058745,0.387182910547397,0.37716955941255
"686",726,"SATFLB0023-53554",13.7,48.3,38,NA,4,"SATFLB0023","2013-08-15","2013-08-17",14.2244206815582,45.1081002873239,39.0754658488374,0.840764331210191,0.748862602365787,0.133757961783439
"687",727,"SATFLB0023-58712",9.1,65.1,25.7,NA,4,"SATFLB0023","2018-08-11","2018-08-07",10.9089939987757,47.8893737841034,39.9143560258052,0.731574158325751,0.874431301182894,0.155595996360328
"688",728,"SATFLB0024-53555",23,15.2,61.7,0.1,0,"SATFLB0024","2013-08-16","2013-08-17",18.8782175770538,28.6833973817677,50.8025170134227,0.971631205673759,0.171394799054374,0.186761229314421
"689",729,"SATFLB0024-58713",15.8,32.9,51.3,0,0,"SATFLB0024","2018-08-11","2018-08-07",7.56009650281168,36.4211896544008,54.4498982821453,0.34160756501182,0.821513002364066,0.390070921985816
"690",730,"SATFLB0025-53556",29.8,27.1,43.1,NA,4,"SATFLB0025","2013-08-17","2013-08-17",21.5817886834495,37.0645205027116,39.7892598887121,0.879663056558363,0.0770156438026474,0.391095066185319
"691",731,"SATFLB0025-58714",29.4,24.1,46.5,NA,4,"SATFLB0025","2018-08-13","2018-08-15",16.8138983307689,40.4572073437338,41.193383706071,0.553549939831528,0.375451263537906,0.524669073405535
"692",732,"SATFLB0026-57001",77.7,17,5.2,0,0,"SATFLB0026","2014-10-29","2014-11-01",51.8817467362282,39.5252116304689,7.49615709367919,0.439461883408072,0.383408071748879,0.737668161434978
"693",733,"SATFLB0026-58678",86.8,9.7,3.4,0.1,0,"SATFLB0026","2018-11-09","2018-11-04",50.659702526568,43.6604169823919,4.27933057654356,0.278026905829596,0.782511210762332,0.410313901345291
"694",734,"SATFLB0027-56975",73.1,25.5,0.9,0.5,0,"SATFLB0027","2014-11-05","2014-10-24",52.9447325120621,43.438583861952,2.05476953387139,0.495201535508637,0.829174664107486,0.145873320537428
"695",735,"SATFLB0027-58669",75.5,21.3,3.1,0.1,0,"SATFLB0027","2018-11-02","2018-10-11",52.732392993995,40.5769158601915,5.34671675074072,0.46257197696737,0.637236084452975,0.408829174664108
"696",736,"SATFLB0028-56995",38.8,56.5,4.7,0,0,"SATFLB0028","2014-11-06","2014-11-09",24.0559754833277,64.5830290980733,10.0850381037505,0.421182266009852,0.679802955665025,0.411330049261084
"697",737,"SATFLB0028-58668",59.5,29,11.3,0.2,0,"SATFLB0028","2018-09-14","2018-09-16",49.2446647392781,35.6638208540632,13.7733475116194,0.77175697865353,0.142857142857143,0.711001642036125
"698",738,"SATKAN0001-53688",87.2,12,0.8,NA,4,"SATKAN0001","2012-08-21","2012-09-16",60.0238610415173,31.481674998038,7.13419369891217,0.339160839160839,0.615384615384615,0.608391608391608
"699",739,"SATKAN0001-58695",91.3,8.2,0.5,NA,4,"SATKAN0001","2018-11-20","2018-11-11",60.3529790840965,26.2091512255798,11.7885927645674,0.368881118881119,0.159090909090909,0.81993006993007
"700",740,"SATKAN0002-53689",82.7,16.8,0.5,NA,4,"SATKAN0002","2012-08-22","2012-10-02",60.4140779026017,34.3897505375422,3.67666121749659,0.571428571428571,0.765625,0.247767857142857
"701",741,"SATKAN0002-58679",89.2,10.8,0,NA,4,"SATKAN0002","2018-11-28","2018-12-06",58.8351210499921,33.4626619669715,5.90757309300129,0.433035714285714,0.658482142857143,0.46875
"702",742,"SATKAN0003-56996",71.9,27.3,0.8,NA,4,"SATKAN0003","2014-11-03","2014-10-24",55.755348930339,36.0252380124915,6.90861331710781,0.370143149284254,0.611451942740286,0.601226993865031
"703",743,"SATKAN0003-58701",83.2,16.4,0.4,NA,4,"SATKAN0003","2018-11-13","2018-10-27",56.4020919537582,36.6410397464381,5.30725901986729,0.404907975460123,0.656441717791411,0.439672801635992
"704",744,"SATKAN0004-56928",59.1,36.6,4.1,0.2,0,"SATKAN0004","2014-11-05","2014-11-01",43.6306243714003,47.7366816971305,7.33616655415026,0.504332755632582,0.512998266897747,0.511265164644714
"705",745,"SATKAN0004-58696",71.7,24.2,4.1,0.1,0,"SATKAN0004","2018-10-02","2018-09-25",45.4779851425307,45.6009044968969,7.66993970975681,0.566724436741768,0.424610051993068,0.552859618717504
"706",746,"SATSTP0001-53557",25.9,37.4,36.6,NA,4,"SATSTP0001","2013-08-10","2013-08-10",2.51681825936399,51.8140181037533,44.2000838092608,0.591849148418491,0.846715328467153,0.224452554744526
"707",747,"SATSTP0001-58652",10,53,37,NA,4,"SATSTP0001","2018-08-10","2018-08-08",1.43433383819013,43.3549577413592,53.6605013867015,0.354014598540146,0.63625304136253,0.473844282238443
"708",748,"SATSTP0002-53558",20.3,23.6,56.1,0,0,"SATSTP0002","2013-08-12","2013-08-10",10.7115440184155,22.1885721708599,65.3905856372632,0.77184841453983,0.460170146945089,0.384377416860015
"709",749,"SATSTP0002-58646",15.5,29.3,54.9,0.3,0,"SATSTP0002","2018-08-10","2018-08-08",7.95789408733562,26.3324897702877,63.9361276494308,0.446249033255994,0.745552977571539,0.31322505800464
"710",750,"SATSTP0003-53511",12.6,14.3,73.2,NA,4,"SATSTP0003","2013-08-15","2013-08-17",3.17131243369586,35.626663038869,59.58381851933,0.773173391494002,0.735005452562704,0.257360959651036
