"","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter"
"557","SAAKAN0004-58623",85,9.7,5.3,0,0,"SAAKAN0004",2018-10-22,2018-10-18,53.3633521954384,39.7737821570023,5.22207816426063
"558","SAAKAN0004-58877",26.4,35.6,37.8,0.1,0,"SAAKAN0004",2020-10-08,2020-09-13,21.9683524009497,38.6965652562034,38.0085658510679
"559","SAAKAN0005-58624",90.6,7.1,2,0.3,0,"SAAKAN0005",2018-10-23,2018-10-26,56.6237379185978,33.3637715364988,8.25863417296212
"560","SAAKAN0005-58891",16.7,15.4,51.7,16.1,0,"SAAKAN0005",2020-10-08,2020-09-13,15.5898987190168,45.8118366305513,37.2785608399922
"561","SAAKAN0006-58625",74.2,22.9,2.6,0.4,0,"SAAKAN0006",2018-10-24,2018-10-26,40.6831191116676,50.9085357704696,7.17165899019776
"562","SAAKAN0006-58900",8.1,7.8,63.9,20.2,0,"SAAKAN0006",2020-10-10,2020-09-13,7.68982182881368,40.0106159388322,50.7981930892886
"563","SAAKAN0007-58632",88.1,6.8,5,0,0,"SAAKAN0007",2018-10-25,2018-10-25,51.9874797606042,31.1674670564574,15.0719670069737
"564","SAAKAN0007-58878",35.1,22.6,42,0.3,0,"SAAKAN0007",2020-10-07,2020-09-28,22.9877292470137,31.0981116406767,44.2965595034414
"565","SAAKAN0008-58626",88.2,9.4,2.4,NA,4,"SAAKAN0008",2018-10-26,2018-10-26,45.61245300224,40.090589170885,12.9020087884233
"566","SAAKAN0008-58894",85.4,11.7,2.9,NA,4,"SAAKAN0008",2020-10-13,2020-11-16,48.5578312296506,38.306392395009,11.6172442753308
"567","SAAKAN0009-58634",86.8,7.7,5.4,0,0,"SAAKAN0009",2018-10-27,2018-10-26,47.5752730589587,38.5406324509108,12.6750386788268
"568","SAAKAN0009-58901",72.5,18.2,8.1,1.2,0,"SAAKAN0009",2020-10-13,2020-09-21,47.1312970498799,25.3339987247914,25.9197681106733
"569","SAAKAN0010-58627",75.8,18.8,4.6,0.8,0,"SAAKAN0010",2018-10-28,2018-10-26,48.4823783884535,40.9329318710521,9.19185036563679
"570","SAAKAN0010-58895",66.6,25.8,3.9,3.7,0,"SAAKAN0010",2020-10-14,2020-11-01,51.1414035159362,36.7016391069305,10.7886373160342
"573","SAAKAN0012-58629",86.6,9.7,3.7,0,0,"SAAKAN0012",2018-10-30,2018-11-11,45.0526123042697,38.9093414978496,14.599066282013
"574","SAAKAN0012-58896",81.9,13.9,3.8,0.5,0,"SAAKAN0012",2020-10-15,2020-11-01,46.3570583220191,26.9853972673884,25.5598797254217
"576","SAAMDD0007-53742",45.9,38,16,0,0,"SAAMDD0007",2011-06-16,2011-06-26,38.5289426569245,45.4507101051615,14.762812739374
"577","SAAMDD0007-58833",17.2,43.2,39.3,0.3,0,"SAAMDD0007",2020-07-08,2020-07-04,17.6431662661358,40.4444522866134,40.4652631578887
"578","SAAMDD0008-53743",46.4,39.5,14.1,0,0,"SAAMDD0008",2011-06-17,2011-06-26,49.3281509105128,45.2982086188145,4.25408565688769
"579","SAAMDD0008-58832",44.5,42.5,11.4,1.7,0,"SAAMDD0008",2020-07-07,2020-07-04,39.1252704135467,49.1220416885469,10.5449410184607
"580","SAAMDD0009-53744",46.2,30.4,23.4,0,0,"SAAMDD0009",2011-06-18,2011-06-26,42.7082540478944,41.971174002947,14.1745637618294
"581","SAAMDD0009-58830",26.4,41.7,31.6,0.3,0,"SAAMDD0009",2020-07-08,2020-07-04,22.9564177702916,43.3909843571043,32.2218149724931
"582","SAAMDD0010-53700",52.2,29.9,17.9,0,0,"SAAMDD0010",2011-06-20,2011-06-26,39.1713927558451,47.4923934269993,12.135701573966
"583","SAAMDD0010-58831",49.8,35,15,0.1,0,"SAAMDD0010",2020-07-09,2020-07-04,27.7648523074676,51.4020840056354,19.5693301932928
"584","SAAMDD0011-53745",34.8,56.3,8.9,0,0,"SAAMDD0011",2011-06-21,2011-06-26,39.4464137944618,49.1928949089431,10.2106713097332
"585","SAAMDD0011-58828",26.7,53.5,19.6,0.2,0,"SAAMDD0011",2020-07-09,2020-07-04,30.6610905767176,50.1535146479913,17.895146448323
"586","SAANUL0001-56948",21.3,68,10.4,0.3,0,"SAANUL0001",2014-09-09,2014-09-09,16.186330884365,53.7216128176778,28.6922932778438
"587","SAANUL0002-56949",29.3,53.8,16.3,0.6,0,"SAANUL0002",2014-09-11,2014-09-09,21.0558590789983,46.902450799967,30.6560182077938
"588","SAANUL0003-56950",35.4,49.3,15.2,NA,4,"SAANUL0003",2014-09-11,2014-09-08,12.5114383017139,53.6386833972489,32.4422979080885
"589","SAANUL0004-56951",28.1,42.4,29.5,NA,4,"SAANUL0004",2014-09-12,2014-09-16,12.3766397173499,53.9591508938178,32.3932042144783
"591","SAARIV0001-57090",71.4,27.7,0.9,NA,4,"SAARIV0001",2015-08-12,2015-08-09,54.498369871696,30.1757151853351,13.4600861067391
"592","SAARIV0001-58046",85.1,14.8,0.1,NA,4,"SAARIV0001",2016-02-02,2016-02-01,48.5950274878726,38.052920247961,11.6896102058287
"593","SAARIV0001-58971",66.8,31.7,1.5,NA,4,"SAARIV0001",2021-10-26,2021-10-28,41.0949991275382,41.4448680747475,15.9735731318854
"594","SAARIV0002-57091",75.4,21.9,2.6,0.1,0,"SAARIV0002",2015-08-13,2015-08-09,51.9956043955966,33.9429599296422,12.184121142014
"595","SAARIV0002-58047",77.1,22,0.9,0,0,"SAARIV0002",2016-02-01,2016-02-01,46.526718895133,39.9057980203431,11.9883408645001
"596","SAARIV0003-57092",49.5,42.1,8.3,0.1,0,"SAARIV0003",2015-08-13,2015-08-09,39.0168443269778,43.5428018111854,16.0384173875636
"597","SAARIV0003-57612",55.5,38.9,5.5,0,0,"SAARIV0003",2016-02-01,2016-02-01,36.3112913711621,48.5321438313936,13.8397807146393
"598","SAARIV0004-57093",59.2,39.6,1.2,NA,4,"SAARIV0004",2015-08-14,2015-08-09,36.6217187039585,47.1308969668032,14.8460032362285
"599","SAARIV0004-58051",70.7,26.2,3.1,NA,4,"SAARIV0004",2016-02-01,2016-02-01,34.1816663383405,47.573119653406,16.9311246240425
"600","SAARIV0004-58967",68.6,26.7,4.7,NA,4,"SAARIV0004",2021-10-27,2021-10-28,41.3921312119864,34.2858755974534,22.8633971134946
"601","SAARIV0005-57094",79.4,20.4,0.1,0.1,0,"SAARIV0005",2015-08-14,2015-08-09,49.8839114923428,38.4954252745012,10.0182945810321
"602","SAARIV0005-58052",80.9,18.6,0.6,0,0,"SAARIV0005",2016-02-03,2016-02-09,42.1913998782675,44.8748894559814,11.565470849946
"603","SAARIV0006-57095",71.3,27.9,0.7,0.1,0,"SAARIV0006",2015-08-14,2015-08-09,33.3700619025191,51.7445222172881,13.5334384473638
"604","SAARIV0006-58053",74.8,22,3.3,0,0,"SAARIV0006",2016-02-01,2016-02-01,31.72735443091,52.5774859815029,14.2464171535357
"605","SAARIV0006-59035",59.4,34.8,5.7,0.1,0,"SAARIV0006",2021-10-27,2021-10-28,37.9283915259091,36.844276466562,23.9443281176992
"606","SAARIV0007-57096",67.6,28,4.4,NA,4,"SAARIV0007",2015-08-14,2015-08-17,23.2992055067546,50.1703964918548,25.1895046239249
"607","SAARIV0007-58054",73.9,24.3,1.9,NA,4,"SAARIV0007",2016-02-04,2016-02-01,23.9406462935947,57.8624950233526,16.8846770674291
"608","SAARIV0008-57097",43.3,45,11.7,0.1,0,"SAARIV0008",2015-08-14,2015-08-17,22.8441608739914,54.3235689006787,21.5362863517912
"609","SAARIV0008-58056",45.1,42,12.9,0,0,"SAARIV0008",2016-02-02,2016-02-01,21.8002010459408,58.2362021949256,18.7346931065591
"610","SAARIV0009-57089",33.4,40.9,25.6,0.1,0,"SAARIV0009",2015-08-14,2015-08-09,21.7676822396439,47.8705757871486,28.9735436555227
"611","SAARIV0009-58055",37.9,35.4,26.6,0,0,"SAARIV0009",2016-02-03,2016-02-01,23.4633830862941,44.4614200543883,30.6220934452286
"613","SAASTP0001-53719",23.9,34.6,41.6,NA,4,"SAASTP0001",2012-06-27,2012-06-24,8.12798198962939,59.5438779744419,30.8667291815465
"614","SAASTP0002-53720",29.5,25.8,44.7,NA,4,"SAASTP0002",2012-06-28,2012-06-24,2.47890663159142,66.4231595684521,29.7977286764156
"615","SAASTP0003-53721",16.5,13.2,70.3,NA,4,"SAASTP0003",2012-06-29,2012-06-24,1.11781361756718,58.8708920020224,38.9488058205457
"616","SAASTP0004-53722",26.5,27.2,46.4,NA,4,"SAASTP0004",2012-07-01,2012-06-24,14.5786550910368,44.1192791165987,39.7697952202537
"617","SAASTP0005-53723",37.6,41.6,20.8,NA,4,"SAASTP0005",2012-07-02,2012-06-24,27.8379734224939,46.3097255139619,24.1253863601305
"618","SAASTP0006-57066",63.4,20.8,15.8,NA,4,"SAASTP0006",2012-08-08,2012-08-11,46.3898370955366,39.0054090997602,12.8027874766175
"619","SAASTP0007-53724",30.1,52.4,17.5,NA,4,"SAASTP0007",2012-08-09,2012-08-11,15.3788206633385,62.5439883130192,20.6337564911837
"620","SAASTP0008-53725",12,30.8,57.2,NA,4,"SAASTP0008",2012-08-10,2012-08-11,5.0117096783498,23.0492310578963,70.5229044433273
"621","SAASTP0009-53726",50.6,21.5,27.9,NA,4,"SAASTP0009",2012-08-11,2012-08-04,39.3924555488933,38.1439131617706,20.7959150174695
"622","SAASTP0010-53727",12.3,14.1,73.6,NA,4,"SAASTP0010",2012-08-12,2012-08-11,0.482056723357634,34.9133699566411,63.4855658038192
"623","SAASTP0011-53728",10.5,17.8,71.7,NA,4,"SAASTP0011",2012-08-13,2012-08-11,0.507912893467278,43.9814799142062,54.3853334487928
"624","SAASTP0012-53729",20.5,21.4,58.1,NA,4,"SAASTP0012",2012-08-14,2012-08-27,0,48.6556416149997,50.6491375411578
"625","SAASTP0013-53730",19.1,11.6,69.3,NA,4,"SAASTP0013",2012-08-15,2012-08-11,0.160660546883433,41.8246408776919,57.0637229643336
"626","SAASTP0014-57067",5,5.9,89.1,NA,4,"SAASTP0014",2012-09-13,2012-09-05,1.60472438578033,32.8227111667965,64.3668982502433
"627","SAASTP0015-53715",9,11,80,NA,4,"SAASTP0015",2012-09-12,2012-09-05,1.44298426032151,34.4183694530392,62.78362909879
"628","SAASTP0016-53716",44.8,18.7,36.5,NA,4,"SAASTP0016",2012-09-14,2012-09-21,5.59964602871093,49.8537278905079,43.1297529035581
"629","SAASTP0017-53717",49,25,25.9,NA,4,"SAASTP0017",2012-09-16,2012-09-21,9.71051844299659,50.6694346089148,38.3033006021972
"630","SAASTP0018-53718",21.1,21,57.9,NA,4,"SAASTP0018",2012-09-16,2012-09-21,0.421211019711853,41.7987938660342,56.8180508652842
"631","SAASTP0019-53731",17.1,12.9,70,NA,4,"SAASTP0019",2012-09-17,2012-09-21,0.186945435650727,42.8368422430306,56.0104610700221
"632","SAASTP0020-53732",14.5,12.5,73.1,NA,4,"SAASTP0020",2012-09-18,2012-09-21,0.0915748338348819,31.1625023583181,67.9782861101645
"633","SAASTP0021-53733",8.7,7.8,83.5,NA,4,"SAASTP0021",2012-09-18,2012-09-21,0.318046504578965,39.4936099504152,59.1087845590853
"634","SAASTP0022-53735",30.6,29.6,39.8,NA,4,"SAASTP0022",2012-10-17,2012-10-14,0.241595677987424,65.8903722930503,32.9975265844904
"635","SAASTP0023-53736",27.3,33.6,39.1,NA,4,"SAASTP0023",2012-10-18,2012-10-14,0.905029768992482,67.1885890579908,30.9029942193983
"636","SAASTP0024-53737",6.1,24.6,69.3,NA,4,"SAASTP0024",2012-10-19,2012-10-14,0,52.0280656649774,47.2201177047856
"637","SAASTP0025-53734",4.7,12.8,82.6,NA,4,"SAASTP0025",2012-10-19,2012-10-14,0.00955996487023406,51.2625167250898,47.8666877509281
"638","SAASTP0026-53738",5.4,35,59.5,NA,4,"SAASTP0026",2012-10-20,2012-10-14,0.0318433501482986,51.6914868799853,47.3454596873644
"639","SAASTP0027-53739",6,23.4,70.6,NA,4,"SAASTP0027",2012-10-21,2012-10-14,0.155503474853297,50.8678760094319,47.9129933533887
"640","SAASTP0028-53740",2.3,33.7,64,NA,4,"SAASTP0028",2012-10-28,2012-10-30,0.445879584811407,48.8457380467756,49.5593305688046
"641","SAASTP0029-53741",10.5,5.7,83.8,NA,4,"SAASTP0029",2012-10-23,2012-10-23,0,41.4062703907129,58.0340463180457
"642","SAASTP0030-56935",12.3,36.9,50.8,NA,4,"SAASTP0030",2013-08-19,2013-08-17,3.20642906285273,39.7221910356526,55.4627497974938
"643","SAASTP0031-56938",11.7,32.9,55.4,NA,4,"SAASTP0031",2013-08-20,2013-08-17,2.16661691249894,41.842065573036,54.4178982795901
"644","SAASTP0032-56939",6.6,53.1,40.3,NA,4,"SAASTP0032",2013-08-20,2013-08-17,1.16427287882379,48.1788326224787,49.3489374273743
"645","SAASTP0033-58724",5.8,4.5,89.7,NA,4,"SAASTP0033",2019-05-23,2019-05-20,1.19388454682555,36.6338425935894,60.8584367129168
"646","SAASTP0034-58751",20.6,8.4,70.8,0.2,0,"SAASTP0034",2019-05-24,2019-05-20,1.46386012457744,37.7216608741776,59.2840811983411
"647","SASMDD0001-53710",52.7,33.1,14.3,0,0,"SASMDD0001",2012-09-21,2012-09-25,25.0213059605085,45.0873872741945,28.6285906762926
"648","SASMDD0001-58760",19,25,55.8,0.1,0,"SASMDD0001",2019-05-02,2019-05-08,19.481932435701,25.7678470933288,53.3064232137049
"649","SASMDD0002-53711",42.4,40.2,17.4,NA,4,"SASMDD0002",2012-09-23,2012-09-25,32.6051084323808,45.8350995590621,20.21654807633
"650","SASMDD0003-57009",20.6,37.6,41.7,0.1,0,"SASMDD0003",2015-05-01,2015-05-05,23.9383644355175,28.8245120799615,45.7101936495728
"651","SASMDD0003-57065",NA,NA,NA,NA,3,"SASMDD0003",2012-09-23,2012-09-25,29.7110020010904,45.3451116994393,23.6500310834641
"652","SASMDD0004-56997",16.1,53.5,30.3,0.1,0,"SASMDD0004",2015-04-23,2015-04-19,15.4299291612663,55.8780271317149,27.3223566187166
"653","SASMDD0004-57013",18.7,62.7,17.8,0.8,0,"SASMDD0004",2013-01-22,2013-01-15,6.20223331410967,60.9506267725991,31.5105623338056
"654","SASMDD0005-53712",36.2,58.2,5.5,NA,4,"SASMDD0005",2012-09-24,2012-09-25,19.2790136667771,61.1401667794264,18.4812213502793
"655","SASMDD0005-57006",17.4,52,30.6,NA,4,"SASMDD0005",2015-04-29,2015-05-05,14.0604595504638,50.6918095790493,34.0048421574732
"656","SASMDD0006-53713",32.1,32.8,13.1,22,0,"SASMDD0006",2012-09-25,2012-09-25,21.7680986549131,44.4875883716456,32.4391836857896
"657","SASMDD0006-57007",22.1,47.8,30.1,0,0,"SASMDD0006",2015-04-29,2015-05-05,20.0207568787708,46.9782225243048,31.5691952173574
"658","SASMDD0006-58759",27.2,32.6,40.1,0.1,0,"SASMDD0006",2019-05-01,2019-04-22,15.8243932151416,34.6329405888178,48.036980357097
"659","SASMDD0008-57638",39.1,51.2,9.7,0,0,"SASMDD0008",2015-04-26,2015-04-19,37.5114586136202,43.9750215986219,17.0944431342626
"660","SASMDD0008-58757",30.7,46.6,20.2,2.4,0,"SASMDD0008",2019-04-30,2019-04-22,31.2133294616327,47.4083602145852,20.1308724449667
"661","SASMDD0008-57062",NA,NA,NA,NA,3,"SASMDD0008",2012-03-08,2012-03-17,38.0617271018737,40.2331077442966,20.2515041058869
"662","SASMDD0009-57008",25.3,40.3,34.3,0.1,0,"SASMDD0009",2015-04-30,2015-05-05,23.7600423312462,43.7912948764277,31.0230262513498
"663","SASMDD0009-57063",NA,NA,NA,NA,3,"SASMDD0009",2012-03-06,2012-03-17,25.116036516142,50.5679765356889,23.1631436917325
"665","SASMDD0011-56998",24.3,58.6,17,0.1,0,"SASMDD0011",2015-04-24,2015-04-19,18.300029949408,59.2995823191168,21.070376411511
"666","SASMDD0011-57068",25.6,61.1,13.3,0,0,"SASMDD0011",2012-12-16,2012-12-30,7.60759511188071,60.5355200834243,30.4656221814577
"667","SASMDD0012-56974",34.1,56.5,9.4,NA,4,"SASMDD0012",2013-11-19,2013-10-30,30.2306449882748,48.7086580039645,19.8859638461706
"668","SASMDD0012-58020",NA,NA,NA,NA,3,"SASMDD0012",2015-04-30,2015-05-05,39.2921996733858,40.3768989008867,18.9393983209744
"669","SASMDD0013-56979",21.9,55.6,22.5,NA,4,"SASMDD0013",2013-11-18,2013-10-30,21.1209550253636,35.8311559441537,41.8511631557235
"670","SASMDD0014-56980",19.2,41,39.8,NA,4,"SASMDD0014",2013-11-20,2013-10-30,16.4605226742292,44.39253464954,37.733467587722
"671","SASMDD0016-57000",30.8,51.8,17.2,0.2,0,"SASMDD0016",2015-04-25,2015-04-19,25.5966636508313,48.8720485270274,24.1134386126936
"672","SASMDD0017-56999",40.7,31.4,27.9,NA,4,"SASMDD0017",2015-04-24,2015-04-19,22.7621516819655,44.0263592979948,31.7289740356048
"673","SASMDD0017-58021",46.3,26.7,26.9,NA,4,"SASMDD0017",2014-10-30,2014-11-02,19.1503044169424,41.9334829257367,37.3993251330657
"674","SASMDD0018-57010",19.9,37.7,42.3,0.1,0,"SASMDD0018",2015-05-02,2015-05-05,21.5841467455846,39.2810642842113,37.6381575196143
"675","SASRIV0001-57603",13.1,50.4,36.5,0,0,"SASRIV0001",2015-04-28,2015-05-05,15.3356195549552,47.9999257047292,35.3167725212207
"676","SASRIV0001-58758",16,28.6,55.2,0.1,0,"SASRIV0001",2019-04-30,2019-04-22,2.45261566778558,52.2787310728409,44.1817671922095
"677","SASRIV0002-57604",14,49.9,36.1,NA,4,"SASRIV0002",2015-04-28,2015-05-05,20.1580298114465,27.7669391391225,50.7690147961707
"678","SATEYB0001-56940",40.4,46.1,13.5,NA,4,"SATEYB0001",2014-10-28,2014-10-24,37.0291005176399,46.349087754344,15.162358178455
"679","SATEYB0001-58665",62.7,32.3,5,NA,4,"SATEYB0001",2018-09-25,2018-09-25,43.9804514371012,38.4467926294494,16.1872590773496
"680","SATEYB0002-56991",37,54.3,8.7,0,0,"SATEYB0002",2014-10-30,2014-10-23,35.0766777082514,48.1392189337938,15.4526806526784
"681","SATEYB0002-58662",49.1,40.6,8,2.3,0,"SATEYB0002",2018-09-12,2018-09-08,41.3691728903956,46.6033807941733,10.5291680914504
"682","SATFLB0001-53698",45.1,38.8,16,NA,4,"SATFLB0001",2012-08-13,2012-09-16,33.4909502262393,40.9872399272493,24.4032572389734
"683","SATFLB0001-58672",56.1,35.6,8.2,NA,4,"SATFLB0001",2018-09-24,2018-09-25,36.963334729541,53.4601120452609,8.27811613117515
"684","SATFLB0002-53703",70.2,21.5,8.3,NA,4,"SATFLB0002",2012-08-14,2012-07-30,51.8070037898978,40.7109861360082,6.16559327247386
"685","SATFLB0002-58675",77.2,19.1,3.7,NA,4,"SATFLB0002",2018-09-25,2018-09-25,51.2643739129731,40.0662567566532,7.1565217548179
"686","SATFLB0003-53704",79.7,18.8,1.5,0,0,"SATFLB0003",2012-08-15,2012-07-30,50.6440209619212,32.6482578128285,15.2891201342947
"687","SATFLB0003-58674",81.6,17.1,1.1,0.2,0,"SATFLB0003",2018-09-24,2018-09-25,54.8268176882317,39.3644256023629,4.41051286198384
"688","SATFLB0004-53705",29.2,36.9,33.9,NA,4,"SATFLB0004",2012-09-18,2012-09-23,24.330356434068,36.1998527787947,37.87591562204
"689","SATFLB0004-58658",37.2,37.5,25.2,NA,4,"SATFLB0004",2018-08-28,2018-09-08,26.4241828862533,35.3055092482284,36.5353818008562
"690","SATFLB0005-53706",46.3,42,11.7,0,0,"SATFLB0005",2012-08-20,2012-08-06,41.0415539053248,50.2659507674912,7.63079052010826
"691","SATFLB0005-58656",46.5,41.9,11.4,0.2,0,"SATFLB0005",2018-08-28,2018-09-08,29.372303650937,54.7669935843229,14.801677167
"692","SATFLB0006-53708",42.3,28,29.7,0,0,"SATFLB0006",2012-08-21,2012-08-06,40.7798902851473,47.6488018001879,10.1410375658038
"693","SATFLB0006-58655",40.8,31.5,21.1,6.6,0,"SATFLB0006",2018-08-12,2018-08-15,33.1324128492452,45.0695312995794,20.2052354382641
"696","SATFLB0008-53752",62.4,19.7,17.9,NA,4,"SATFLB0008",2012-08-23,2012-08-06,33.524340571704,41.9344526474495,23.2382046230309
"697","SATFLB0008-58670",61.9,24.4,13.8,NA,4,"SATFLB0008",2018-08-31,2018-09-08,27.2418007173384,53.3080964443114,18.3463512235931
"698","SATFLB0009-53753",70.2,20.1,9.7,NA,4,"SATFLB0009",2012-08-24,2012-08-06,43.7996415349291,43.1160944318775,12.0746451690706
"699","SATFLB0009-58659",76.6,21.3,2.1,NA,4,"SATFLB0009",2018-09-01,2018-09-08,43.9546645305094,45.8783785873501,8.88924903785452
"700","SATFLB0010-53714",58.5,23.7,17.8,NA,4,"SATFLB0010",2012-08-25,2012-08-22,45.9070513593665,35.5878349720402,17.1113875804253
"701","SATFLB0010-58673",54.4,33.5,12.2,NA,4,"SATFLB0010",2018-09-11,2018-09-08,42.3805032944289,42.357846384775,14.0731602762541
"702","SATFLB0011-53754",61.6,25.9,12.5,NA,4,"SATFLB0011",2012-08-26,2012-08-22,52.9682416279579,24.0959920087382,21.8741463996146
"703","SATFLB0011-58671",74.1,20,5.9,NA,4,"SATFLB0011",2018-09-10,2018-09-08,52.480747818499,44.4026848657349,1.63013516609586
"706","SATFLB0013-53701",68.9,29.2,1.9,0,0,"SATFLB0013",2012-11-19,2012-11-19,45.3066910385728,46.9580498277023,6.46282936189961
"707","SATFLB0013-58664",77.7,19.1,2.9,0.3,0,"SATFLB0013",2018-09-15,2018-09-16,48.9158572851224,42.2072804646271,7.40184474967646
"710","SATFLB0015-53707",83.9,15.8,0.3,NA,4,"SATFLB0015",2012-11-22,2012-11-19,59.6224728831451,31.994648076377,6.77077983935467
"711","SATFLB0015-58676",83.1,16.3,0.6,NA,4,"SATFLB0015",2018-10-04,2018-10-11,63.3455169701205,26.960807407243,7.85903967033881
"712","SATFLB0016-53547",23,54.3,22.8,0,0,"SATFLB0016",2013-08-06,2013-08-02,20.8570228211805,41.285819914364,36.3325745947511
"713","SATFLB0016-58651",27,51.9,21,0.1,0,"SATFLB0016",2018-08-08,2018-08-08,16.2826830097566,45.503531917258,36.8473576355931
"714","SATFLB0017-53548",22,27.5,50.5,0,0,"SATFLB0017",2013-08-07,2013-08-09,11.4425647881513,43.0658458543456,44.0144059371935
"715","SATFLB0017-58644",20.5,21.8,57.6,0.1,0,"SATFLB0017",2018-08-06,2018-08-07,5.63221088271016,49.5398695909875,43.2775589675799
"716","SATFLB0018-53549",44.7,21.6,33.8,NA,4,"SATFLB0018",2013-08-08,2013-08-09,19.1314771915363,47.0129381454389,32.4806728874792
"717","SATFLB0018-58650",43.8,17.2,39,NA,4,"SATFLB0018",2018-08-08,2018-08-08,5.40419147415971,53.6300103920767,39.4764586806324
"718","SATFLB0019-53550",36.7,18.3,45,NA,4,"SATFLB0019",2013-08-09,2013-08-09,13.7424747595006,46.7746649635125,38.2166605324443
"719","SATFLB0019-58645",34.2,13.9,52,NA,4,"SATFLB0019",2018-08-07,2018-08-07,10.0109838561836,44.1224822648905,44.1373378942973
"720","SATFLB0020-53551",25.9,42.3,31.8,NA,4,"SATFLB0020",2013-08-10,2013-08-09,21.9733873004262,48.7625459864611,27.904670459858
"721","SATFLB0020-58648",32.6,34.8,32.7,NA,4,"SATFLB0020",2018-08-07,2018-08-07,23.464801452414,45.2106015759199,30.0361155871947
"722","SATFLB0021-53552",44.3,36,19.7,0,0,"SATFLB0021",2013-08-14,2013-08-17,25.0063400455434,51.8111001908801,21.9054848818977
"723","SATFLB0021-58641",42.6,34.6,22.8,0.1,0,"SATFLB0021",2018-08-09,2018-08-08,16.522958467658,56.6269203421,25.4569738688239
"724","SATFLB0022-53553",39.4,38.1,22.5,NA,4,"SATFLB0022",2013-08-14,2013-08-17,24.4731781792831,51.4275094636175,22.6590938235343
"725","SATFLB0022-58649",30.1,37.2,32.7,NA,4,"SATFLB0022",2018-08-09,2018-08-08,23.8977689493134,50.8805581415413,23.7974842494931
"726","SATFLB0023-53554",13.7,48.3,38,NA,4,"SATFLB0023",2013-08-15,2013-08-17,14.2244206815582,45.1081002873239,39.0754658488374
"727","SATFLB0023-58712",9.1,65.1,25.7,NA,4,"SATFLB0023",2018-08-11,2018-08-07,10.9089939987757,47.8893737841034,39.9143560258052
"728","SATFLB0024-53555",23,15.2,61.7,0.1,0,"SATFLB0024",2013-08-16,2013-08-17,18.8782175770538,28.6833973817677,50.8025170134227
"729","SATFLB0024-58713",15.8,32.9,51.3,0,0,"SATFLB0024",2018-08-11,2018-08-07,7.56009650281168,36.4211896544008,54.4498982821453
"730","SATFLB0025-53556",29.8,27.1,43.1,NA,4,"SATFLB0025",2013-08-17,2013-08-17,21.5817886834495,37.0645205027116,39.7892598887121
"731","SATFLB0025-58714",29.4,24.1,46.5,NA,4,"SATFLB0025",2018-08-13,2018-08-15,16.8138983307689,40.4572073437338,41.193383706071
"732","SATFLB0026-57001",77.7,17,5.2,0,0,"SATFLB0026",2014-10-29,2014-11-01,51.8817467362282,39.5252116304689,7.49615709367919
"733","SATFLB0026-58678",86.8,9.7,3.4,0.1,0,"SATFLB0026",2018-11-09,2018-11-04,50.659702526568,43.6604169823919,4.27933057654356
"734","SATFLB0027-56975",73.1,25.5,0.9,0.5,0,"SATFLB0027",2014-11-05,2014-10-24,52.9447325120621,43.438583861952,2.05476953387139
"735","SATFLB0027-58669",75.5,21.3,3.1,0.1,0,"SATFLB0027",2018-11-02,2018-10-11,52.732392993995,40.5769158601915,5.34671675074072
"736","SATFLB0028-56995",38.8,56.5,4.7,0,0,"SATFLB0028",2014-11-06,2014-11-09,24.0559754833277,64.5830290980733,10.0850381037505
"737","SATFLB0028-58668",59.5,29,11.3,0.2,0,"SATFLB0028",2018-09-14,2018-09-16,49.2446647392781,35.6638208540632,13.7733475116194
"738","SATKAN0001-53688",87.2,12,0.8,NA,4,"SATKAN0001",2012-08-21,2012-09-16,60.0238610415173,31.481674998038,7.13419369891217
"739","SATKAN0001-58695",91.3,8.2,0.5,NA,4,"SATKAN0001",2018-11-20,2018-11-11,60.3529790840965,26.2091512255798,11.7885927645674
"740","SATKAN0002-53689",82.7,16.8,0.5,NA,4,"SATKAN0002",2012-08-22,2012-10-02,60.4140779026017,34.3897505375422,3.67666121749659
"741","SATKAN0002-58679",89.2,10.8,0,NA,4,"SATKAN0002",2018-11-28,2018-12-06,58.8351210499921,33.4626619669715,5.90757309300129
"742","SATKAN0003-56996",71.9,27.3,0.8,NA,4,"SATKAN0003",2014-11-03,2014-10-24,55.755348930339,36.0252380124915,6.90861331710781
"743","SATKAN0003-58701",83.2,16.4,0.4,NA,4,"SATKAN0003",2018-11-13,2018-10-27,56.4020919537582,36.6410397464381,5.30725901986729
"744","SATKAN0004-56928",59.1,36.6,4.1,0.2,0,"SATKAN0004",2014-11-05,2014-11-01,43.6306243714003,47.7366816971305,7.33616655415026
"745","SATKAN0004-58696",71.7,24.2,4.1,0.1,0,"SATKAN0004",2018-10-02,2018-09-25,45.4779851425307,45.6009044968969,7.66993970975681
"746","SATSTP0001-53557",25.9,37.4,36.6,NA,4,"SATSTP0001",2013-08-10,2013-08-10,2.51681825936399,51.8140181037533,44.2000838092608
"747","SATSTP0001-58652",10,53,37,NA,4,"SATSTP0001",2018-08-10,2018-08-08,1.43433383819013,43.3549577413592,53.6605013867015
"748","SATSTP0002-53558",20.3,23.6,56.1,0,0,"SATSTP0002",2013-08-12,2013-08-10,10.7115440184155,22.1885721708599,65.3905856372632
