"","soil.subsites.site_unique","soil.subsites.site_location_name","soil.subsites.site_location_visit_id","soil.subsites.subsite_id","soil.subsites.zone","soil.subsites.easting","soil.subsites.northing","soil.subsites.ten_to_twenty_barcode","soil.subsites.zero_to_ten_barcode","soil.subsites.twenty_to_thirty_barcode","soil.subsites.comments","soil.subsites.metagenomic_barcode"
"7777","SAAKAN0005-58624","SAAKAN0005",58624,"8",53,670172,6035479,"SAA000997","SAA000996","Not collected","cryptogam and moss","AUG008340"
"7778","SAAKAN0005-58624","SAAKAN0005",58624,"7",53,NA,NA,"SAA000995","SAA000994","Not collected","leaf litter","AUG008339"
"7779","SAAKAN0006-58625","SAAKAN0006",58625,"1",53,671212,6025508,"SAA001012","SAA001011","SAA001013","leaf litter cryptogam with Eucalypt canopy","AUG008351"
"7780","SAAKAN0005-58624","SAAKAN0005",58624,"9",53,NA,NA,"SAA000999","SAA000998","SAA001000","leaf litter","AUG008341"
"7781","SAAKAN0006-58625","SAAKAN0006",58625,"2",53,671211,6025506,"SAA001015","SAA001014","SAA001016","leaf litter cryptogam and roo scat","AUG008352"
"7782","SAAKAN0006-58625","SAAKAN0006",58625,"3",53,671209,6025502,"SAA001018","SAA001017","SAA001019","mostly bare with cryptogam and some leaf litter","AUG008353"
"7783","SAAKAN0006-58625","SAAKAN0006",58625,"4",53,671211,6025501,"SAA001021","SAA001020","SAA001022","leaf litter with Banksia ornata canopy.","AUG008354"
"7784","SAAKAN0006-58625","SAAKAN0006",58625,"5",53,671217,6025508,"SAA001024","SAA001023","SAA001025","litter beside dead Allocasuarina","AUG008355"
"7785","SAAKAN0006-58625","SAAKAN0006",58625,"6",53,671206,6025421,"SAA001027","SAA001026","SAA001028","cryptogam litter gravel and scat","AUG008356"
"7786","SAAKAN0006-58625","SAAKAN0006",58625,"8",53,671160,6025453,"Not collected","SAA001032","Not collected","mostly bare, cryptogam, some gravel","AUG008358"
"7787","SAAKAN0006-58625","SAAKAN0006",58625,"9",53,671120,6025504,"SAA001034","SAA001033","SAA001035","bare with litter and scat","AUG008359"
"7788","SAAKAN0008-58626","SAAKAN0008",58626,"1",53,730241,6023654,"SAA001080","SAA001079","SAA001081","Sandy substrate beneath Allocasuarina","AUG008369"
"7789","SAAKAN0008-58626","SAAKAN0008",58626,"2",53,730247,6023654,"SAA001083","SAA001082","SAA001084","Sandy substrate beneath Eucalypt","AUG008370"
"7790","SAAKAN0008-58626","SAAKAN0008",58626,"3",53,730249,6023811,"SAA001086","SAA001085","SAA001087","Sandy substrate beneath Eucalypt","AUG008371"
"7791","SAAKAN0008-58626","SAAKAN0008",58626,"4",53,730251,6023655,"SAA001089","SAA001088","SAA001090","sandy substrate with some cryptogam","AUG008372"
"7792","SAAKAN0008-58626","SAAKAN0008",58626,"5",53,730253,6023654,"SAA001092","SAA001091","SAA001093","cryptogam","AUG008373"
"7793","SAAKAN0008-58626","SAAKAN0008",58626,"6",53,730254,6023749,"SAA001095","SAA001094","SAA001096","in heath","AUG008374"
"7794","SAAKAN0008-58626","SAAKAN0008",58626,"7",53,730338,6023743,"SAA001098","SAA001097","SAA001099","bare sand on kangaroo track","AUG008375"
"7795","SAAKAN0008-58626","SAAKAN0008",58626,"8",53,730298,6023698,"SAA001101","SAA001100","SAA001102","base of Allocasuarina","AUG008376"
"7796","SAAKAN0008-58626","SAAKAN0008",58626,"9",53,730336,6023648,"SAA001104","SAA001103","Not collected","cryptogam on sandy substrate","AUG008377"
"7797","SAABHC0006-58798","SAABHC0006",58798,"1",54,469760,6470086,"SAA051327","SAA051326","SAA051328","bare, gravel","AUG012466"
"7798","SAABHC0006-58798","SAABHC0006",58798,"2",54,469762,6470092,"SAA051330","SAA051329","SAA051331","leaf litter ,gravel,crytogam","AUG012467"
"7799","SAABHC0006-58798","SAABHC0006",58798,"3",54,469775,6470108,"SAA051333","SAA051332","SAA051334","gravel, bare","AUG012468"
"7800","SAABHC0006-58798","SAABHC0006",58798,"4",54,469774,6470102,"SAA051336","SAA051335","SAA051337","bare, gravel","AUG012469"
"7801","SAABHC0006-58798","SAABHC0006",58798,"5",54,469773,6470090,"SAA051339","SAA051338","SAA051340","litter,  gravel, roo scat","AUG012470"
"7802","SAABHC0006-58798","SAABHC0006",58798,"6",54,469771,6470147,"SAA051342","SAA051341","SAA051343","bare, gravel","AUG012471"
"7803","SAABHC0006-58798","SAABHC0006",58798,"7",54,469828,6470165,"SAA051345","SAA051344","SAA051346","bare, gravel","AUG012472"
"7804","SAABHC0006-58798","SAABHC0006",58798,"8",54,469839,6470102,"SAA051348","SAA051347","SAA051349","litter, gravel, scat","AUG012473"
"7805","SAABHC0006-58798","SAABHC0006",58798,"9",54,469823,6470139,"SAA051351","SAA051350","SAA051352","bare, gravel, cryptogam","AUG012474"
"7806","SAAKAN0010-58627","SAAKAN0010",58627,"1",53,762559,6029682,"SAA001144","SAA001143","SAA001145","sandy substrate with some mossy cryptogam","AUG008378"
"7807","SAAKAN0005-58624","SAAKAN0005",58624,"1",53,670122,6035433,"SAA000978","SAA000977","SAA000979","gravel, leaf litter, cryptogam","AUG008333"
"7808","SAAKAN0004-58623","SAAKAN0004",58623,"1",53,678476,6045060,"SAA000946","SAA000945","SAA000947","Rocky substrate","AUG008324"
"7809","SAAKAN0012-58629","SAAKAN0012",58629,"1",53,769997,6024750,"Not collected","SAA001198","Not collected","bare with litter, scat and stones","AUG008396"
"7810","SAAKAN0012-58629","SAAKAN0012",58629,"2",53,769991,6024759,"Not collected","SAA001199","Not collected","leaf litter, cryptogam","AUG008397"
"7811","SAAKAN0012-58629","SAAKAN0012",58629,"3",53,769994,6024748,"Not collected","SAA001200","Not collected","gravel, cryptogam","AUG008398"
"7812","SAAKAN0012-58629","SAAKAN0012",58629,"4",53,769989,6024750,"Not collected","SAA001201","Not collected","coarse woody debris, cryptogam, gravel","AUG008399"
"7813","SAAKAN0012-58629","SAAKAN0012",58629,"5",53,769990,6024751,"SAA001203","SAA001202","Not collected","leaf litter, woody debris,","AUG008400"
"7814","SAAKAN0012-58629","SAAKAN0012",58629,"6",53,769900,6024745,"SAA001205","SAA001204","Not collected","bare ground along wallaby track","AUG008401"
"7815","SAAKAN0012-58629","SAAKAN0012",58629,"7",53,769905,6024842,"Not collected","SAA001206","Not collected","leaf litter","AUG008402"
"7816","SAAKAN0012-58629","SAAKAN0012",58629,"8",53,769984,6024798,"Not collected","Not collected","Not collected","no meta or soil collected,too rocky","Not collected"
"7817","SAAKAN0012-58629","SAAKAN0012",58629,"9",53,769996,6024842,"Not collected","Not collected","Not collected","bare Rocky wallaby track","AUG008404"
"7818","SAAKAN0011-58628","SAAKAN0011",58628,"1",54,234417,6036097,"SAA001178","SAA001177","Not collected","litter, Eucalyptus sp. Canopy","AUG008387"
"7819","SAAKAN0011-58628","SAAKAN0011",58628,"2",54,234418,6036098,"SAA001180","SAA001179","Not collected","litter, Eucalyptus sp. Canopy","AUG008388"
"7820","SAAKAN0011-58628","SAAKAN0011",58628,"3",54,234419,6036102,"SAA001182","SAA001181","Not collected","litter, Eucalyptus sp. Canopy and Kangaroo scats","AUG008389"
"7821","SAAKAN0011-58628","SAAKAN0011",58628,"4",54,234422,6036100,"SAA001184","SAA001183","Not collected","litter, Eucalyptus sp. Canopy","AUG008390"
"7822","SAAKAN0011-58628","SAAKAN0011",58628,"5",54,234420,6036100,"Not collected","SAA001185","Not collected","litter, Eucalyptus sp. Canopy and Kangaroo scats","AUG008391"
"7823","SAAKAN0011-58628","SAAKAN0011",58628,"6",54,234422,6036194,"SAA001187","SAA001186","Not collected","bare, leaf litter, cryptogam","AUG008392"
"7824","SAAKAN0011-58628","SAAKAN0011",58628,"7",54,234508,6036188,"SAA001189","SAA001188","Not collected","Bare ground","AUG008393"
"7825","SAAKAN0011-58628","SAAKAN0011",58628,"8",54,234463,6036146,"SAA001191","SAA001190","Not collected","Cryptogam beneath Eucalyptus sp. canopy and Kangaroo scats","AUG008394"
"7826","SAAKAN0011-58628","SAAKAN0011",58628,"9",54,234504,6036102,"SAA001193","SAA001192","Not collected","some litter, on wallaby track, Eucalyptus sp. And Acacia paradoxa above.","AUG008395"
"7827","SAAKAN0010-58627","SAAKAN0010",58627,"5",53,762564,6029683,"SAA001155","SAA001154","SAA001156","sandy substrate","AUG008382"
"7828","SAAKAN0006-58625","SAAKAN0006",58625,"7",53,671117,6025416,"SAA001030","SAA001029","SAA001031","leaf litter with Banksia ornata canopy and some Kangaroo scats.","AUG008357"
"7829","SAAEYB0005-58851","SAAEYB0005",58851,"1",53,683951,6112610,"not collected","not collected","not collected","moss, litter. Meta only.","AUG013712"
"7830","SAAEYB0005-58851","SAAEYB0005",58851,"2",53,683946,6112606,"not collected","SAA 051558","not collected","moss, litter, 0-10 only","AUG013713"
"7831","SAAEYB0005-58851","SAAEYB0005",58851,"3",53,683942,6112604,"not collected","SAA 051559","not collected","Bare, litter, moss 0-10 only","AUG013714"
"7832","WAAGES0001-58802","WAAGES0001",58802,"1",50,255941,6953112,"not collected","not collected","not collected","Leaf litter and animal scats beneath Banksia.sp.","AUG008937"
"7833","WAAGES0001-58802","WAAGES0001",58802,"2",50,255943,6953114,"not collected","not collected","not collected","Leaf litter beneath shrub and sedge.","AUG008938"
"7834","WAAGES0001-58802","WAAGES0001",58802,"3",50,255944,6953116,"not collected","not collected","not collected","Bare with animal scats","AUG008939"
"7835","WAAGES0001-58802","WAAGES0001",58802,"4",50,255947,6953116,"not collected","not collected","not collected","Leaf litter","AUG008940"
"7836","WAAGES0001-58802","WAAGES0001",58802,"5",50,255949,6953115,"not collected","not collected","not collected","Leaf litter beneath Melaleuca canopy","AUG008941"
"7837","WAAGES0001-58802","WAAGES0001",58802,"6",50,255940,6953213,"not collected","not collected","not collected","Leaf litter beneath shrub and sedge.","AUG008942"
"7838","WAAGES0001-58802","WAAGES0001",58802,"7",50,256036,6953212,"not collected","not collected","not collected","Leaf litter beneath shrub and sedge.","AUG008943"
"7839","WAAGES0001-58802","WAAGES0001",58802,"8",50,256030,6953112,"not collected","not collected","not collected","Leaf litter and animal scats beneath Banksia.sp.","AUG008944"
"7840","WAAGES0001-58802","WAAGES0001",58802,"9",50,255996,6953167,"not collected","not collected","not collected","Bare ground","AUG008945"
"7841","SAAKAN0010-58627","SAAKAN0010",58627,"4",53,762563,6029682,"SAA001152","SAA001151","SAA001153","sandy substrate with some moss","AUG008381"
"7842","SAAKAN0010-58627","SAAKAN0010",58627,"6",53,762560,6029768,"SAA001158","SAA001157","SAA001159","bare sand and some cryptogam","AUG008383"
"7843","SAAKAN0010-58627","SAAKAN0010",58627,"7",53,762654,6029762,"SAA001161","SAA001160","SAA001162","cryptogam","AUG008384"
"7844","SAAKAN0010-58627","SAAKAN0010",58627,"8",53,762611,6029721,"SAA001164","SAA001163","SAA001165","cryptogam","AUG008385"
"7845","SAAKAN0010-58627","SAAKAN0010",58627,"9",53,762645,6029677,"Not collected","SAA001166","Not collected","cryptogam","AUG008386"
"7846","SAAEYB0005-58851","SAAEYB0005",58851,"4",53,683940,6112603,"SAA 051561","SAA 051560","not collected","Moss, litter 10-20 only","AUG013715"
"7847","SAAEYB0005-58851","SAAEYB0005",58851,"5",53,683941,6112609,"SAA 051563","SAA 051562","not collected","litter 10-20 only","AUG013716"
"7848","SAAEYB0005-58851","SAAEYB0005",58851,"6",53,683953,6112515,"not collected","SAA 051564","not collected","moss, outcrop, scat 0-10 only","AUG013717"
"7849","QDADEU0002-58962","QDADEU0002",58962,"6",55,409014,7727885,"QDA058005","QDA058004","QDA058006","SW corner","AUG014191"
"7850","QDADEU0002-58962","QDADEU0002",58962,"9",55,409110,7727977,"QDA058014","QDA058013","QDA058015","NE corner","AUG014194"
"7851","SAAEYB0035-59157","SAAEYB0035",59157,"1",53,236569,236569,"SAA055883","SAA055882","SAA055884","Sandy. litter, Mallee canopy","AUG015311"
"7852","SAAEYB0035-59157","SAAEYB0035",59157,"2",53,236557,236557,"SAA055886","SAA055885","SAA055887","Sand, litter, Disphyma, Mallee canopy","AUG015312"
"7853","SAAEYB0035-59157","SAAEYB0035",59157,"3",53,236544,236544,"SAA055889","SAA055888","SAA055890","Sand, litter, Disphyma","AUG015313"
"7854","SAAEYB0035-59157","SAAEYB0035",59157,"4",53,236537,236537,"SAA055892","SAA055891","SAA055893","Sand. litter, frankenia","AUG015314"
"7855","SAAEYB0035-59157","SAAEYB0035",59157,"5",53,236550,236550,"SAA055895","SAA055894","SAA055896","Sand. litter. Melaleuca canopy","AUG015315"
"7856","SAAEYB0035-59157","SAAEYB0035",59157,"6",53,236567,236567,"SAA055898","SAA055897","SAA055899","sand. litter.","AUG015316"
"7857","SAAEYB0035-59157","SAAEYB0035",59157,"7",53,236485,236485,"SAA055901","SAA055900","SAA055902","litter. Disphyma, Mallee canopy","AUG015317"
"7858","SAAEYB0035-59157","SAAEYB0035",59157,"8",53,236490,236490,"SAA055904","SAA055903","SAA055905","Litter, sand, Mallee canopy","AUG015318"
"7859","SAAEYB0035-59157","SAAEYB0035",59157,"9",53,236519,236519,"SAA055907","SAA055906","SAA055908","sand, moss, atriplex","AUG015319"
"7860","NTAPCK0003-58923","NTAPCK0003",58923,"1",53,266991,8603429,"NTA055054","NTA055053","NTA055055","leaf litter under tetradonta","AUG014339"
"7861","NTAPCK0003-58923","NTAPCK0003",58923,"2",53,266991,8603418,"NTA055057","NTA055056","NTA055058","leaf litter under in tall grass","AUG014340"
"7862","NTAPCK0003-58923","NTAPCK0003",58923,"3",53,266978,8603419,"NTA055060","NTA055059","NTA055061","leaf litter under tall grass","AUG014341"
"7863","NTAPCK0003-58923","NTAPCK0003",58923,"4",53,266980,8603419,"NTA055063","NTA055062","NTA055064","leaf litter tall grass and log","AUG014342"
"7864","NTAPCK0003-58923","NTAPCK0003",58923,"5",53,266978,8603423,"NTA055066","NTA055065","NTA055067","leaf litter grass","AUG014343"
"7865","NTAPCK0003-58923","NTAPCK0003",58923,"6",53,266980,8603335,"NTA055069","NTA055068","NTA055070","leaf litter under cochlospermum","AUG014344"
"7866","NTAPCK0003-58923","NTAPCK0003",58923,"7",53,266889,8603329,"NTA055072","NTA055071","NTA055073","leaf litter","AUG014345"
"7867","NTAPCK0003-58923","NTAPCK0003",58923,"8",53,266884,8603418,"NTA055075","NTA055074","NTA055076","leaf litter","AUG014346"
"7868","NTAPCK0003-58923","NTAPCK0003",58923,"9",53,266928,8603381,"NTA055078","NTA055077","NTA055079","under E.miniata","AUG014347"
"7869","NSABHC0029-58028","NSABHC0029",58028,"9",54,563873,6563413,"AUG011494","AUG011493","AUG011495","Young Eucalypt trees","AUG011371"
"7870","NTAGFU0002-53649","NTAGFU0002",53649,"7",53,716168,7907041,"not collected","NTA050649","not collected","Bare ground","NTA  050105"
"7871","SASMDD0005-53712","SASMDD0005",53712,"9",54,474748,6240675,"SAS  050230","SAS  050229","SAS  050231","Cryptogam surface","SAS  050598"
"7872","QDAEIU0003-59149","QDAEIU0003",59149,"1",55,832999,7850753,"QDA058349","QDA058348","QDA058355","litter, tussock","AUG015410"
"7873","QDAEIU0003-59149","QDAEIU0003",59149,"2",55,832972,7850762,"QDA058351","QDA058350","QDA058352","spotted gum, themeda, arundinella, melinis","AUG015411"
"7874","QDAEIU0003-59149","QDAEIU0003",59149,"3",55,832969,7850771,"QDA058354","QDA058353","Not collected","Themeda, Stylosanthes, Melinis, stopped at 20cm due to rock.","AUG015412"
"7875","QDAEIU0003-59149","QDAEIU0003",59149,"4",55,832973,7850789,"QDA058357","QDA058356","QDA058358","Heteropogon triticeus, Themeda triandra, stopped at 25cm due to rock","AUG015413"
"7876","QDAEIU0003-59149","QDAEIU0003",59149,"5",55,832966,7850800,"QDA058360","QDA058359","QDA058361","under hakea, liverwort, grasses","AUG015414"
"7877","QDAEIU0003-59149","QDAEIU0003",59149,"6",55,832983,7850818,"QDA058363","QDA058362","Not collected","Heteropogon contortus, Sorgum plumosum, Melinis, under Ironbark. Stopped at 20cm due to rock","AUG015415"
"7878","QDAEIU0003-59149","QDAEIU0003",59149,"7",55,832983,7850818,"QDA058365","QDA058364","Not collected","litter, grasses  under ironbarks. Stopped at 20cm due to rock.","AUG015416"
"7879","QDAEIU0003-59149","QDAEIU0003",59149,"8",55,833004,7850850,"Not collected","QDA058366","Not collected","cryptogam, grasses. Stopped at 8cm due to rock outcrop","AUG015417"
"7880","QDAEIU0003-59149","QDAEIU0003",59149,"9",55,833004,7850824,"QDA058368","QDA058367","Not collected","litter, under hakea, grasses. Stopped at 20cm due to rock.","AUG015418"
"7881","QDAGUP0029-59025","QDAGUP0029",59025,"1",54,729991,8136111,"QDA058410","QDA058409","QDA058411","under melaleuca viridiflora. Subsite typical of pit.","AUG015428"
"7882","QDAGUP0029-59025","QDAGUP0029",59025,"2",54,729997,8136107,"QDA058413","QDA058412","QDA058414","open. Subsite typical of pit.","AUG015429"
"7883","QDAGUP0029-59025","QDAGUP0029",59025,"3",54,730019,8136102,"QDA058416","QDA058415","QDA058417","under acacia sp? Subsite typical of pit.","AUG015430"
"7884","QDAGUP0029-59025","QDAGUP0029",59025,"4",54,730020,8136117,"QDA058419","QDA058418","QDA058420","Eriachne and other tussock grasses. Subsite typical of pit.","AUG015431"
"7885","QDAGUP0029-59025","QDAGUP0029",59025,"5",54,730002,8136115,"QDA058422","QDA058421","QDA058423","Cryptogam, sedges. Subsite typical of pit.","AUG015432"
"7886","QDAGUP0029-59025","QDAGUP0029",59025,"6",54,729995,8136188,"QDA058425","QDA058424","QDA058426","sedge, forbs, cryptogam. Subsite typical of pit.","AUG015433"
"7887","QDAGUP0029-59025","QDAGUP0029",59025,"7",54,730077,8136183,"QDA058428","QDA058427","QDA058429","Tall Eriachne,  glycine, litter. Subsite typical of pit.","AUG015434"
"7888","QDAGUP0029-59025","QDAGUP0029",59025,"8",54,730076,8136101,"QDA058431","QDA058430","QDA058432","under astromerdis?, tussock grasses, litter, bare. Subsite not typical of pit, but typical of the pit for QDAGUP0030.","AUG015435"
"7889","QDAGUP0029-59025","QDAGUP0029",59025,"9",54,730040,8136142,"QDA058434","QDA058433","QDA058435","surface crust, bare, tussock. Subsite typical of pit.","AUG015436"
"7890","SAAEYB0036-59158","SAAEYB0036",59158,"1",53,251931,6457288,"SAA055915","SAA055914","SAA055916","Cryptogam crust, tecticornia, animal tracks","AUG015320"
"7891","SAAEYB0036-59158","SAAEYB0036",59158,"2",53,251944,6457283,"SAA055918","SAA055917","SAA055919","sand. Shell, tecticornia","AUG015321"
"7892","SAAEYB0036-59158","SAAEYB0036",59158,"3",53,251951,6457278,"SAA055921","SAA055920","SAA055922","Cryptogam, tecticornia","AUG015322"
"7893","SAAEYB0036-59158","SAAEYB0036",59158,"4",53,251945,6457276,"SAA055924","SAA055923","SAA055925","bare, tecticornia, frankenia","AUG015323"
"7894","SAAEYB0036-59158","SAAEYB0036",59158,"5",53,251937,6457277,"SAA055927","SAA055926","SAA055928","Cryptogam crust","AUG015324"
"7895","SAAEYB0036-59158","SAAEYB0036",59158,"6",53,251935,6457198,"SAA055930","SAA055929","SAA055931","Cryptogam crust, tecticornia, shell","AUG015325"
"7896","SAAEYB0036-59158","SAAEYB0036",59158,"7",53,252020,6457203,"SAA055933","SAA055932","SAA055934","cryptogam crust, tecticornia","AUG015326"
"7897","SAAEYB0036-59158","SAAEYB0036",59158,"8",53,252027,6457292,"SAA055936","SAA055935","SAA055937","cryptogam crust, litter. tecticornia","AUG015327"
"7898","SAAEYB0036-59158","SAAEYB0036",59158,"9",53,251983,6457244,"SAA055939","SAA055938","SAA055940","bare, shell","AUG015328"
"7899","NTAPCK0001-58037","NTAPCK0001",58037,"2",53,263054,8597731,"NTA054372","NTA054371","not collected","base of Corymbia","AUG007333"
"7900","NSABHC0029-58028","NSABHC0029",58028,"5",54,563893,6563337,"AUG011482","AUG011481","AUG011483","Beneath mature Eucalypt trees","AUG011367"
"7901","SATFLB0009-53753","SATFLB0009",53753,"8",53,779551,6421335,"not collected","SAT005268","not collected","30% cryptogam cover","SAT005097"
"7902","WAAGVD0007-59050","WAAGVD0007",59050,"1",51,633755,6634533,"WAA056078","WAA056077","WAA056079","dead tree, some litter","AUG015518"
"7903","WAAGVD0007-59050","WAAGVD0007",59050,"2",51,633764,6634535,"WAA056081","WAA056080","WAA056082","large malee, dense litter","AUG015519"
"7904","WAAGVD0007-59050","WAAGVD0007",59050,"3",51,633762,6634542,"WAA056084","WAA056083","WAA056085","bare, ant nest","AUG015520"
"7905","WAAGVD0007-59050","WAAGVD0007",59050,"4",51,633763,6634544,"WAA056087","WAA056086","WAA056088","trioda ring some litter","AUG015521"
"7906","WAAGVD0012-59063","WAAGVD0012",59063,"1",51,655558,6688164,"WAA056249","WAA056248","WAA056250","Open, bare","AUG015563"
"7907","WAAGVD0012-59063","WAAGVD0012",59063,"2",51,655559,6688159,"WAA056252","WAA056251","WAA056253","Litter, charcoal","AUG015564"
"7908","WAAGVD0012-59063","WAAGVD0012",59063,"3",51,655564,6688157,"WAA056255","WAA056254","WAA056256","Bare, ash","AUG015565"
"7909","WAAGVD0012-59063","WAAGVD0012",59063,"4",51,655557,6688148,"WAA056258","WAA056257","WAA056259","Under Acacia ligulata, litter","AUG015566"
"7910","WAAGVD0012-59063","WAAGVD0012",59063,"5",51,655560,6688155,"WAA056261","WAA056260","WAA056262","litter, under Ghost gum","AUG015567"
"7911","WAAGVD0012-59063","WAAGVD0012",59063,"6",51,655557,6688070,"WAA056264","WAA056263","WAA056265","dune crest under grevillea","AUG015568"
"7912","WAAGVD0012-59063","WAAGVD0012",59063,"7",51,655634,6688063,"WAA056267","WAA056266","WAA056268","dune crest - ash and flowering westringia","AUG015569"
"7913","WAAGVD0012-59063","WAAGVD0012",59063,"8",51,655647,6688155,"WAA056270","WAA056269","WAA056271","bare, some charcoal","AUG015570"
"7914","WAAGVD0012-59063","WAAGVD0012",59063,"9",51,655602,6688112,"WAA056273","WAA056272","WAA056274","dense ash and litter","AUG015571"
"7915","NSABHC0028-58027","NSABHC0028",58027,"1",54,568439,6562872,"AUG011429","AUG011428","AUG011430","Top of slope in open area","AUG011354"
"7916","WAAGVD0007-59050","WAAGVD0007",59050,"5",51,633756,6634546,"WAA056090","WAA056089","WAA056091","dense mallee litter some dead grass","AUG015522"
"7917","WAAGVD0007-59050","WAAGVD0007",59050,"6",51,633760,6634624,"WAA056093","WAA056092","WAA056094","mallee litter","AUG015523"
"7918","WAAGVD0007-59050","WAAGVD0007",59050,"7",51,633840,6634618,"WAA056096","WAA056095","WAA056097","Bare patch amongst leaf litter and between two triodia","AUG015524"
"7919","WAAGVD0007-59050","WAAGVD0007",59050,"8",51,633834,6634549,"WAA056099","WAA056098","WAA056100","Amongst dead tree limbs","AUG015525"
"7920","WAAGVD0007-59050","WAAGVD0007",59050,"9",51,633808,6634576,"WAA056102","WAA056101","WAA056103","In leaf litter under grey acacia","AUG015526"
"7921","WAAGVD0008-59044","WAAGVD0008",59044,"1",51,633916,6646910,"WAA056113","WAA056112","WAA056114","Amongst some leaf litter under mallee tree","AUG015527"
"7922","WAAGVD0008-59044","WAAGVD0008",59044,"2",51,633920,6646922,"WAA056116","WAA056115","WAA056117","Bare ground, some ant activity nearby","AUG015528"
"7923","WAAGVD0008-59044","WAAGVD0008",59044,"3",51,633920,6646920,"WAA056119","WAA056118","WAA056120","In leaf and bark litter under mallee tree. Near triodia and grey acacia shrub. Ant mound on edge of site","AUG015529"
"7924","WAAGVD0008-59044","WAAGVD0008",59044,"4",51,633918,6646926,"WAA056122","WAA056121","WAA056123","Bare ground. Ant mounds on edges of sites","AUG015530"
"7925","WAAGVD0008-59044","WAAGVD0008",59044,"5",51,633927,6646933,"WAA056125","WAA056124","WAA056126","Bare ground, some ant activity. Between three mallee saplings.","AUG015531"
"7926","WAAGVD0008-59044","WAAGVD0008",59044,"6",51,633924,6647006,"WAA056128","WAA056127","WAA056129","under grevillea some litter","AUG015532"
"7927","WAAGVD0008-59044","WAAGVD0008",59044,"7",51,633998,6646996,"WAA056131","WAA056130","WAA056132","between daviesia, parasite activity","AUG015533"
"7928","WAAGVD0008-59044","WAAGVD0008",59044,"8",51,634011,6646911,"WAA056134","WAA056133","WAA056135","Bare ground crusted appearing surface","AUG015534"
"7929","WAAGVD0008-59044","WAAGVD0008",59044,"9",51,633959,6646958,"WAA056137","WAA056136","WAA056138","Bare, sandy, amongst triodia","AUG015535"
"7930","WAAGVD0009-59051","WAAGVD0009",59051,"1",51,635284,6651179,"WAA056147","WAA056146","WAA056148","Bare ground near burnt stump, ant nests and triodia","AUG015536"
"7931","WAAGVD0009-59051","WAAGVD0009",59051,"2",51,635288,6651176,"WAA056150","WAA056149","WAA056151","Bare ground, crusted surface","AUG015537"
"7932","WAAGVD0009-59051","WAAGVD0009",59051,"3",51,635286,6651178,"WAA056153","WAA056152","WAA056154","Bare ground under acacia shrub, some leaf litter","AUG015538"
"7933","WAAGVD0009-59051","WAAGVD0009",59051,"4",51,635281,6651186,"WAA056156","WAA056155","WAA056157","Bare ground near shrub","AUG015539"
"7934","WAAGVD0009-59051","WAAGVD0009",59051,"5",51,635288,6651187,"WAA056159","WAA056158","WAA056160","Amongst dead branches under dead shrub","AUG015540"
"7935","WAAGVD0009-59051","WAAGVD0009",59051,"6",51,635288,6651116,"WAA056162","WAA056161","WAA056163","Amongst ghost gum leaf litter and gum nuts","AUG015541"
"7936","WAAGVD0009-59051","WAAGVD0009",59051,"7",51,635199,6651102,"WAA056165","WAA056164","WAA056166","In some leaf between callitris, triodia and shrub","AUG015542"
"7937","WAAGVD0009-59051","WAAGVD0009",59051,"8",51,635196,6651188,"Not collected","WAA056167","Not collected","Bare ground, some leaf litter, calcrete appearing rocks on surface.
couldn't go beyond 10cm-hit calcrete rock","AUG015543"
"7938","WAAGVD0009-59051","WAAGVD0009",59051,"9",51,635229,6651151,"WAA056169","WAA056168","WAA056170","acacia ligulata and ghost gum litter","AUG015544"
"7939","WAAGVD0010-59066","WAAGVD0010",59066,"1",51,654884,6685770,"WAA056181","WAA056180","WAA056182","Bare ground","AUG015545"
"7940","WAAGVD0010-59066","WAAGVD0010",59066,"2",51,654883,6685778,"WAA056184","WAA056183","WAA056185","On small mound, some burnt leaf litter","AUG015546"
"7941","WAAGVD0010-59066","WAAGVD0010",59066,"3",51,654869,6685773,"WAA056187","WAA056186","WAA056188","Bare ground","AUG015547"
"7942","WAAGVD0010-59066","WAAGVD0010",59066,"4",51,654868,6685780,"WAA056190","WAA056189","WAA056191","Under fallen dead burnt callitris","AUG015548"
"7943","WAAGVD0010-59066","WAAGVD0010",59066,"5",51,654863,6685772,"WAA056193","WAA056192","WAA056194","Bare ground crusted surface","AUG015549"
"7944","WAAGVD0010-59066","WAAGVD0010",59066,"6",51,654795,6685777,"WAA056196","WAA056195","WAA056197","Bare ground between two flowering shrubs","AUG015550"
"7945","WAAGVD0010-59066","WAAGVD0010",59066,"7",51,654798,6685858,"WAA056199","WAA056198","WAA056200","Bare ground under fuzzy passion shrub","AUG015551"
"7946","WAAGVD0010-59066","WAAGVD0010",59066,"8",51,654878,6685851,"WAA056202","WAA056201","Not collected","under ghost gum bark litter","AUG015552"
"7947","WAAGVD0010-59066","WAAGVD0010",59066,"9",51,654840,6685818,"WAA056204","WAA056203","Not collected","Bare surface crust, potential ant activity","AUG015553"
"7948","WAAGVD0011-59062","WAAGVD0011",59062,"1",51,655045,6685435,"WAA056214","WAA056213","WAA056215","Bare ground, some charcoal","AUG015554"
"7949","WAAGVD0011-59062","WAAGVD0011",59062,"2",51,655039,6685440,"WAA056217","WAA056216","WAA056218","Bare ground surrounded by dead branches","AUG015555"
