"","soil.bulk.site_unique","soil.bulk.site_location_name","soil.bulk.site_location_visit_id","soil.bulk.sample_id","soil.bulk.paper_bag_weight","soil.bulk.oven_dried_weight_in_bag","soil.bulk.ring_weight","soil.bulk.gravel_weight","soil.bulk.ring_volume","soil.bulk.gravel_volume","soil.bulk.fine_earth_weight_in_bag","soil.bulk.fine_earth_weight","soil.bulk.fine_earth_volume","soil.bulk.fine_earth_bulk_density","soil.bulk.gravel_bulk_density"
"536","SAASTP0011-53728","SAASTP0011",53728,"0.00 - 0.10",4.6,284.48,NA,25.12,209.35,11.5,4.73,259.36,197.85,1.31,2.18
"537","SAASTP0011-53728","SAASTP0011",53728,"0.10 - 0.20",4.59,246.94,NA,0,209.35,0,4.52,246.94,209.35,1.18,NA
"538","SAASTP0011-53728","SAASTP0011",53728,"0.20 - 0.30",4.58,290.34,NA,40.32,209.35,16.5,4.53,250.02,192.854,1.3,2.44
"539","SAASTP0012-53729","SAASTP0012",53729,"0.00 - 0.10",4.6,325.32,NA,9.88,209.35,3.5,4.92,315.44,205.85,1.53,2.82
"540","SAASTP0012-53729","SAASTP0012",53729,"0.10 - 0.20",4.58,359.57,NA,19.63,209.35,3,4.43,333.94,206.35,1.62,6.54
"541","SAASTP0012-53729","SAASTP0012",53729,"0.20 - 0.30",4.61,367,NA,0,209.35,0,4.42,367,209.35,1.75,0
"542","SAASTP0013-53730","SAASTP0013",53730,"0.00 - 0.10",4.6,324.62,NA,6.27,209.35,3,1,318.35,206.35,1.54,2.09
"543","SAASTP0013-53730","SAASTP0013",53730,"0.10 - 0.20",4.59,305.99,NA,1.23,209.35,1,1,304.76,208.35,1.46,1.23
"544","SAASTP0013-53730","SAASTP0013",53730,"0.20 - 0.30",4.63,360.94,NA,1.85,209.354,1,1,359.09,208.35,1.72,1.85
"545","SAASTP0019-53731","SAASTP0019",53731,"0.00 - 0.10",NA,NA,NA,47.62,209.35,18.5,1,287.42,190.85,1.51,NA
"546","SAASTP0019-53731","SAASTP0019",53731,"0.10 - 0.20",NA,NA,NA,30.06,209.35,12,1,328.89,197.35,1.67,NA
"547","SAASTP0019-53731","SAASTP0019",53731,"0.20 - 0.30",NA,NA,NA,0,209.35,0,1,349.61,209.35,1.67,NA
"548","SAASTP0020-53732","SAASTP0020",53732,"0.00 - 0.10",NA,NA,NA,1.95,209.354,1.5,1,350.18,207.854,1.68,1.3
"549","SAASTP0020-53732","SAASTP0020",53732,"0.10 - 0.20",NA,NA,NA,1.26,209.354,1,1,359.37,208.354,1.72,1.26
"550","SAASTP0020-53732","SAASTP0020",53732,"0.20 - 0.30",NA,NA,NA,0,209.354,0,1,360.52,209.354,1.72,NA
"551","SAASTP0021-53733","SAASTP0021",53733,"0.00 - 0.10",NA,NA,NA,81.22,209.35,32,1,269.76,177.354,1.52,2.54
"552","SAASTP0021-53733","SAASTP0021",53733,"0.10 - 0.20",NA,NA,NA,71.2,209.35,26,1,257.6,183.354,1.4,2.74
"553","SAASTP0021-53733","SAASTP0021",53733,"0.20 - 0.30",NA,NA,NA,5.07,209.35,2,1,356.35,207.35,1.72,2.54
"554","SAASTP0025-53734","SAASTP0025",53734,"0.00 - 0.10",NA,NA,NA,0,209.35,0,1,242.69,209.35,1.16,0
"555","SAASTP0025-53734","SAASTP0025",53734,"0.10 - 0.20",NA,NA,NA,1.15,209.35,0.5,1,252.1,209.35,1.21,2.3
"556","SAASTP0025-53734","SAASTP0025",53734,"0.20 - 0.30",NA,NA,NA,0,209.35,0,1,303.36,209.35,1.45,0
"557","SAASTP0022-53735","SAASTP0022",53735,"0.00 - 0.10",NA,NA,NA,9.03,209.354,4.5,1,272.61,204.85,1.33,2.01
"558","SAASTP0022-53735","SAASTP0022",53735,"0.10 - 0.20",NA,NA,NA,61.42,209.35,26.5,1,261.79,182.85,1.43,2.32
"559","SAASTP0022-53735","SAASTP0022",53735,"0.20 - 0.30",NA,NA,NA,119.57,209.35,66,1,161.07,143.35,1.12,1.81
"560","SAASTP0023-53736","SAASTP0023",53736,"0.00 - 0.10",NA,NA,NA,0.81,209.35,1,1,280.67,208.35,1.35,0.81
"561","SAASTP0023-53736","SAASTP0023",53736,"0.10 - 0.20",NA,NA,NA,14.71,209.35,8,1,313.83,201.35,1.56,1.84
"562","SAASTP0023-53736","SAASTP0023",53736,"0.20 - 0.30",NA,NA,NA,7.33,209.35,3.5,1,321.03,205.85,1.56,2.09
"563","SAASTP0024-53737","SAASTP0024",53737,"0.00 - 0.10",NA,NA,NA,10.76,209.354,4.5,1,302.51,204.854,1.48,2.39
"564","SAASTP0024-53737","SAASTP0024",53737,"0.10 - 0.20",NA,NA,NA,4.35,209.35,2,1,324.45,207.35,1.56,2.18
"565","SAASTP0024-53737","SAASTP0024",53737,"0.20 - 0.30",NA,NA,NA,3.12,209.35,1,1,311.85,208.35,1.5,3.12
"566","SAASTP0026-53738","SAASTP0026",53738,"0.00 - 0.10",NA,NA,NA,15.02,209.35,6.5,1,282.7,202.85,1.39,2.31
"567","SAASTP0026-53738","SAASTP0026",53738,"0.10 - 0.20",NA,NA,NA,2.7,209.35,1.5,1,316.16,207.85,1.52,1.8
"568","SAASTP0026-53738","SAASTP0026",53738,"0.20 - 0.30",NA,NA,NA,0,209.35,0,1,327.56,209.35,1.56,0
"569","SAASTP0027-53739","SAASTP0027",53739,"0.00 - 0.10",NA,NA,NA,3.61,209.354,2,1,301.61,207.354,1.45,1.81
"570","SAASTP0027-53739","SAASTP0027",53739,"0.10 - 0.20",NA,NA,NA,1.31,209.35,1,1,297.33,208.354,1.43,1.31
"571","SAASTP0027-53739","SAASTP0027",53739,"0.20 - 0.30",NA,NA,NA,0,209.35,0,1,304.54,209.354,1.45,0
"572","SAASTP0028-53740","SAASTP0028",53740,"0.00 - 0.10",NA,NA,NA,1.69,209.35,1,1,264.64,208.354,1.27,1.69
"573","SAASTP0028-53740","SAASTP0028",53740,"0.10 - 0.20",NA,NA,NA,5.86,209.35,2.5,1,274.44,206.85,1.33,2.34
"574","SAASTP0028-53740","SAASTP0028",53740,"0.20 - 0.30",NA,NA,NA,0,209.35,0,1,282.84,209.354,1.35,0
"575","SAASTP0029-53741","SAASTP0029",53741,"0.00 - 0.10",NA,NA,NA,12.29,209.35,5,1,229.97,204.35,1.13,2.46
"576","SAASTP0029-53741","SAASTP0029",53741,"0.10 - 0.20",NA,NA,NA,21.23,209.35,9,1,286.96,200.35,1.43,2.36
"577","SAASTP0029-53741","SAASTP0029",53741,"0.20 - 0.30",NA,NA,NA,86.59,209.35,40.5,1,253.71,168.85,1.5,2.14
"578","SAAMDD0007-53742","SAAMDD0007",53742,"0.00 - 0.10",4.81,301.17,151.46,44.54,209.35,21,256.63,256.63,188.35,1.36,2.12
"579","SAAMDD0007-53742","SAAMDD0007",53742,"0.10 - 0.20",4.77,313.12,151.46,125.81,209.35,64,187.31,187.31,145.35,1.29,1.97
"580","SAAMDD0007-53742","SAAMDD0007",53742,"0.20 - 0.30",4.73,301.29,151.46,105.27,209.35,50,196.02,196.02,159.35,1.23,2.11
"581","SAAMDD0008-53743","SAAMDD0008",53743,"0.00 - 0.10",4.72,325.76,151.7,34.31,209.35,14,291.45,291.45,195.35,1.49,2.45
"582","SAAMDD0008-53743","SAAMDD0008",53743,"0.10 - 0.20",4.63,325.13,151.4,103.15,209.35,50,221.98,221.98,159.35,1.39,2.06
"583","NTAFIN0028-53746","NTAFIN0028",53746,"0.00 - 0.10",6.6,NA,NA,NA,209.35,NA,1,380.28,209.35,1.82,NA
"584","NTAFIN0028-53746","NTAFIN0028",53746,"0.10 - 0.20",5.67,NA,NA,NA,209.35,NA,1,384.38,209.35,1.84,NA
"585","NTAFIN0028-53746","NTAFIN0028",53746,"0.20 - 0.30",5.69,NA,NA,NA,209.35,NA,1,369.37,209.35,1.76,NA
"586","NTAFIN0033-53751","NTAFIN0033",53751,"0.00 - 0.10",NA,NA,NA,NA,NA,NA,1,369.32,209.35,1.76,NA
"587","NTAFIN0033-53751","NTAFIN0033",53751,"0.10 - 0.20",NA,NA,NA,NA,NA,NA,1,361.96,209.35,1.73,NA
"588","NTAFIN0033-53751","NTAFIN0033",53751,"0.20 - 0.30",NA,NA,NA,NA,NA,NA,1,356.05,209.35,1.7,NA
"589","WAACOO0005-53446","WAACOO0005",53446,"0",12.45,318.25,NA,NA,220.893,NA,NA,305.8,220.893,1.384380673,NA
"590","WAACOO0005-53446","WAACOO0005",53446,"1",12.57,338.96,NA,NA,220.893,NA,NA,326.39,220.893,1.477593224,NA
"591","WAACOO0005-53446","WAACOO0005",53446,"2",12.57,342.7,NA,NA,220.893,NA,NA,330.13,220.893,1.494524498,NA
"592","WAACOO0006-53438","WAACOO0006",53438,"0",12.43,296.39,NA,NA,220.893,NA,NA,283.96,220.893,1.285509274,NA
"593","WAACOO0006-53438","WAACOO0006",53438,"1",12.5,304.19,NA,NA,220.893,NA,NA,291.69,220.893,1.320503592,NA
"594","WAACOO0006-53438","WAACOO0006",53438,"2",12.58,338.71,NA,NA,220.893,NA,NA,326.13,220.893,1.476416183,NA
"595","WAACOO0007-53440","WAACOO0007",53440,"0",25.2,322.92,NA,NA,220.893,NA,NA,297.72,220.893,1.347801877,NA
"596","WAACOO0007-53440","WAACOO0007",53440,"1",25.14,351.37,NA,NA,220.893,NA,NA,326.23,220.893,1.476868891,NA
"597","WAACOO0007-53440","WAACOO0007",53440,"2",25.15,335.91,NA,NA,220.893,NA,NA,310.76,220.893,1.406834983,NA
"598","WAACOO0008-53442","WAACOO0008",53442,"0",12.61,253.13,NA,NA,220.893,NA,NA,240.52,220.893,1.088852974,NA
"599","WAACOO0008-53442","WAACOO0008",53442,"1",12.39,265.56,NA,8,220.893,2.21,NA,245.17,218.68407,1.121115041,NA
"600","WAACOO0008-53442","WAACOO0008",53442,"2",12.78,273,NA,0.3,220.893,0.66,NA,259.92,220.230321,1.180218958,NA
"601","WAACOO0009-53443","WAACOO0009",53443,"0",25.04,446.56,NA,NA,220.893,NA,NA,421.52,220.893,1.908254223,NA
"602","WAACOO0009-53443","WAACOO0009",53443,"1",24.9,329.02,NA,NA,220.893,NA,NA,304.12,220.893,1.376775181,NA
"603","WAACOO0009-53443","WAACOO0009",53443,"2",24.9,285.65,NA,NA,220.893,NA,NA,260.75,220.893,1.180435777,NA
"604","WAACOO0010-53441","WAACOO0010",53441,"0",25.4,336.33,NA,26.3,220.893,15.46,NA,284.63,205.43,1.39,1.7
"605","WAACOO0010-53441","WAACOO0010",53441,"1",25.55,335.46,NA,37.25,220.893,15.46,NA,272.66,205.43,1.33,2.41
"606","WAACOO0010-53441","WAACOO0010",53441,"2",25.43,348.22,NA,60.55,220.893,24.3,NA,262.24,196.59,1.33,2.49
"607","WAACOO0011-53439","WAACOO0011",53439,"0",6.36,194.43,NA,NA,220.893,NA,NA,188.07,220.893,0.851407695,NA
"608","WAACOO0011-53439","WAACOO0011",53439,"1",6.5,189.38,NA,NA,220.893,NA,NA,182.88,220.893,0.827912157,NA
"609","WAACOO0011-53439","WAACOO0011",53439,"2",6.41,193.8,NA,NA,220.893,NA,NA,187.39,220.893,0.848329282,NA
"610","WAACOO0012-53462","WAACOO0012",53462,"0",25.28,323.87,NA,NA,220.893,NA,NA,298.59,220.893,1.351740435,NA
"611","WAACOO0012-53462","WAACOO0012",53462,"1",25.31,309.55,NA,NA,220.893,NA,NA,284.24,220.893,1.286776856,NA
"612","WAACOO0012-53462","WAACOO0012",53462,"2",25.33,307.95,NA,NA,220.893,NA,NA,282.62,220.893,1.279442988,NA
"613","WAACOO0016-53459","WAACOO0016",53459,"0",24.78,350.08,NA,NA,220.893,NA,NA,325.3,220.893,1.472658708,NA
"614","WAACOO0016-53459","WAACOO0016",53459,"1",25.39,344.49,NA,NA,220.893,NA,NA,319.1,220.893,1.44459082,NA
"615","WAACOO0016-53459","WAACOO0016",53459,"2",25.33,363.52,NA,NA,220.893,NA,NA,338.19,220.893,1.531012753,NA
"616","WAACOO0017-53460","WAACOO0017",53460,"0",25.04,342.95,NA,NA,220.893,NA,NA,317.91,220.893,1.439203596,NA
"617","WAACOO0017-53460","WAACOO0017",53460,"1",24.84,355.22,NA,NA,220.893,NA,NA,330.38,220.893,1.495656268,NA
"618","WAACOO0017-53460","WAACOO0017",53460,"2",24.58,367.14,NA,NA,220.893,NA,NA,342.56,220.893,1.550796087,NA
"619","WAACOO0018-53461","WAACOO0018",53461,"0",24.37,360.63,NA,NA,220.893,NA,NA,336.26,220.893,1.522275491,NA
"620","WAACOO0018-53461","WAACOO0018",53461,"1",24.41,342.91,NA,NA,220.893,NA,NA,318.5,220.893,1.441874573,NA
"621","WAACOO0018-53461","WAACOO0018",53461,"2",24.64,348.37,NA,NA,220.893,NA,NA,323.73,220.893,1.465551194,NA
"622","WAACOO0019-53463","WAACOO0019",53463,"0",24.37,360.63,NA,NA,220.893,NA,NA,336.26,220.893,1.522275491,NA
"623","WAACOO0019-53463","WAACOO0019",53463,"1",24.41,342.91,NA,NA,220.893,NA,NA,318.5,220.893,1.441874573,NA
"624","WAACOO0019-53463","WAACOO0019",53463,"2",24.64,348.37,NA,NA,220.893,NA,NA,323.73,220.893,1.465551194,NA
"625","WAACOO0026-53454","WAACOO0026",53454,"0",25.65,347.75,NA,NA,220.893,NA,NA,322.1,220.893,1.458172056,NA
"626","WAACOO0026-53454","WAACOO0026",53454,"1",25.45,355.33,NA,NA,220.893,NA,NA,329.88,220.893,1.493392729,NA
"627","WAACOO0026-53454","WAACOO0026",53454,"2",24.73,354.43,NA,NA,220.893,NA,NA,329.7,220.893,1.492577854,NA
"628","WAACOO0027-53455","WAACOO0027",53455,"0",24.13,361.54,NA,NA,220.893,NA,NA,337.41,220.893,1.527481631,NA
"629","WAACOO0027-53455","WAACOO0027",53455,"1",25.6,372.34,NA,NA,220.893,NA,NA,346.74,220.893,1.569719276,NA
"630","WAACOO0027-53455","WAACOO0027",53455,"2",24.21,374.38,NA,NA,220.893,NA,NA,350.17,220.893,1.585247156,NA
"631","WAACOO0028-53457","WAACOO0028",53457,"0",24.53,351.37,NA,11.47,220.893,6.63,NA,315.37,214.266,1.471860635,1.73
"632","WAACOO0028-53457","WAACOO0028",53457,"1",24.67,348.73,NA,26.4,220.893,14.8,NA,297.66,206.093,1.444298234,1.78
"633","WAACOO0028-53457","WAACOO0028",53457,"2",24.77,366.74,NA,53.2,220.893,36.89,NA,288.77,184.004,1.569369175,1.44
"634","WAACOO0029-53458","WAACOO0029",53458,"0",24.1,340.66,NA,NA,220.893,NA,NA,316.56,220.893,1.43309204,NA
"635","WAACOO0029-53458","WAACOO0029",53458,"1",24.08,333.7,NA,NA,220.893,NA,NA,309.62,220.893,1.401674114,NA
"636","WAACOO0029-53458","WAACOO0029",53458,"2",24.01,346.66,NA,NA,220.893,NA,NA,322.65,220.893,1.460661949,NA
"637","WAACOO0004-53449","WAACOO0004",53449,"0",12.55,350.73,NA,NA,220.893,NA,NA,338.18,220.893,1.530967482,NA
"638","WAACOO0004-53449","WAACOO0004",53449,"1",12.39,313.85,NA,NA,220.893,NA,NA,301.46,220.893,1.364733151,NA
"639","WAACOO0020-53450","WAACOO0020",53450,"0",NA,NA,NA,NA,NA,286.87,NA,202.56,1.42,1.64,NA
"640","WAACOO0020-53450","WAACOO0020",53450,"1",NA,NA,NA,NA,NA,336.92,NA,220.45,1.53,2.04,NA
"641","WAACOO0020-53450","WAACOO0020",53450,"2",NA,NA,NA,NA,NA,343.82,NA,220.45,1.56,0.68,-1
"642","WAACOO0022-53453","WAACOO0022",53453,"0",NA,NA,NA,NA,NA,303.36,NA,220.89,1.37,NA,NA
"643","WAACOO0022-53453","WAACOO0022",53453,"1",NA,NA,NA,NA,NA,275.33,NA,218.68,1.26,1,NA
"644","WAACOO0022-53453","WAACOO0022",53453,"2",NA,NA,NA,NA,NA,294.74,NA,216.48,1.36,1.36,-1
"645","WAACOO0023-53448","WAACOO0023",53448,"0",NA,NA,NA,NA,NA,282.94,NA,198.8,1.42,1.22,NA
"646","WAACOO0023-53448","WAACOO0023",53448,"1",NA,NA,NA,NA,NA,238.85,NA,198.8,1.2,3.03,NA
"647","WAACOO0024-53451","WAACOO0024",53451,"0",NA,NA,NA,NA,NA,350.36,NA,220.89,1.59,NA,NA
"648","WAACOO0024-53451","WAACOO0024",53451,"1",NA,NA,NA,NA,NA,362.67,NA,220.89,1.64,NA,NA
"649","WAAMUR0029-53573","WAAMUR0029",53573,"1",NA,NA,NA,NA,NA,NA,NA,345.13,220.893,1.562430679,NA
"650","WAAMUR0029-53573","WAAMUR0029",53573,"2",NA,NA,NA,NA,NA,NA,NA,351.53,220.893,1.591403983,NA
"651","WAAMUR0028-53572","WAAMUR0028",53572,"0",NA,NA,NA,NA,NA,NA,NA,353.47,220.893,1.600186516,NA
"652","WAAMUR0028-53572","WAAMUR0028",53572,"2",NA,NA,NA,NA,NA,NA,NA,334.62,220.893,1.514851082,NA
"653","WAAMUR0028-53572","WAAMUR0028",53572,"1",NA,NA,NA,NA,NA,NA,NA,327.91,220.893,1.484474384,NA
"654","WAACOO0021-53456","WAACOO0021",53456,"0",NA,NA,NA,NA,NA,NA,NA,302.07,220.89,1.37,NA
"655","WAACOO0021-53456","WAACOO0021",53456,"1",NA,NA,NA,NA,NA,NA,NA,291.43,220.89,1.32,NA
"656","WAACOO0021-53456","WAACOO0021",53456,"2",NA,NA,NA,NA,NA,NA,NA,307.49,220.89,1.39,NA
"657","WAAMUR0030-53464","WAAMUR0030",53464,"0",NA,NA,NA,NA,NA,NA,NA,337.59,220.893,1.528296506,NA
"658","WAAMUR0030-53464","WAAMUR0030",53464,"1",NA,NA,NA,NA,NA,NA,NA,342.73,220.893,1.55156569,NA
"659","WAAMUR0030-53464","WAAMUR0030",53464,"2",NA,NA,NA,NA,NA,NA,NA,343.72,220.893,1.556047498,NA
"660","WAAMUR0031-53465","WAAMUR0031",53465,"0",NA,NA,NA,NA,NA,NA,NA,348.59,220.893,1.578094371,NA
"661","WAAMUR0031-53465","WAAMUR0031",53465,"1",NA,NA,NA,NA,NA,NA,NA,337.88,220.893,1.529609358,NA
"662","WAACOO0025-53452","WAACOO0025",53452,"1",NA,NA,NA,NA,NA,308.84,NA,211.89,1.46,0.41,NA
"663","WAACOO0025-53452","WAACOO0025",53452,"2",NA,NA,NA,NA,NA,328.13,NA,170.89,1.92,0.91,-1
"664","WAACOO0023-53448","WAACOO0023",53448,"2",NA,NA,NA,NA,NA,282.29,NA,213.6,1.32,3.43,NA
"665","NTTDAC0001-53755","NTTDAC0001",53755,"0",NA,NA,151.59,NA,209.35,NA,NA,309.01,209.35,1.48,NA
"666","NTTDAC0001-53755","NTTDAC0001",53755,"1",NA,NA,151.7,NA,209.35,NA,NA,286.23,209.35,1.37,NA
"667","NTTDAC0001-53755","NTTDAC0001",53755,"2",NA,NA,151.88,NA,209.35,NA,NA,316.84,209.35,1.51,NA
"668","NTTDMR0001-53582","NTTDMR0001",53582,"0",NA,NA,154.21,NA,209.35,NA,NA,397.79,209.35,1.9,NA
"669","NTTDMR0001-53582","NTTDMR0001",53582,"1",NA,NA,154.32,NA,209.35,NA,NA,356.55,209.35,1.7,NA
"670","NTTDMR0001-53582","NTTDMR0001",53582,"2",NA,NA,151.95,NA,209.35,NA,NA,391.81,209.35,1.87,NA
"671","NTTDMR0002-53581","NTTDMR0002",53581,"0",NA,NA,NA,NA,209.35,NA,NA,387.18,209.35,1.84,NA
"672","NTTDMR0002-53581","NTTDMR0002",53581,"1",NA,NA,NA,NA,209.35,NA,NA,371.24,209.35,1.77,NA
"673","NTTDMR0002-53581","NTTDMR0002",53581,"2",NA,NA,NA,NA,209.35,NA,NA,382.57,209.35,1.82,NA
"674","NTTDMR0003-53583","NTTDMR0003",53583,"0",NA,NA,NA,NA,209.35,NA,NA,355.14,209.35,1.7,NA
"675","NTTDMR0003-53583","NTTDMR0003",53583,"1",NA,NA,NA,NA,209.35,NA,NA,378.78,209.35,1.81,NA
"676","NTTDMR0003-53583","NTTDMR0003",53583,"2",NA,NA,NA,NA,209.35,NA,NA,396.16,209.35,1.89,NA
"677","NTTSTU0001-53585","NTTSTU0001",53585,"0",NA,NA,NA,NA,209.35,NA,NA,364.05,209.35,1.73,NA
"678","NTTSTU0001-53585","NTTSTU0001",53585,"1",NA,NA,NA,NA,209.35,NA,NA,357.75,209.35,1.7,NA
"679","NTTSTU0001-53585","NTTSTU0001",53585,"2",NA,NA,NA,NA,209.35,NA,NA,394.6,209.35,1.88,NA
"680","QDASSD0001-53756","QDASSD0001",53756,"0",4.94,514.26,162.99,0,209.35,0,351.27,346.33,209.35,1.65,0
"681","QDASSD0001-53756","QDASSD0001",53756,"1",4.92,528.64,160.13,0,209.35,0,368.51,363.59,209.35,1.74,0
"682","QDASSD0001-53756","QDASSD0001",53756,"2",4.95,533.51,163.19,0,209.35,0,370.32,365.37,209.35,1.75,0
"683","QDASSD0002-53757","QDASSD0002",53757,"0",4.92,540.87,162.76,0,209.35,0,378.11,373.19,209.35,1.78,0
"684","QDASSD0002-53757","QDASSD0002",53757,"1",4.85,514.74,163.01,0,209.35,0,351.73,346.88,209.35,1.66,0
"685","QDASSD0002-53757","QDASSD0002",53757,"2",4.88,519.08,151.55,0,209.35,0,367.53,362.65,209.35,1.73,0
"686","QDASSD0003-56912","QDASSD0003",56912,"0",4.92,533.28,154.42,0,209.35,0,378.86,373.94,209.35,1.79,0
"687","QDASSD0003-56912","QDASSD0003",56912,"1",4.85,519.92,155.38,0,209.35,0,364.54,359.69,209.35,1.72,0
"688","QDASSD0003-56912","QDASSD0003",56912,"2",4.94,520.57,154.07,0,209.35,0,366.5,361.56,209.35,1.73,0
"689","QDASSD0004-56913","QDASSD0004",56913,"0",4.92,515.88,154.62,0,209.35,0,361.26,356.34,209.35,1.7,0
"690","QDASSD0004-56913","QDASSD0004",56913,"1",4.93,517.05,151.97,0,209.35,0,365.08,360.15,209.35,1.72,0
"691","QDASSD0004-56913","QDASSD0004",56913,"2",4.86,512.21,154.4,0,209.35,0,357.81,352.95,209.35,1.69,0
"692","QDASSD0005-56914","QDASSD0005",56914,"0",4.91,550.77,151.93,0,209.35,0,398.84,393.93,209.35,1.88,0
"693","QDASSD0005-56914","QDASSD0005",56914,"1",4.94,508.36,151.65,0,209.35,0,356.71,351.77,209.35,1.68,0
"694","QDASSD0005-56914","QDASSD0005",56914,"2",4.87,499.41,152.21,0,209.35,0,347.2,342.33,209.35,1.64,0
"695","QDASSD0006-56915","QDASSD0006",56915,"0",4.92,542.96,155.14,0,209.35,0,387.82,382.9,209.35,1.83,0
"696","QDASSD0006-56915","QDASSD0006",56915,"1",4.85,523.75,151.61,0,209.35,0,372.14,367.29,209.35,1.75,0
"697","QDASSD0006-56915","QDASSD0006",56915,"2",4.89,542.76,153.9,0,209.35,0,388.86,383.97,209.35,1.83,0
"698","QDASSD0007-56916","QDASSD0007",56916,"0",4.86,519.52,151.54,0,209.35,0,367.98,363.12,209.35,1.73,0
"699","QDASSD0007-56916","QDASSD0007",56916,"1",4.9,515.4,155.4,0,209.35,0,360,355.1,209.35,1.7,0
"700","QDASSD0007-56916","QDASSD0007",56916,"2",4.85,516.9,153.8,0,209.35,0,363.1,358.25,209.35,1.71,0
"701","QDASSD0008-56917","QDASSD0008",56917,"0",4.78,510.17,151.47,0,209.35,0,358.7,353.92,209.35,1.69,0
"702","QDASSD0008-56917","QDASSD0008",56917,"1",4.88,537.68,152.18,0,209.35,0,385.5,380.62,209.35,1.82,0
"703","QDASSD0008-56917","QDASSD0008",56917,"2",4.93,476.18,151.68,0,209.35,0,324.5,319.57,209.35,1.53,0
"704","QDASSD0009-56918","QDASSD0009",56918,"0",4.83,497.53,154.36,0,209.35,0,343.17,338.34,209.35,1.62,0
"705","QDASSD0009-56918","QDASSD0009",56918,"1",4.84,512.76,155.42,0,209.35,0,357.34,352.5,209.35,1.68,0
"706","QDASSD0009-56918","QDASSD0009",56918,"2",4.93,507.42,152.01,0,209.35,0,355.41,350.48,209.35,1.67,0
"707","QDASSD0010-56919","QDASSD0010",56919,"0",4.94,479.55,160.42,0,209.35,0,319.13,314.19,209.35,1.5,0
"708","QDASSD0010-56919","QDASSD0010",56919,"1",4.9,520.13,153.97,0,209.35,0,366.16,361.26,209.35,1.73,0
"709","QDASSD0010-56919","QDASSD0010",56919,"2",4.92,504.51,162.99,0,209.35,0,341.52,336.6,209.35,1.61,0
"710","QDASSD0012-56921","QDASSD0012",56921,"0",4.86,531.18,153.81,0,209.35,0,377.37,372.51,209.35,1.78,0
"711","QDASSD0012-56921","QDASSD0012",56921,"1",4.89,524.28,155.03,0,209.35,0,369.25,364.36,209.35,1.74,0
"712","QDASSD0012-56921","QDASSD0012",56921,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"713","QDASSD0013-56922","QDASSD0013",56922,"0",4.92,492.44,151.94,0,209.35,0,340.5,335.58,209.35,1.6,0
"714","QDASSD0013-56922","QDASSD0013",56922,"1",4.9,490.45,155.51,0,209.35,0,334.94,330.04,209.35,1.58,0
"715","QDASSD0013-56922","QDASSD0013",56922,"2",4.97,506.35,162.21,0,209.35,0,344.14,339.17,209.35,1.62,0
"716","QDASSD0014-56923","QDASSD0014",56923,"0",5.05,536.05,162.14,0,209.35,0,373.91,368.86,209.35,1.76,0
"717","QDASSD0014-56923","QDASSD0014",56923,"1",4.92,522.06,151.89,0,209.35,0,370.17,365.25,209.35,1.74,0
"718","QDASSD0014-56923","QDASSD0014",56923,"2",4.89,530.08,151.61,0,209.35,0,378.47,373.58,209.35,1.78,0
"719","QDASSD0015-56924","QDASSD0015",56924,"0",4.93,514.62,152.06,0,209.35,0,362.56,357.63,209.35,1.71,0
"720","QDASSD0015-56924","QDASSD0015",56924,"1",4.99,509.35,155.04,0,209.35,0,354.31,349.32,209.35,1.67,0
"721","QDASSD0015-56924","QDASSD0015",56924,"2",4.91,529.23,155.35,0,209.35,0,373.88,368.97,209.35,1.76,0
"722","SAASTP0030-56935","SAASTP0030",56935,"0",NA,NA,NA,NA,NA,NA,NA,385.37,209.35,1.84,NA
"723","SAASTP0030-56935","SAASTP0030",56935,"1",NA,NA,NA,NA,NA,NA,NA,356.85,209.35,1.7,NA
"724","SAASTP0030-56935","SAASTP0030",56935,"2",NA,NA,NA,NA,NA,NA,NA,376.06,209.35,1.8,NA
"725","SAASTP0032-56939","SAASTP0032",56939,"0",NA,NA,NA,NA,NA,NA,NA,363.65,209.35,1.74,NA
"726","SAASTP0032-56939","SAASTP0032",56939,"1",NA,NA,NA,NA,NA,NA,NA,307.41,209.35,1.47,NA
"727","SAASTP0032-56939","SAASTP0032",56939,"2",NA,NA,NA,NA,NA,NA,NA,332.81,209.35,1.59,NA
"728","SAASTP0031-56938","SAASTP0031",56938,"0",NA,NA,NA,NA,NA,NA,NA,339.78,209.35,1.62,NA
"729","SAASTP0031-56938","SAASTP0031",56938,"1",NA,NA,NA,NA,NA,NA,NA,347.55,209.35,1.66,NA
"730","SAASTP0031-56938","SAASTP0031",56938,"2",NA,NA,NA,NA,NA,NA,NA,345.62,209.35,1.65,NA
"731","QDAMGD0027-56936","QDAMGD0027",56936,"0",NA,NA,NA,NA,209.35,NA,NA,387.4,209.35,1.85,NA
"732","QDAMGD0027-56936","QDAMGD0027",56936,"1",NA,NA,NA,NA,209.35,NA,NA,352.29,209.35,1.68,NA
"733","QDAMGD0027-56936","QDAMGD0027",56936,"2",NA,NA,NA,NA,209.35,NA,NA,310.06,209.35,1.48,NA
"734","WAAMUR0031-53465","WAAMUR0031",53465,"2",NA,NA,NA,NA,NA,NA,NA,342.99,220.893,1.552742731,NA
