"","site_location_name","Aquatic","Bryophyte","Chenopod","Cycad","Epiphyte","Fern","Forb","Fungus","Grass.tree","Heath.shrub","Hummock.grass","NC","Rush","Sedge","Shrub","Shrub.Mallee","Tree.fern","Tree.Mallee","Tree.Palm","Tussock.grass","Vine","vegetation_type","relative_dominance","scaled_dom"
"468","SAASTP0011",0,0,1.2,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,"Tussock.grass",0.714285714285714,5.35714275
"469","SAASTP0012",0,0,5.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,"Tussock.grass",0.719047619047619,10.85761876
"470","SAASTP0013",0,0,6.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,"Tussock.grass",0.663414634146341,9.02243856
"471","SAASTP0014",0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chenopod",0.6,1.8
"472","SAASTP0015",0,0,3.9,0,0,0,0.3,0,0,0,0,0,0,0,0.6,0,0,0,0,4.5,0,"Tussock.grass",0.483870967741935,2.1774195
"473","SAASTP0016",0,0,33.1,0,0,0,1.6,0,0,0,0,0,0,0.7,4.2,0,0,0,0,6.6,0,"Chenopod",0.716450216450216,23.71450162
"474","SAASTP0017",0,0,36.7,0,0,0,5.9,0,0,0,0,0,0,0.4,2,0,0,0,0,4.9,0,"Chenopod",0.735470941883767,26.99178203
"475","SAASTP0018",0,0,8.6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,"Tussock.grass",0.465437788018433,4.70092178
"476","SAASTP0019",0,0,8.3,0,0,0,0.5,0,0,0,0,0,0,0,1.6,0,0,0,0,7.5,0,"Chenopod",0.463687150837989,3.84860376
"477","SAASTP0020",0,0,4.1,0,0,0,1.4,0,0,0,0,0,0,0.5,1.4,0,0,0,0,7.2,0,"Tussock.grass",0.493150684931507,3.55068504
"478","SAASTP0021",0,0,5.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Chenopod",0.611111111111111,3.36111105
"479","SAASTP0022",0,0,17,0,0,0,1.5,0,0,0,0,0,0,0.1,1.8,0,0,0,0,11.5,0,"Chenopod",0.532915360501567,9.0595618
"480","SAASTP0023",0,0,14.5,0,0,0.3,2.8,0,0,0,0,0,0,0.2,0.8,0,0,0,0,9.6,0,"Chenopod",0.514184397163121,7.4556738
"481","SAASTP0024",0,0,5.6,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,"Chenopod",0.903225806451613,5.05806448
"482","SAASTP0025",0,0,3.1,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0,"Chenopod",0.659574468085106,2.04468095
"483","SAASTP0026",0,0,4.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,"Chenopod",0.758620689655172,3.33793108
"484","SAASTP0027",0,0,4.2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"Chenopod",0.67741935483871,2.84516148
"485","SAASTP0028",0,0,1.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"Chenopod",0.521739130434783,0.62608692
"486","SAASTP0029",0,0,6.9,0,0,0,0.4,0,0,0,0,0,0,0,2.2,0,0,0,0,1.5,0,"Chenopod",0.627272727272727,4.32818163
"487","SAASTP0030",0,0,0.1,0,0,0,4.4,0,0,0,0,0,0,0,4.6,0,0,0,0.2,8.2,0,"Tussock.grass",0.468571428571429,3.84228548
"488","SAASTP0031",0,0,0.3,0,0,0,2.9,0,0,0,0,0,0,0,2.9,0,0,0,0,9.2,0,"Tussock.grass",0.601307189542484,5.53202624
"489","SAASTP0032",0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,1.4,0,0,0,0,14.1,0,"Tussock.grass",0.68780487804878,9.69804909
"490","SAASTP0033",0,0,5.5,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,1.2,0,"Chenopod",0.763888888888889,4.20138895
"491","SAASTP0034",0,0,19.4,0,0,0,0.1,0,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,"Chenopod",0.885844748858447,17.18538718
"492","SASMDD0001",0,0,0.9,0,0,0,0.2,0,0,0,13.65,0,0,0,1.4,8.8,0,14.95,0.05,0.8,0,"Tree.Mallee",0.366871165644172,5.48472444
"493","SASMDD0002",0,0,6.5,0,0,0,1,0,0,0,0,0,0,0,4.4,0,0,33.3,0,2.3,0,"Tree.Mallee",0.701052631578947,23.34505158
"494","SASMDD0003",0,0,3.3,0,0,0,0.1,0,0,0,0,0,0,0,1.1,4.4,0,8.1,0.4,16.7,0,"Tussock.grass",0.489736070381232,8.17859287
"495","SASMDD0004",0,0,14.95,0,0,0,7.2,0,0,0,0,0,0,0,0.15,0,0,0,0,1.25,0,"Chenopod",0.634819532908705,9.490551525
"496","SASMDD0005",0,0,11.65,0,0,0,15.05,0,0,0,0.1,0,0,0,2.05,0,0,0,0,5.45,0,"Forb",0.438775510204082,6.603571275
"497","SASMDD0006",0,0,8.66666666666667,0,0,0,5.06666666666667,0,0,0,0.5,0,0,0,6.7,1.43333333333333,0,10.1333333333333,0.8,0.633333333333333,0.0333333333333333,"Tree.Mallee",0.298331697966796,3.02309455900556
"498","SASMDD0008",0,0,6,0,0,0,0.8,0,0,0,0,0,0,0,0.05,0,0,0,33,0,0,"Tree.Palm",0.82810539523212,27.3274782
"499","SASMDD0009",0,0,6.2,0,0,0,5.9,0,0,0,0,0,0,0,13.2,0,0,0,2.2,1,0,"Shrub",0.463157894736842,6.11368428
"500","SASMDD0011",0,0,16.6,0,0,0,11,0,0,0,0,0,0,0,0.1,0,0,0,0,1.8,0,"Chenopod",0.56271186440678,9.34101754
"501","SASMDD0012",0,0,5,0,0,0,2.8,0,0,0,0,0,0,0,0.6,0,0,0,29.7,0,0,"Tree.Palm",0.779527559055118,23.15196972
"502","SASMDD0013",0,0,5.1,0,0,0,17.7,0,0,0,0,0,0,0,0.4,0,0,0,5.7,0,0,"Forb",0.612456747404844,10.84048359
"503","SASMDD0014",0,0,7.9,0,0,0,0.9,0,0,0,0,0,0,0,10.2,0,0,0,2.2,0,0,"Shrub",0.481132075471698,4.90754742
"504","SASMDD0016",0,0,2.9,0,0,0,5,0,0,0,0,0,0,0,2.6,0.9,0,28.1,0.4,0.1,0,"Tree.Mallee",0.7025,19.74025
"505","SASMDD0017",0,0,0.55,0,0,0,0.15,0,0,0,18.45,0,0.05,0,1.25,0.3,0,25.5,0.25,0,0,"Tree.Mallee",0.548387096774194,13.98387105
"506","SASMDD0018",0,0,0.3,0,0,0,0.6,0,0,0,2.8,0,0,0,5.7,9.8,0,5.2,0.2,2.8,0,"Shrub.Mallee",0.357664233576642,3.50510916
"507","SASRIV0001",0,0,15.8,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,"Chenopod",0.923976608187134,14.59883028
"508","SASRIV0002",0,0,9.3,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chenopod",0.611842105263158,5.69013153
"509","SATEYB0001",0,0,7.65,0,0,0,19.3,0,0,0,0,0.2,0,0,8.4,1.4,0,12.05,10.65,12.45,7.65,"Forb",0.242006269592477,4.67072159
"510","SATEYB0002",0,0,5.35,0,0.1,0,9.85,0,0,0,0,0,0,0,16.45,1.4,0,18.05,4.3,2.15,0.05,"Tree.Mallee",0.312824956672444,5.64649125
"511","SATFLB0001",0,0,0,0,0.1,0,5.95,0,0.15,2.1,0,0,0,0.05,13.4,0,0,0,32.3,4.95,0.85,"Tree.Palm",0.53968253968254,17.43174475
"512","SATFLB0002",0,0,0,0,0,1.65,10.45,0,15.55,6.25,0,0,0,0.7,45.45,0,0,0.1,26,0.35,1.5,"Shrub",0.420833333333333,19.126873485
"513","SATFLB0003",0,0.6,0,0,0,0.7,12.25,0,5.8,0.4,0,0,0.95,24.9,23.6,0,0,0,53.65,0.8,0.35,"Tree.Palm",0.432661290322581,23.212278745
"514","SATFLB0004",0,0.05,4.6,0,0,0,6.35,0,0.1,0,0.1,0,0.05,0,12.85,0,0,0,16.2,0.1,0,"Tree.Palm",0.400990099009901,6.49603962
"515","SATFLB0005",0,0,0,0,0,0.15,15.05,0,0,0,0,0,0,0,32.2,0.1,0,9.4,3.3,0.2,0.15,"Shrub",0.531791907514451,17.12369918
"516","SATFLB0006",0,0,0,0,0,0,4.95,0,0,0.45,0,0,0,0,31.3,1.35,0,7.9,1.15,0.1,0.05,"Shrub",0.662433862433862,20.73418107
"517","SATFLB0007",0,0,0,0,0,0,2,0,5.8,0.05,0,0,0,0,22.6,3.65,0,6.55,3,0.05,0.1,"Shrub",0.515981735159817,11.66118642
"518","SATFLB0008",0,0,0,0,0.3,0.45,5.7,0,4.3,0.1,33.45,0,0.6,0.25,28.2,0,0,0,4.35,3,0.2,"Hummock.grass",0.413473423980223,13.83068523
"519","SATFLB0009",0,0,0,0,0,4.6,12.3,0,11,0,0.1,0,5.05,0,48.65,0,0,0,28.9,2.25,0.15,"Shrub",0.430530973451327,20.94533315
"520","SATFLB0010",0,0,10.75,0,0.2,0,2.55,0,0,0,0,0,0,0,14.25,0.15,0,4.1,37.2,0.45,0.05,"Tree.Palm",0.533715925394548,19.85423148
"521","SATFLB0011",0,0,0,0,0,1.45,9.7,0,7.5,0,0,0,2.3,0,32.65,0,0,0.1,39.5,0.85,0.05,"Tree.Palm",0.419766206163656,16.5807649
"522","SATFLB0012",0,0,0,0,0.4,1.65,5.4,0,1,0.85,0,0,0.5,0.55,53.65,0.05,0,3.6,5.65,3.75,1.15,"Shrub",0.686061381074169,36.80719411
"523","SATFLB0013",0,0,0,0,0,3.4,16.65,0,6,0,0,0,2.9,0,22,0,0,0.1,46.75,9.35,1.2,"Tree.Palm",0.431472081218274,20.171320675
"524","SATFLB0014",0,0,0.1,0,0,1.8,5.25,0,10.7,1.35,0,0,0.95,0.5,21.5,0.05,0,13.05,13.85,1.05,0.4,"Shrub",0.304748405386251,6.5520906
"525","SATFLB0015",0,0.05,0,0,0,0.15,8.05,0,4.9,0.75,0,0,0.15,14.85,25.25,0,0,0,65.3,4.05,1.6,"Tree.Palm",0.521982414068745,34.08545072
"526","SATFLB0016",0,0,0.5,0,0,0,1.25,0,0,0,0,0,0,0,7.95,5,0,12.55,0.4,1.65,0.05,"Tree.Mallee",0.427597955706985,5.3663549
"527","SATFLB0017",0,0,0.15,0,0,0,6.85,0,0,0,0,0,0,0,15.9,0,0,0,10.25,0.2,0,"Shrub",0.476761619190405,7.58050944
"528","SATFLB0018",0,0,0,0,0,0,2.05,0,0.2,0,39.7,0,0,0,2.2,0.45,0,0.45,1.3,0.05,0,"Hummock.grass",0.855603448275862,33.96745498
"529","SATFLB0019",0,0,2.05,0,0,0,1.3,0,0,0,14.9,0,0,0,3.35,0,0,0,2.6,13.95,0,"Hummock.grass",0.390563564875491,5.81939764
"530","SATFLB0020",0,0,5.1,0,4,0,0.7,0,0,0,2.7,0,0,0,5,0.3,0,5.9,12.75,0,0,"Tree.Palm",0.349794238683128,4.45987605
"531","SATFLB0021",0,0,0.05,0,0,0.05,0.8,0,0,0,33.35,0,0,0,4.65,0.1,0,1.45,8.75,0.55,0,"Hummock.grass",0.67035175879397,22.35623253
"532","SATFLB0022",0,0,0.3,0,0,0.05,1.65,0,0,0,5.2,0,0,0,3.85,2.35,0,20.3,2.1,3.95,0,"Tree.Mallee",0.510691823899371,10.36704354
"533","SATFLB0023",0,0,0.15,0,0,0,4.7,0,0,0,0,0,0,0,8.65,0,0,0,0.1,0.75,0,"Shrub",0.602787456445993,5.214111875
"534","SATFLB0024",0,0,14.2,0,0,0,9.15,0,0,0,0,0,0,0,1.15,0,0,0,0.45,0.45,0,"Chenopod",0.559055118110236,7.93858242
"535","SATFLB0025",0,0,11.9,0,0.05,0,1.7,0,0,0,0,0,0,0,5.35,0,0,0,16.05,0,0.1,"Tree.Palm",0.456614509246088,7.328662725
"536","SATFLB0026",0,0,0,0,0,6.2,13.9,0,2.8,0,0,0,1.15,1.4,14.45,0,0,0,61.6,25.8,0.15,"Tree.Palm",0.483326794821499,29.77293088
"537","SATFLB0027",0,0,0,0,2.35,8.8,9.5,0,0.05,0,0,0,0,0.7,18.55,0.05,0,0,57.55,7.45,0.35,"Tree.Palm",0.546274323682962,31.438085965
"538","SATFLB0028",0,0.05,2.15,0,0.35,0,15.7,0,0,1.05,1.8,0.15,1.45,0.65,14.45,0,0,2.65,7.2,25.5,0.15,"Tussock.grass",0.347885402455662,8.8710777
"539","SATKAN0001",0,0,0,0,0,1.55,16.7,0,4.6,0.1,0,0,3.3,20.95,24.45,0.15,0,24,32.75,9.6,0.5,"Tree.Palm",0.236206274792643,7.735756325
"540","SATKAN0002",0,0,0,0,0,0.1,24.7,0,5.8,0,0,0,0.2,19.6,27.1,3.55,0,28.55,32.8,0.4,1.35,"Tree.Palm",0.227540756156781,7.46333824
"541","SATKAN0003",0,2.5,0,0,0.2,0.9,6,0,1.6,0,0,0.55,0.15,0.1,39.1,0,0,0,52.95,12.2,1.8,"Tree.Palm",0.44853875476493,23.75012946
"542","SATKAN0004",0,0,0,0,0.1,0.4,10.6,0,0.3,0.05,0,0,1.95,16.8,16.5,0.5,0,0.85,25.5,16.35,0.15,"Tree.Palm",0.28317601332593,7.220988
"543","SATSTP0001",0,0,2.9,0,0,0,0.5,0,0,0,0,0,0,0,0.05,0,0,0,0,19.15,0,"Tussock.grass",0.847345132743363,16.226658665
"544","SATSTP0002",0,0,7.45,0,0.05,0,3.5,0,0,0,0,0,0,0,7.1,0,0,0,3.5,2.9,0,"Chenopod",0.304081632653061,2.26540792
"545","SATSTP0003",0,0,2.6,0,0,0,2.35,0,0,0,0,0,0,0,0.15,0,0,0,0.05,12,0,"Tussock.grass",0.699708454810496,8.396502
"546","SATSTP0004",0,0,4.6,0,0,0,5.7,0,0,0,0,0,0,0,14.45,0,0,0,1.3,8.15,0,"Shrub",0.422514619883041,6.10533597
"547","SATSTP0005",0,0,3.4,0,0,0,4.45,0,0,0,4.35,0,0,0,7.7,0,0,0,0,5.15,0.2,"Shrub",0.304950495049505,2.34811885
"548","SATSTP0006",0,0,1,0,0,2.65,4.35,0,0,0,0,0,0,0,10.45,0,0,0,7.4,1.25,0,"Shrub",0.385608856088561,4.029613005
"549","SATSTP0007",0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,7.85,0,0,"Forb",0.53134328358209,4.72895537
"550","SATSTP0008",0,0,5.25,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,"Tussock.grass",0.49685534591195,3.92515687
"551","TCABEL0001",0,4,0,0,0,0,22.6,0.6,0,23.1,0,0,0.5,15.3,7,0,0,0,0,24.8,0,"Tussock.grass",0.253319713993871,6.28232856
"552","TCABEL0002",0,2.9,0,0,0,0,11.9,1.1,0,29.4,0,0,10.1,4,13.1,0,0,0,0,8.3,0,"Heath.shrub",0.363861386138614,10.69752516
"553","TCABEL0003",0,1.7,0,0,0,0,18.2,0,0,23.8,0,0,30.4,12.4,6.7,0,0,0,0,6.1,0,"Rush",0.306143001007049,9.3067472
"554","TCATCH0001",0,3.5,0,0,0,3.1,4.1,2,0,36.7,0,0,10.7,0.1,50.6,0.5,0,2.8,22.6,13,0,"Shrub",0.338009352037408,17.10327564
"555","TCATCH0002",0,5,0,0,0,0,16.5,0.9,0,26.1,0,0,0,0.6,0,0,0,0,0,36.5,0,"Tussock.grass",0.426401869158879,15.56366935
"556","TCATCH0003",0,0.7,0,0,0,0,2.9,0,0,29.9,0,0,24.1,42.8,25.4,0,0,0,0,27.3,0,"Sedge",0.279555845852384,11.96498824
"557","TCATCH0004",0,6.5,0,0,0,0,3.8,0,0,3.2,0,0,0,0,3.2,1.3,0,5.9,26.5,8.6,0,"Tree.Palm",0.449152542372881,11.90254125
"558","TCATCH0005",0,1.8,0,0,0,0,7.2,0,0,0,0,0,6.1,6.5,0,0,0,0,0,13.7,0,"Tussock.grass",0.388101983002833,5.3169974
"559","TCATCH0006",0,1.1,0,0,0,0,18,0.3,0,23.4,0,0,0,0.8,3.8,0,0,0,0,32.2,0,"Tussock.grass",0.404522613065327,13.02562772
"560","TCATCH0007",0,3.5,0,0,0,0,1.8,1.7,0,52,0,0,5.9,0.4,23.6,0,0,0,0,11.6,0,"Heath.shrub",0.517412935323383,26.9054708
"561","TCATCH0008",0,0.4,0,0,0,0,20.3,0,0,30.6,0,0,38.3,3.9,4.8,0,0,0,0,12.4,0,"Rush",0.345980126467931,13.25103783
"562","TCATCH0009",0,1.4,0,0,0,0,20.6,0,0,0,0,0,5,1.5,0,0,0,0,0,3.3,0,"Forb",0.647798742138365,13.34465322
"563","TCATCH0010",0,0,0,0,0,66.4,8.1,0,0,9.9,0,0,81,10.4,1.3,0,0,0,0,7.3,0,"Rush",0.439262472885033,35.5802625
"564","TCATCH0011",0,0,0,0,0,0,2.9,0,0,0.2,0,0,0,0.1,1.6,0.1,0,0,29.2,1.7,0,"Tree.Palm",0.815642458100559,23.816761
"565","TCATCH0012",0,9.4,0,0,0,0,37.4,0,0,0,0,0,3.4,10.5,0,0,0,0,0,57.5,0,"Tussock.grass",0.486463620981387,27.971657
"566","TCATNM0001",0,0,0,0,0,0,61.8,0,0,6.7,0,0,1.3,0.1,8.5,0,0,0,48.7,4.4,0.1,"Forb",0.469604863221884,29.02158282
"567","TCATNM0002",0,20.4,0,0,0,0,8.3,0,0,0.6,0,0,0.8,7.2,0.1,0,0,0,23.4,55.8,0,"Tussock.grass",0.478559176672384,26.70360336
"568","TCATNM0003",0,16,0,0,0,0,9.5,0,0,17.2,0,0,1.6,0,0.1,0,0,0,25,41.8,0,"Tussock.grass",0.37589928057554,15.71259074
"569","TCATNM0004",0,10.6,0,0,0,0,34.5,0,0,0,0,0,14.8,1.2,10.4,0,0,0,27.3,7.4,0,"Forb",0.324858757062147,11.2076286
"570","TCATNM0005",0,2.6,0,0,0,1.1,4.4,0,0,0.1,0,0,0.3,10.1,0.4,0,0,0,3.7,43.9,0,"Tussock.grass",0.659159159159159,28.93708888
"571","TCATNM0006",0,1.6,0,0,0,0,8.8,0,0,0,0,0,51.4,0.1,0.3,0,0,0,1.8,28.1,0,"Rush",0.558089033659066,28.6857746
"572","VCAAUA0001",0,0,0,0,0,0.2,39.5,0,0,30.4,0,0,0.1,1.9,0.1,0,0,0,0,35.1,0,"Forb",0.368126747437092,14.54100465
"573","VCAAUA0002",0,0,0,0,0,0,32.1,0,0,16,0,0,0,2.9,0,0,0,0,0,50.7,0,"Tussock.grass",0.498525073746313,25.27522257
"574","VCAAUA0003",0,61.5,0,0,0,0,16.2,0,0,21,0,0,0,46.7,0,0,0,0,0,1.5,0,"Bryophyte",0.418652144315861,25.74710415
"575","VCAAUA0004",0,0,0,0,0,0,39.6,0,0,3.7,0,0,0,0.7,50,0,0,0,14.8,28.2,0,"Shrub",0.364963503649635,18.248175
"576","VCAAUA0005",0,0,0,0,0,0,29.9,0,0,17.2,0,0,0,3.4,0,0,0,0,0,60,0,"Tussock.grass",0.542986425339366,32.579184
"577","VCAAUA0006",0,0.1,0,0,0,0,27.4,0,0,7.6,0,0,0,44,0.1,0,0,0,0,41.7,0,"Sedge",0.363937138130687,16.0132324
"578","VCAAUA0007",0,0,0,0,0,0,52.4,0.1,0,2,0,0,0,6.4,0,0,0,0,0,36.5,0,"Forb",0.537987679671458,28.19055548
"579","VCAAUA0008",0,0,0,0,0,0,7.8,0.7,0,74.3,0,0,0,1.1,4.4,0,0,0,40.6,30.2,0,"Heath.shrub",0.467001885606537,34.69824117
"580","VCAAUA0009",0,0,0,0,0,0,16.6,0,0,70.8,0,0,0,2.9,7.6,0,0,0,9.3,26,0,"Heath.shrub",0.531531531531532,37.6324302
"581","VCAAUA0010",0.4,0,0,0,0,0,64,0,0,9,0,0,0,4.4,0,0,0,0,0,53.2,0,"Forb",0.488549618320611,31.2671744
"582","VCAAUA0011",0,0,0,0,0,0,47.1,0,0,0,0,0,0,21,0.4,0,0,0,0,88.9,0,"Tussock.grass",0.564803049555273,50.2109867
"583","VCAAUA0012",0,3.1,0,0,0,0,35.4,0,0,1,0,0,0,24.7,0.2,0,0,0,0,71.1,0,"Tussock.grass",0.524723247232472,37.30781952
"584","VCAAUA0013",0,0,0,0,0,0,38.8,2,0,0,0,0,0.3,10.2,3.3,0,0,0,0,85.2,0,"Tussock.grass",0.609442060085837,51.92446692
"585","VCAAUA0014",0,0,0,0,0,0,28.7,0,0,16.6,0,0,0,3.2,0,0,0,0,0,73,0,"Tussock.grass",0.60082304526749,43.860079
"586","VCAAUA0015",0,0.3,0,0,0,0,34,0,0,29.2,0,0,0,7.2,0.5,0,0,0,1.2,76.8,0,"Tussock.grass",0.514745308310992,39.53243904
"587","VCAMDD0001",0,0,20.9,0,0,0,2.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,"Chenopod",0.881856540084388,18.43080085
"588","VCAMDD0002",0,0,15.6,0,0,0,7.3,0,0,0,0,0,0,0,0.2,0,0,0,9.5,1.4,0,"Chenopod",0.458823529411765,7.1576466
"589","VCAMDD0003",0,0,1.4,0,0,0,0.5,0,0,0,0.7,0.3,0,0,2.2,9.6,0,16.2,0,0,0,"Tree.Mallee",0.524271844660194,8.49320316
"590","WAAAVW0001",0,0,0,0,0,0,2.2,0,0,5.1,0,0,0.2,19.3,28.5,1.2,0,0,0,0.5,0,"Shrub",0.5,14.25
"591","WAAAVW0002",0,0,0,0,0,0,5.6,0,0,9.1,0,0,0,5.8,29.3,0.5,0,0,0,0,0.1,"Shrub",0.581349206349206,17.03353156
"592","WAAAVW0003",0,0,0,0,0,0,2.4,0,0,0.1,0,0,0.1,0.4,4.9,0,0,0,32.7,0.6,0,"Tree.Palm",0.793689320388349,25.95364011
"593","WAAAVW0004",0,0,0,0,0,0,2.5,0,0,0.9,0,0,0,0.5,4.1,0,0,0,33.2,1.2,0.2,"Tree.Palm",0.779342723004695,25.87417764
"594","WAAAVW0005",0,0,0,0,0,0,3.6,0,0,0.4,0,0,0.4,0,4.6,0,0,0,16.7,0.1,0.1,"Tree.Palm",0.644787644787645,10.76795292
"595","WAAAVW0006",0,0,0,0,0,3.1,31.9,0,0,2.1,0,0,0,0,18.8,0,0,0,1.2,1.2,3.3,"Forb",0.517857142857143,16.51964149
"596","WAAAVW0007",0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,23.1,0,0,0,0,0.4,0.2,"Heath.shrub",0.529761904761905,14.14464273
"597","WAACAR0001",0,0,15,0,0.1,0,5.9,0,0,0,0,0,0,0,10,0,0,0,14.2,0.1,0,"Chenopod",0.33112582781457,4.966887
"598","WAACAR0002",0,0,0.3,0,0,0,2.8,0,0,0,4.3,0,0,0,3.7,0,0,25.1,0.1,0,0,"Tree.Mallee",0.691460055096419,17.35564851
"599","WAACAR0003",0,0,0.9,0,0,0,13.4,0,0,0,0,0,0,0,41.1,0,0,0,1.7,0,1.8,"Shrub",0.697792869269949,28.67928819
"600","WAACAR0004",0,0,16.9,0,0,0,8.4,0,0,0,0,0,0,0,0.1,0,0,0,0,2.6,0,"Chenopod",0.603571428571429,10.20035666
"601","WAACEK0001",0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.5,0,0,0,18.8,3.6,0,"Tree.Palm",0.813852813852814,15.30043264
"602","WAACEK0002",0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.3,0.9,0,0,0,1.9,63,0.5,"Tussock.grass",0.926470588235294,58.3676478
"603","WAACEK0003",0,0,0,0,0,0,6.2,0,0,0,31.3,0,0,0,1.6,0,0,0,7,18.5,0,"Hummock.grass",0.484520123839009,15.16547913
"604","WAACOO0001",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,73.6,0,0,1.5,0,0,0,"Shrub",0.978723404255319,72.03404224
"605","WAACOO0002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,"Shrub",1,1.1
"606","WAACOO0003",0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.3,55.4,0,0,11.2,0.3,0,0,"Shrub",0.81112737920937,44.93645796
"607","WAACOO0004",0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.2,53.2,0,0,6.9,3.5,0,0.1,"Shrub",0.823529411764706,43.81176408
"608","WAACOO0005",0,0,0,0,0,3.6,12,0,0,0,0,0,0,8.8,11.8,0,0,0,0,24.4,0.1,"Tussock.grass",0.401976935749588,9.80823636
"609","WAACOO0006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,0,18.4,5.3,0,0,"Shrub",0.594178082191781,20.61798007
"610","WAACOO0007",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,43.6,0,0,14.4,0.4,0.2,0,"Shrub",0.742759795570698,32.38432728
"611","WAACOO0008",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,13.9,0,0,26.1,0.6,4.9,0,"Tree.Mallee",0.568627450980392,14.84117775
"612","WAACOO0009",0,0,0,0,0,0.4,15.1,0,0,0,1.4,0,0,0.6,28.9,0,0,0,0,1.4,0,"Shrub",0.604602510460251,17.47301225
"613","WAACOO0010",0,0,0,0,0,0.1,9,0,0,0,0,0,0,5.2,7,0,0,0.9,0.8,16.1,0,"Tussock.grass",0.411764705882353,6.62941167
"614","WAACOO0011",0,0,0,0,0.2,0,0.2,0,0,0,0.1,0,0,0,16.5,0,0,0,5.1,0.1,0,"Shrub",0.743243243243243,12.2635128
"615","WAACOO0012",0,0,6.1,0,0,0,1.8,0,0,0,0,0,0,0,14.8,0,0,8,21.5,0.1,0,"Tree.Palm",0.411089866156788,8.83843285
"616","WAACOO0016",0,0,0,0,0,0,0.4,0,0,0,15.1,0,0,24.9,44.7,1.5,0,0,2.6,0,1.3,"Shrub",0.493922651933702,22.07834469
"617","WAACOO0017",0,0,0,0,0,0,0,0,0,0,13.4,0,0,35,38.9,1,0,0,11.1,0.1,0,"Shrub",0.390954773869347,15.20814172
"618","WAACOO0018",0,0,0,0,0,0,0.2,0,0,0,13.3,0,0,31,60.2,0,0,0,9.3,0.2,0.4,"Shrub",0.525305410122164,31.62338508
"619","WAACOO0019",0,0,0,0,0,0,0.1,0,0,0,17.3,0,0,49.9,40.4,0,0,0,4.7,0.1,0.2,"Sedge",0.442768411712511,22.09414316
"620","WAACOO0020",0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,14.2,0,0,4.7,10.1,0.6,0,"Shrub",0.452229299363057,6.42165606
"621","WAACOO0021",0,0,1.3,0,0,0,1.5,0,0,0,0,0,0,0,11.4,0,0,0,11.3,0,0,"Shrub",0.447058823529412,5.09647032
"622","WAACOO0022",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.9,0,0,16.2,28.9,0,0,"Tree.Palm",0.625541125541126,18.07813779
"623","WAACOO0023",0,0,0.1,0,0,0,0.7,0,0,0,0,0,0,0,10.3,0,0,0,19.9,0.6,0,"Tree.Palm",0.629746835443038,12.53196132
"624","WAACOO0024",0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,66.7,0,0,0,3.5,0.5,0,"Shrub",0.93943661971831,62.66042122
"625","WAACOO0025",0,0,1.5,0,0,0,18.5,0,0,0,0,0,0,0,25.6,0,0,0,0,6.8,14.9,"Shrub",0.38038632986627,9.73788928
"626","WAACOO0026",0,0,0,0,0,0,0,0,0,0,34.3,0,0,0,50,3.8,0,0,3,0,0.1,"Shrub",0.548245614035088,27.41228
"627","WAACOO0027",0,0,0,0,0,0,0.1,0,0,0,29.6,0,0,5.4,40.3,4,0,0,1,0,0,"Shrub",0.501243781094527,20.20012514
