"","site_location_name","Aquatic","Bryophyte","Chenopod","Cycad","Epiphyte","Fern","Forb","Fungus","Grass.tree","Heath.shrub","Hummock.grass","NC","Rush","Sedge","Shrub","Shrub.Mallee","Tree.fern","Tree.Mallee","Tree.Palm","Tussock.grass","Vine","grass","shrub","tree","vegetation_type"
"33","NSACHC0002",0,0,7.7,0,0,0,0.6,0,0,0,0,0,0,0.7,2.5,0,0,0,15.1,1,0,2.3,10.2,15.1,"tree"
"34","NSACHC0003",0,0,5.7,0,0,0,0.9,0,0,0,0,0,0,0,0.6,0,0,0,16.2,0.2,0,1.1,6.3,16.2,"tree"
"35","NSACHC0004",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0.9,0.6,0,0.6,24.1,0.9,"shrub"
"36","NSACOP0001",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,12.4,0.1,0,1.2,0,12.4,"tree"
"37","NSACOP0002",0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,31.3,0.2,0,0.3,0.4,31.3,"tree"
"38","NSAMDD0001",0,0,9.2,0,0,0,39.2,0.2,0,0,0,1.3,0,0,0,0,0,0,0,0.9,0,40.1,9.2,0,"grass"
"39","NSAMDD0002",0,0,1.7,0,0,0,0.1,0,0,0,17.3,0,0,0,0.9,0.3,0,42.8,0,0.2,0,17.6,2.9,42.8,"tree"
"40","NSAMDD0003",0,0,13.4,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0.2,0.6,0,0,5,58.4,0.8,"shrub"
"41","NSAMDD0004",0,0,17.2,0,0,0,12.2,0,0,0,0,0,0,0,2,0,0,0,11,0.4,0,12.6,19.2,11,"shrub"
"42","NSAMDD0005",0,0,4.2,0,0,0,3.9,0,0,0,0,0.3,0,0,1.3,0,0,24.7,0,0.1,0,4,5.5,24.7,"tree"
"43","NSAMDD0006",0,0,29.2,0,0.1,0,1.2,0,0,0,0,0,0,0,0.3,0,0,0,11.8,0.2,0,1.4,29.5,11.8,"shrub"
"44","NSAMDD0007",0,0,0.9,0,0,0,0,0,0,0,8.8,0,0,0,19.1,3.5,0,12.5,1.4,0,0,8.8,23.5,13.9,"shrub"
"45","NSAMDD0008",0,0,5.6,0,0,0,0.4,0,0,0,0,0,0,0,26,0,0,0,2.9,0.4,0.1,0.8,31.7,2.9,"shrub"
"46","NSAMDD0009",0,0,1.8,0,0.7,0,0,0,0,0,0,0,0,0,1.9,0,0,0,30.2,0,0.1,0,3.8,30.2,"tree"
"47","NSAMDD0010",0,0,22.3,0,0,0,33.6,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0.4,0,34,22.8,0.3,"grass"
"48","NSAMDD0011",0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,1.3,0.1,0,15,0,0,0,11.7,1.4,15,"tree"
"49","NSAMDD0012",0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,"shrub"
"50","NSAMDD0013",0,0,6.7,0,0,0,5.2,0,0,0,4.8,0,0,0,4.4,0.3,0,11.5,0.1,0,1.3,10,12.7,11.6,"shrub"
"51","NSAMDD0014",0,0,0.2,0,0,0,0,0,0,0,32.5,0,0,0,1.8,0.5,0,22.3,1.8,0,0,32.5,2.5,24.1,"grass"
"52","NSAMDD0015",0,0,1.3,0,0,0,0,0,0,0,0,0.1,0,0,5.8,0,0,0,25,0.1,0,0.1,7.1,25,"tree"
"53","NSAMDD0016",0,0,8,0,0,0,26.1,0,0,0,0,0,0,0,3.1,0,0,0,0,1.7,0,27.8,11.1,0,"grass"
"54","NSAMDD0017",0,0,1.6,0,0.1,0,2.9,0,0,0,0,0,0,0,6.9,0,0,0,24,0.1,0,3,8.5,24,"tree"
"55","NSAMDD0018",0,0,0.8,0,0.3,0,0.7,0,0,0,0.3,0,0,0,21.8,1.9,0,28.2,3.4,0.7,0.2,1.7,24.7,31.6,"tree"
"56","NSAMDD0019",0,0,0.3,0,0,0,18.1,0,0,0,0,0.5,0,0.6,0,0,0,0,1,15.9,0,34.6,0.3,1,"grass"
"57","NSAMDD0020",0,0,1.9,0,0,0,10.3,0,0,0,0,0,0,0,2.3,0,0,0,26.1,1,0,11.3,4.2,26.1,"tree"
"58","NSAMDD0021",0,0,1.5,0,0,0,10.6,0,0,0,0,0,0,0,2.5,0,0,0,10.6,6.2,0,16.8,4,10.6,"grass"
"59","NSAMDD0022",0,0,0.3,0,0,0.1,0.5,0,0,0,0,0,0,0,36.5,14.4,0,17.1,0.9,1.1,0,1.6,51.2,18,"shrub"
"60","NSAMDD0023",0,0,6.8,0,0.1,0,18.5,0,0,0,0,0,0,0,3,0,0,0,13,1.2,0.1,19.7,9.9,13,"grass"
"61","NSAMDD0024",0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,1,6.4,0,12.4,24,1,"shrub"
"62","NSAMDD0025",0,0,0.5,0,0,0,9.2,0,0,0,0,0,0,0,2.2,0,0,0,16,0.1,0,9.3,2.7,16,"tree"
"63","NSAMDD0026",0,0,0.1,0,0,0,16.2,0,0,0,0,0,0,0,7.4,0,0,0,0,0.2,0,16.4,7.5,0,"grass"
"64","NSAMDD0027",0,0,0.8,0,0.1,0.4,0.4,0,0,0,0,0.1,0,0,2.2,0,0,0,29.4,0.4,0,0.8,3,29.4,"tree"
"65","NSAMDD0028",0,0,9.5,0,0,0,0.8,0,0,0,0,0,0,0,17.9,0,0,0,0,1.1,0,1.9,27.4,0,"shrub"
"66","NSAMDD0029",0,0,5,0,0,0,3.6,0,0,0,0,0,0,0,11.3,0,0,0,0,8.2,0.1,11.8,16.4,0,"shrub"
"67","NSAMDD0030",0,0,9.4,0,0,0,2.5,0,0,0,0,0,0,0,1.3,0,0,0,18,0.8,0,3.3,10.7,18,"tree"
"68","NSAMDD0031",0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,24,0,0,0,11.8,0,0,0.6,24,11.8,"shrub"
"69","NSAMDD0032",0,0,0.6,0,0,0,5.4,0,0,0,0,0,0,0,3.1,0,0,0,35.1,0.2,0,5.6,3.7,35.1,"tree"
"70","NSAMUL0001",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.3,0.1,0,0.1,24.4,0.3,"shrub"
"71","NSAMUL0002",0,0,2.3,0,0,0,2.9,0,0,0,0,0,0,0,15.2,0,0,0,19.2,0,0,2.9,17.5,19.2,"tree"
"72","NSAMUL0003",0,0,0.3,0,0,1.8,0.4,0,0,0,0,0,0,0,7.3,0,0,0,16.4,0.2,0,0.6,7.6,16.4,"tree"
"73","NSAMUL0004",0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,41.8,0.3,0,0.5,0.5,41.8,"tree"
"74","NSANAN0001",0,0,0,0,0,0,2.1,0,0,3.4,0,0,4.6,0,4.4,0,0,0,66.1,31.7,0,38.4,7.8,66.1,"tree"
"75","NSANAN0002",0,0,0,0,0,0,1.1,0,0,0,0,0,0.6,0,3,0,0,0,48.2,4,0,5.7,3,48.2,"tree"
"76","NSANET0001",0,0,0,0,0,0,0.9,0,0.6,4.5,0,0,0.2,6.5,15.9,0,0,0,50.4,2.8,0,10.4,21,50.4,"tree"
"77","NSANSS0001",0,0,0,0,0,0.2,0.1,0,0.2,0,0,0,8,23,2.6,0,0,0,68.9,2.3,0,33.4,2.8,68.9,"tree"
"78","NSANSS0002",0,0,0,0,0,0,3.2,0,0,0.5,0,0,0.1,0.1,2.8,0,0,0,67.3,2.7,0,6.1,3.3,67.3,"tree"
"79","NSTNSS0001",0,0,0,0,0,0,2.8,0,0,0,0,0,0.9,0,6.5,0,0,0,53.7,1.9,0,5.6,6.5,53.7,"tree"
"80","NSTSYB0001",0,0,0,0,0,0.3,16.1,0,0,0,0,0,0,9.9,79.9,0.2,0,0,42.4,0.6,0.8,26.6,80.9,42.4,"shrub"
"81","NSTSYB0002",0,0,0,0,0.1,0.8,2.3,0,0,0,0,0,0,15.3,76.4,0,0,0,79,0.6,0.2,18.2,76.6,79,"tree"
"82","NSTSYB0003",0,0,0,0,0,0.1,2.7,0,0,0,0,0,0,11.6,69.1,0,0,0,70.1,0.6,0,14.9,69.1,70.1,"tree"
"83","NSTSYB0004",0,0,0,0,0,0.9,8.2,0,0,0,0,0,2.9,7.7,61.3,0,0,0,94.4,2.4,0.5,21.2,61.8,94.4,"tree"
"84","NSTSYB0005",0,0,0,0,0,0.5,14.5,0,0,0,0,0,1.2,17.2,51.1,0,0,0,51.7,0.9,0.6,33.8,51.7,51.7,"shrub"
"85","NSTSYB0006",0,0,0,0,0,4.3,4.7,0,0,0,0,0,0,0,38.4,0,0,0,60.9,2.2,0,6.9,38.4,60.9,"tree"
"86","NSTSYB0007",0,0,0,0,0.3,0,3.8,0,0,0,0,0,0,1.3,22.3,0,0,0,64.1,41.3,0,46.4,22.3,64.1,"tree"
"87","NSTSYB0008",0,0,0,0,0,0,2.8,0,0,0,0,0,3.9,0,3,0,0,0,64.9,22.3,0,29,3,64.9,"tree"
"88","NSTSYB0009",0,0,0,0,0,0.4,19.7,0,0,0,0,0,0,25.7,58.8,0.7,0,0,27,0.4,0,45.8,59.5,27,"shrub"
"89","NTAARP0001",0,0,0,0,0,0,4.9,0,0,0,8.5,0,0,0.4,7.3,0,0,0,52.3,23.8,0,37.6,7.3,52.3,"tree"
"90","NTAARP0002",0,0,0,0,0,0,4.7,0,0,0,4.3,0,0.5,3.6,6.4,0,0,0,24.2,20.5,0.2,33.6,6.6,24.2,"grass"
"91","NTAARP0003",0,0,0,0,0.1,0,0.6,0,0,0.1,0.9,0,0,0,3.7,0,0,0,20.2,6.9,0.3,8.4,4.1,20.2,"tree"
"92","NTAARP0004",0,0,0,0,0,0,1.8,0,0,0,0,0,1.15,0.05,16.6,0,0,0,28.5,36.45,3.25,39.45,19.85,28.5,"grass"
"93","NTAARP0005",0,0,0,0,0,0,6.75,0,0,0,23.35,0,0.4,0.85,26.6,0,0,0,42.5,7.55,0.25,38.9,26.85,42.5,"tree"
"94","NTABRT0001",0,0,0.2,0,0,0.05,2.5,0,0,0,0.5,0,0,0,28.55,0,0,0,8.4,21.45,0.5,24.45,29.25,8.4,"shrub"
"95","NTABRT0002",0,0,0.4,0,0,0.35,3.8,0,0,0,0,0,0,0,37.2,0,0,0,12,18.65,0,22.45,37.6,12,"shrub"
"96","NTABRT0003",0,0,0.05,0,0,0.1,4.95,0,0,0,10.5,0,0,0,20.85,0,0,0,11.4,18.3,0,33.75,20.9,11.4,"grass"
"97","NTABRT0004",0,0,0.7,0,0,0,6.4,0,0,0,2,0,0,0,29.75,0,0,0,0,15.25,0,23.65,30.45,0,"shrub"
"98","NTABRT0005",0,0,0,0,0,0,6.5,0,0,0,11.1,0,0,0,1.75,0,0,0,1.15,20,0,37.6,1.75,1.15,"grass"
"99","NTABRT0006",0,0,0,0,0,0,12.15,0,0,0,0.75,0,0,0,33.1,0,0,0,1.05,16.85,0.3,29.75,33.4,1.05,"shrub"
"100","NTABRT0007",0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,1,0,0,0,0.3,34,0,38.2,1,0.3,"grass"
"101","NTABRT0008",0,0,0,0,0,0,4.5,0,0,0,6.3,0,0,0,17.5,0.1,0,0,0,0.1,0,10.9,17.6,0,"shrub"
"102","NTADAC0001",0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,22.4,0,0,0,30.4,97.4,2,98.7,24.4,30.4,"grass"
"103","NTADAC0002",0,0,0,0,0,0,15.9,0,0,0,0,0,0,0.1,25.4,0,0,0.1,28.3,24.7,0,40.7,25.4,28.4,"grass"
"104","NTADMR0001",0,0,0,0,0,0,0.1,0,0,0.1,19,0,0,1.9,4.5,0,0,0,0.1,1.2,0.3,22.2,4.9,0.1,"grass"
"105","NTADMR0002",0,0,0,0,0,0,0.7,0,0,0,24,0,0,0.2,1.4,1.5,0,0.4,0,0.6,0,25.5,2.9,0.4,"grass"
"106","NTAFIN0001",0,0,0.266666666666667,0,0,0,5.6,0,0,0,0.3,0,0,2.06666666666667,1.26666666666667,0,0,0,0.166666666666667,7.9,0.333333333333333,15.8666666666667,1.86666666666667,0.166666666666667,"grass"
"107","NTAFIN0002",0,0,2.53333333333333,0,0.0333333333333333,0,2.43333333333333,0,0,0,6.36666666666667,0,0,0.9,13.2333333333333,0,0,0.0333333333333333,13.6333333333333,32.6333333333333,0,42.3333333333333,15.7666666666667,13.6666666666667,"grass"
"108","NTAFIN0003",0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,4.16666666666667,0,0,0,13.4,9.8,0.0666666666666667,10.4666666666667,4.23333333333333,13.4,"tree"
"109","NTAFIN0004",0,0,0.533333333333333,0,0,0.4,2.63333333333333,0,0,0,1.93333333333333,0,0,0,37.4333333333333,0,0,0,6.16666666666667,12,0.0666666666666667,16.5666666666667,38.0333333333333,6.16666666666667,"shrub"
"110","NTAFIN0005",0,0,2.36666666666667,0,0,0,0.333333333333333,0,0,0,0.0333333333333333,0,0,2.76666666666667,8.53333333333333,0,0,0.0333333333333333,2.76666666666667,11.0666666666667,0.0666666666666667,14.2,10.9666666666667,2.8,"grass"
"111","NTAFIN0006",0,0,0.333333333333333,0,0,0,5.03333333333333,0,0,0,1.6,0,0,0.0666666666666667,1.43333333333333,0,0,0,0.166666666666667,5.53333333333333,0,12.2333333333333,1.76666666666667,0.166666666666667,"grass"
"112","NTAFIN0007",0,0,4.8,0,0,0,3.83333333333333,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0.2,10.4333333333333,0,14.2666666666667,6.13333333333333,0.2,"grass"
"113","NTAFIN0008",0,0,0.0333333333333333,0,0,0,0.466666666666667,0,0,0,13.6,0,0,0,2.7,0,0,0,0,16.1666666666667,0.0333333333333333,30.2333333333333,2.76666666666667,0,"grass"
"114","NTAFIN0009",0,0,0.3,0,0,0,1.83333333333333,0,0,0,5.5,0,0,0,14.2,0.233333333333333,0,0.0666666666666667,2.66666666666667,3.73333333333333,0.166666666666667,11.0666666666667,14.9,2.73333333333333,"shrub"
"115","NTAFIN0010",0,0,0.866666666666667,0,0,0,6.23333333333333,0,0,0,6.93333333333333,0,0,0,4.6,0,0,0,0.1,4.86666666666667,0.2,18.0333333333333,5.66666666666667,0.1,"grass"
"116","NTAFIN0011",0,0,0.666666666666667,0,0,0,3.73333333333333,0,0,0,12.6333333333333,0,0,0,16.4333333333333,0,0,0,1.26666666666667,14.1333333333333,0.0333333333333333,30.5,17.1333333333333,1.26666666666667,"grass"
"117","NTAFIN0012",0,0,6.3,0,0,0,1.3,0,0,0,0,0,0,5,0,0,0,0,0,36,0,42.3,6.3,0,"grass"
"118","NTAFIN0013",0,0,2.2,0,0,0,1.6,0,0,0,0,0,0,0.1,7.9,0,0,0,24.1,6.8,0.5,8.5,10.6,24.1,"tree"
"119","NTAFIN0014",0,0,0.9,0,0.1,0,0.6,0,0,0,25.9,0,0,0,1.7,0,0,0,6.7,11.2,0,37.7,2.6,6.7,"grass"
"120","NTAFIN0015",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1,0,0,0,31.1,12.6,0,13.6,3.1,31.1,"tree"
"121","NTAFIN0016",0,0,4,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,25.6,0,26,4.1,0,"grass"
"122","NTAFIN0017",0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,12.2,23.3,0,23.7,0,12.2,"grass"
"123","NTAFIN0018",0,0,5.3,0,0,0,0.2,0,0,0,0,0,0,0,19.8,0,0,0,0.1,9.7,0,9.9,25.1,0.1,"shrub"
"124","NTAFIN0019",0,0,1.8,0,0.1,0,1,0,0,0,0,0,0,0,2.5,0,0,0,11.2,43.1,0,44.1,4.3,11.2,"grass"
"125","NTAFIN0020",0,0,0.1,0,0,0,1.9,0,0,0,16.7,0,0,0,0.1,0,0,0,7.4,28.6,0,47.2,0.2,7.4,"grass"
"126","NTAFIN0021",0,0,4.3,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,7.6,0,7.9,4.6,0,"grass"
"127","NTAFIN0022",0,0,0.2,0,0,0,1.9,0,0,0,0,0,0,0,16.9,0,0,0,0,8.8,0,10.7,17.1,0,"shrub"
"128","NTAFIN0023",0,0,0.8,0,0.3,0,0,0,0,0,25.3,0,0,0,5.1,0,0,10.1,0,3.7,0,29,5.9,10.1,"grass"
"129","NTAFIN0024",0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,12.9,1.4,0,1.4,12.2,12.9,"tree"
"130","NTAFIN0025",0,0,1.8,0,0,0,0.7,0,0,0,0,0,0,1.5,12.4,0,0,0,0,20.4,0,22.6,14.2,0,"grass"
"131","NTAFIN0026",0,0,1.6,0,0,0,6.7,0,0,0,0,0,0,0,19.4,0,0,0,0.2,26.7,0,33.4,21,0.2,"grass"
"132","NTAFIN0027",0,0,0.1,0,0,0,3.8,0,0,0,0,0,0,0,0.6,0,0,0,0,40.3,0,44.1,0.7,0,"grass"
"133","NTAFIN0028",0,0,7.5,0,0,0,0.7,0,0,0,0,0,0,0.3,0,0,0,0,0,6.3,0,7.3,7.5,0,"shrub"
"134","NTAFIN0029",0,0,2.5,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,19.8,0,21,2.5,0,"grass"
"135","NTAFIN0030",0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,3.7,43.3,0,0,0,0,7.6,0,11.9,43.9,0,"shrub"
"136","NTAFIN0031",0,0,3.9,0,0,0,1.2,0,0,0,0,0,0,0.1,10.4,0,0,0,0,3.2,0,4.5,14.3,0,"shrub"
"137","NTAFIN0032",0,0,0.2,0,0,0,0.5,0,0,0,5,0,0,0,23.8,0,0,0,0,21.6,0,27.1,24,0,"grass"
"138","NTAFIN0033",0,0,0.5,0,0,0,3.6,0,0,0,2.9,0,0,0,13.9,0,0,0,2.7,21.2,0,27.7,14.4,2.7,"grass"
"139","NTAGFU0001",0,0,0.3,0,0,0,3.1,0,0,0,0,0,0,0,9.6,0,0,5.7,0.9,40.9,0,44,9.9,6.6,"grass"
"140","NTAGFU0002",0,0,0,0,0,0,0.3,0,0,0,32.3,0,0,1.5,1.1,0,0,9.4,0,6.6,1.4,40.7,2.5,9.4,"grass"
"141","NTAGFU0003",0,0,0,0,0,0,2.8,0,0,0,6.3,0,0,0,0.5,0,0,24.7,0,18.6,0,27.7,0.5,24.7,"grass"
"142","NTAGFU0004",0,0,0,0,0,0,1.5,0,0,0,24.3,0,0,0.3,2.7,0,0,0,0.4,2.1,0,28.2,2.7,0.4,"grass"
"143","NTAGFU0005",0,0,0,0,0,0,1,0,0,0,32.6,0,0,0.5,18.7,0,0,0,14.1,7.9,0.1,42,18.8,14.1,"grass"
"144","NTAGFU0006",0,0,0,0,0,0,7.1,0,0,0,13,0,0,0,2.7,0,0,0,6.5,56.1,0.1,76.2,2.8,6.5,"grass"
"145","NTAGFU0007",0,0,0,0,0,0,0.2,0,0,0,81.2,0,0,0.4,8.9,0,0,0,0,0.6,0,82.4,8.9,0,"grass"
"146","NTAGFU0008",0,0,0.1,0,0,0,3,0,0,0,17.5,0,0,5.5,0.1,0,0,1.9,0,10.6,0,36.6,0.2,1.9,"grass"
"147","NTAGFU0009",0,0,0,0,0,0,0.1,0,0,0,22.7,0,0,0,8.9,0,0,0.1,13,13.1,0.1,35.9,9,13.1,"grass"
"148","NTAGFU0010",0,0,0,0,0.2,0,0.4,0,0,0,40.9,0,0,0,0,0,0,18.9,0,0.1,0,41.4,0,18.9,"grass"
"149","NTAGFU0011",0,0,0,0,0,0,4.4,0,0,0,17.5,0,0,0,15.2,0,0,8.6,0,31.9,0,53.8,15.2,8.6,"grass"
"150","NTAGFU0012",0,0,0,0,0,0,0.3,0,0,0,20,0,0,0.2,2.5,0,0,18.1,0,16.8,0,37.3,2.5,18.1,"grass"
"151","NTAGFU0013",0,0,0,0,0,0,2.4,0,0,0,11.7,0,0,0,27.6,0,0,2,0.2,36.9,0.2,51,27.8,2.2,"grass"
"152","NTAGFU0014",0,0,0,0,0,0,0.6,0,0,0,3.5,0,0,6.7,1.7,0,0,0,13.2,14.2,0,25,1.7,13.2,"grass"
"153","NTAGFU0015",0,0,0,0,0,0,0,0,0,0,39.2,0,0,0.3,10.2,0,0,8.9,0,9.4,0,48.9,10.2,8.9,"grass"
"154","NTAGFU0016",0,0,0,0,0,0,1.9,0,0,0,2.4,0,0,0,20.8,0,0,0.3,0.5,40.1,0,44.4,20.8,0.8,"grass"
"155","NTAGFU0017",0,0,0,0,0,0,6.6,0,0,0,1.6,0,0,4.9,32,0,0,0,4.6,43.6,0.5,56.7,32.5,4.6,"grass"
"156","NTAGFU0018",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,39.2,28.9,0,29.3,0.1,39.2,"tree"
"157","NTAGFU0019",0,0,0,0,0,0,3.1,0,0,0,11,0,0,0,10,0,0,3.4,8.4,35.1,0,49.2,10,11.8,"grass"
"158","NTAGFU0020",0,0,0,0,0,0,1.8,0,0,0,14.7,0,0,0,37.3,0,0,0.5,0.4,47.5,0.3,64,37.6,0.9,"grass"
"159","NTAGFU0021",0,0,0,0,0,0,0.1,0,0,0,22.3,0,0,0,24.9,0,0,6.1,0,15,0,37.4,24.9,6.1,"grass"
"160","NTAGFU0022",0,0,0,0,0,0,0.1,0,0,0,34.4,0,0,0,0.2,0,0,13.6,0,5.1,0,39.6,0.2,13.6,"grass"
"161","NTAGFU0023",0,0,0,0,0,0,0,0,0,0,23.9,0,0,0,50.5,0,0,0,0.9,6.2,0,30.1,50.5,0.9,"shrub"
"162","NTAGFU0024",0,0,0,0,0,0,1.8,0,0,0,28.7,0,0,0,13.8,0,0,0,4.6,6.7,0.2,37.2,14,4.6,"grass"
"163","NTAGFU0025",0,0,0,0,0,0,0.3,0,0,0,0.5,0,0,1.3,60.4,0,0,0.1,0.4,51.1,0,53.2,60.4,0.5,"shrub"
"164","NTAGFU0026",0,0,0,0,0,0,3.2,0,0,0,1.3,0,0,0.1,3.2,0,0,0,17.3,59.6,0,64.2,3.2,17.3,"grass"
"165","NTAGFU0027",0,0,0,0,0,0,7,0,0,0,4.5,0,0,1.7,18.8,0,0,0,8.3,32,0.1,45.2,18.9,8.3,"grass"
"166","NTAGFU0028",0,0,0,0,0,0,1.5,0,0,0,21,0,0,0,9.7,0,0,0,13.7,17.8,0,40.3,9.7,13.7,"grass"
"167","NTAGFU0029",0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,2.9,0,0,0,12.6,62.1,0,67.5,2.9,12.6,"grass"
