"","site_unique","time","latitude","longitude","diff","bs","pv","npv","ue","timesteps"
"19","NSABHC0011-53606","2012-09-25",-31.0253161111111,141.6780775,7,-1.37422779316044,0.786773066209623,1.14700018142444,1.01435215260284,1061
"20","NSABHC0012-53607","2012-09-25",-31.0795666666667,141.741110277778,6,-1.53598609949796,0.533194794483597,1.53478748648774,0.920039290910185,1061
"21","NSABHC0012-58022","2016-09-12",-31.0795666666667,141.741110277778,-3,NA,NA,NA,NA,NA
"22","NSABHC0013-53608","2012-09-09",-31.3239188888889,141.600803055556,-11,-1.42125441280284,1.44485182026304,0.910152151877647,0.932470585194318,1011
"23","NSABHC0014-53609","2012-09-25",-31.3311533333333,141.5914625,4,-0.746771557137577,1.01620147031343,0.270532513276113,0.242340963167164,1011
"24","NSABHC0016-57105","2013-12-17",-31.8340347222222,141.0614425,11,0.0302694245930689,-0.514261645890668,0.31506621234725,-0.0747619860622974,1011
"25","NSABHC0018-57077","2013-03-13",-32.249087,142.0537,0,-0.30726665004942,-1.00162446182326,1.09944159222141,-0.468816089950022,1973
"26","NSABHC0019-57078","2013-03-20",-32.514855,141.549646,7,-0.718283287296479,-0.917958963963906,1.6468441581459,0.689940404383991,1339
"27","NSABHC0020-57599","2013-03-20",-32.264805,141.500681,6,-1.0137684240941,-0.922760355515444,1.75094191624482,0.570868305985291,1010
"28","NSABHC0021-57098","2014-04-24",-32.120072,141.868274,5,-1.03479927258626,0.756699995762462,0.716523354385411,0.962839105739762,1973
"29","NSABHC0022-57086","2014-04-17",-30.666082,142.472433,-2,0.37987297639352,-0.527584890780281,-0.104804494840147,-0.28708140849662,2000
"30","NSABHC0023-57099","2014-04-25",-31.34395,142.136552777778,4,-1.37061784489021,2.60774069168089,-0.270893483344362,0.466353709662865,1973
"31","NSABHC0024-57100","2014-04-25",-31.3467916666667,142.148516666667,3,-1.91929915205668,3.40760297154883,-0.00632044258585102,0.622337611184444,1973
"32","NSABHC0026-57102","2014-05-27",-31.778032,142.268019,-8,-1.86371447767277,3.28311171277389,-0.894925551760008,1.40380417735886,1970
"33","NSABHC0028-58027","2016-09-12",-31.0659777777778,141.717325,0,-1.57269238503534,0.975046498647112,0.736591346426803,1.17393432083846,1061
"34","NSABHC0029-58028","2016-09-12",-31.0621666666667,141.669402777778,0,-0.980092126497611,1.30199290554023,-0.581213941069812,1.22766599386669,1061
"35","NSACHC0001-58574","2018-04-19",-29.4453861111111,142.264755555556,2,1.28739694913627,-0.555183417834254,-1.04733467328022,-0.622817298470979,1034
"36","NSACHC0002-58558","2018-04-19",-29.3067333333333,142.180561111111,2,0.505967915350791,-0.290686573851534,-0.158503331366594,-0.558702197526956,1034
"37","NSACHC0003-58575","2018-04-19",-29.2130861111111,141.895477777778,1,0.488277575305068,-0.454136266006409,0.186663239568549,-0.37741330296528,1035
"38","NSACHC0004-58576","2018-04-19",-29.06618333,141.8645194,1,0.696919827950941,-0.495782786817897,-0.466738367079476,-0.427524108751778,1035
"39","NSACOP0001-58551","2018-04-06",-32.5910611111111,145.540680555556,-4,0.259031284686332,-0.502405566921871,0.489400717642515,-0.516226255279003,1000
"40","NSACOP0002-58552","2018-04-14",-32.6045194444444,145.665288888889,3,1.32831123621207,-1.22619605224597,-0.322976415623433,-0.549375638902349,1000
"41","NSAMDD0001-56965","2014-06-04",-34.1839194444444,142.560225,8,-1.47089297219606,3.27235506596379,-2.84219892069798,1.00016891036222,1022
"42","NSAMDD0002-56952","2014-05-19",-34.2048166666667,142.602588888889,-9,-1.6625687566764,1.40744145469861,0.903559751773619,0.924970007040769,1251
"43","NSAMDD0003-56968","2014-05-19",-34.2075416666667,142.604063888889,-9,-1.64845069448481,1.40672694059482,0.910568611974043,0.827149087324899,1287
"44","NSAMDD0004-56953","2014-05-11",-34.1653666666667,142.5594,-18,-1.13034271693477,1.3188364944537,-0.32371085627065,1.29324476882698,1015
"45","NSAMDD0005-56969","2014-05-28",-33.6561944444444,143.203866666667,-2,-1.5259406828027,0.563666265555814,1.8150223234832,1.87808186129056,1964
"46","NSAMDD0006-56954","2014-05-28",-33.6643194444444,143.166536111111,-2,-1.30512090900414,0.940676925976179,0.296568966999685,1.94921122104737,1964
"47","NSAMDD0007-56970","2014-05-10",-33.3799805555556,141.160811111111,-20,-1.61574902913333,1.00665544944404,1.51122781811829,1.5215630363211,996
"48","NSAMDD0008-56955","2014-05-10",-33.4309611111111,141.072030555556,-22,-2.23179492509033,2.68534477534387,1.17171484043894,1.98845191610869,995
"49","NSAMDD0009-56971","2014-05-10",-33.4404944444444,141.065522222222,-22,2.53717836265089,0.305669698751155,-4.66461542854184,-1.25480155664743,995
"50","NSAMDD0010-56956","2014-06-03",-33.4076027777778,141.293472222222,1,-1.58709446503666,2.47910820982088,-0.894861391809931,4.11966655324865,1306
"51","NSAMDD0011-56981","2014-05-10",-33.4388194444444,141.012675,-23,-1.24213823562132,0.496002006180704,1.34967872474044,0.982918342410747,995
"52","NSAMDD0012-56957","2014-06-03",-33.2631611111111,141.266244444444,0,-0.463748656120417,1.62360802893763,0.138029956102233,0.72998191817662,1018
"53","NSAMDD0013-56982","2014-05-10",-33.2376527777778,141.106466666667,-25,-0.536495652584981,0.454129855146538,0.403057473253714,0.326309452932511,995
"54","NSAMDD0014-56963","2014-06-03",-33.1679388888889,141.191816666667,-1,-0.303888424924904,-0.280615457580722,0.597530722982382,1.98692435792852,996
"55","NSAMDD0015-57636","2014-05-10",-33.3118222222222,141.090063888889,-26,-1.49870954879736,1.78152574130303,-0.0032531004126229,1.32745905823668,995
"56","NSAMDD0016-56973","2014-05-10",-33.2822888888889,141.089808333333,-26,-2.28374596287924,3.32965484164849,0.138233786366356,1.685813081273,995
"57","NSAMDD0017-57080","2014-08-09",-33.6687638888889,145.566383333333,3,-1.26994932365038,1.03142890223119,0.0271509185356605,0.731071778125113,1000
"58","NSAMDD0018-56976","2014-08-01",-33.5672333333333,145.784008333333,-5,-0.480279934148997,0.60515531700315,-0.0448281063093767,0.63416269543914,1008
"59","NSAMDD0019-57081","2014-08-01",-33.1921472222222,145.699369444444,-6,-0.820324906719016,0.612369195681801,0.406805919435992,0.558749224971101,1000
"60","NSAMDD0020-56984","2014-08-09",-33.2068027777778,145.708558333333,2,0.0392672732055389,-0.261539531240829,0.333488356540855,-0.412579113679478,1000
"61","NSAMDD0021-57082","2014-08-01",-33.2008361111111,145.717186111111,-7,-0.658938253653448,0.460371811152265,0.328355467080345,0.511762498720319,1000
"62","NSAMDD0022-56985","2014-08-01",-33.2252222222222,145.760172222222,-8,-0.338419384048934,0.438549868610695,-0.195713042983708,0.628370155345498,1000
"63","NSAMDD0023-57083","2014-08-08",-32.6900916666667,144.649777777778,-2,-0.840275018689456,0.782559500003951,-0.085696174465654,0.720407371993971,1545
"64","NSAMDD0024-56986","2014-08-08",-32.6822083333333,144.627461111111,-2,-0.100673627612419,-0.14537239767792,0.344344244311815,0.569591474026799,1461
"65","NSAMDD0025-57084","2014-08-08",-31.6085916666667,144.246994444444,-4,-0.375671996066787,0.0235129666415172,0.637576876050778,0.340621626517382,1040
"66","NSAMDD0026-56987","2014-08-08",-31.6280111111111,144.201152777778,-4,-0.140274148210534,-0.226581134474918,0.440238353762395,0.0612005267877831,1040
"67","NSAMDD0027-57087","2014-08-08",-31.4869194444444,144.189633333333,-5,-0.18097018413602,-0.0491745396609124,0.325503021767856,0.524855197692547,1057
"68","NSAMDD0028-56988","2014-08-08",-31.4914388888889,144.182816666667,-5,0.00695606002221339,-0.457296885299446,0.525075893100146,0.242303432783232,1059
"69","NSAMDD0029-57088","2014-08-08",-31.3325166666667,144.366963888889,-6,-0.271146453748282,-0.562167220416067,0.812024517822112,0.39012091874033,1040
"70","NSAMDD0030-56989","2014-08-08",-31.3179277777778,144.363766666667,-6,-0.106341418487742,-0.222940165717739,0.44277078979361,0.0756849690148135,1040
"71","NSAMDD0031-58572","2018-04-14",-32.5862694444444,145.492225,3,0.609138816340524,-0.774115773000996,-0.0747519212989649,-0.586008418174728,1004
"72","NSAMDD0032-58573","2018-04-14",-32.7432472222222,145.420908333333,2,0.499093380002399,-0.666029349751634,0.206565382388634,-0.398008571695469,1015
"73","NSAMUL0001-58549","2018-04-13",-29.2461944444444,145.009269444444,-1,0.7766334087632,-0.369465897011145,-0.808278686748275,-0.618017338729282,1052
"74","NSAMUL0002-58559","2018-04-13",-29.21015,145.042447222222,-1,-0.118324186415208,-0.0601220823415823,0.173102925340075,-0.151214451043286,1052
"75","NSAMUL0003-58550","2018-04-13",-29.1858916666667,145.057058333333,-2,1.1572827633434,-0.468057923499272,-1.14485577159646,-1.01587078465701,1052
"76","NSAMUL0004-58560","2018-04-13",-29.1699861111111,145.066908333333,-2,1.29691081656273,-0.888510494993108,-0.390355911747513,-0.988094315746155,1052
"77","NSANAN0001-58583","2018-05-17",-30.2837416666667,150.152725,1,-0.650181434419333,0.754883613988536,-0.00161512326987019,0.469304745537358,2045
"78","NSANAN0002-58561","2018-05-17",-30.2822805555556,150.152063888889,1,-0.383671718487302,-0.810241972423611,1.31692391872052,-0.107126682898644,2045
"79","NSANET0001-58584","2018-05-18",-29.2564805555556,151.707944444444,0,-0.436002881485078,0.981567600374065,-0.494432483282659,0.493122962373681,1176
"80","NSANSS0001-58579","2018-05-09",-32.7498555555556,148.347694444444,0,-0.373440444308579,0.095351348147602,0.21769933212626,-0.296826934707824,1252
"81","NSANSS0002-58562","2018-05-09",-32.8352299647222,148.323979966389,0,-0.408066835950207,0.765649176728024,-0.491418265319704,0.23343996031505,1257
"82","NSTNSS0001-57641","2015-11-18",-33.0839138888889,150.228138888889,0,0.038638038616521,-0.213966298279079,0.123875722547492,-0.836496334546668,994
"83","NSTSYB0001-58122","2015-11-19",-33.6733444444444,151.134961111111,8,-0.614291287294303,0.325920894275526,0.280891824142677,-0.112404317115742,1863
"84","NSTSYB0002-58008","2015-11-19",-33.5947055555556,150.625916666667,7,-0.527179885592449,0.402825818537385,0.137851210809589,-0.0114104231266165,1911
"85","NSTSYB0003-58414","2015-11-18",-33.5266944444444,150.565833333333,4,-0.465159520128499,0.1023557691789,0.420647860523037,-0.442103702955207,1562
"86","NSTSYB0004-58493","2015-11-26",-33.7050222222222,150.456416666667,11,0.518726529031257,-0.434697774841294,-0.0329678536397003,-2.07297888348096,1145
"87","NSTSYB0005-58501","2015-11-26",-33.6479138888889,150.319194444444,9,0.351583632324423,0.228605651620935,-0.655122734186364,0.563028521194163,995
"88","NSTSYB0006-58502","2015-11-18",-33.3110111111111,150.251194444444,-1,-0.246675641517282,-0.413331369247848,0.834058916553025,-0.976146114173206,994
"89","NSTSYB0007-58496","2015-11-18",-33.3293666666667,150.139719444444,-2,-0.466784718244587,-0.666132842611557,1.27521991857187,-1.05385574551733,994
"90","NSTSYB0008-58503","2015-11-18",-33.22035,150.027222222222,-3,-0.786168164641269,-0.718871945793771,1.56628210462908,-1.06821411899812,994
"91","NSTSYB0009-57649","2015-12-04",-33.5788305555556,150.364622222222,14,-0.329946264054879,0.414363985523802,-0.199782761798687,-0.221184371194865,993
"92","NTAARP0001-58422","2016-05-30",-13.5572916666667,132.270091666667,-3,-0.672236095781803,0.559937897208332,-0.0366444076930558,0.62974502924879,1043
"93","NTAARP0002-58423","2016-05-30",-13.5456111111111,132.294363888889,-3,-0.753724310970665,0.636597591988088,0.302918444094974,0.573392582439157,1049
"94","NTAARP0003-58424","2016-05-30",-13.5169694444444,132.457058333333,-4,-0.0662193489377068,-0.281395242720752,0.488165277694772,0.574792296128479,1881
"95","NTAARP0004-58918","2021-06-06",-12.6917831785377,132.986464155063,0,-0.19193477972821,-0.202635985886706,0.407524625792643,0.487516604614595,1108
"96","NTAARP0004-58932","2018-02-22",-12.6917831785377,132.986464155063,-10,NA,NA,NA,NA,NA
"97","NTAARP0005-58919","2021-06-06",-12.727229,132.98496,2,-0.656401572063116,1.11117850519467,-0.703524793938971,1.19603722330729,1093
"98","NTAARP0005-58933","2018-03-18",-12.727229,132.98496,-5,NA,NA,NA,NA,NA
"99","NTABRT0001-53616","2012-04-03",-22.2836,133.247327777778,15,-1.15046335608043,0.818065037797684,0.789100278563929,0.573937107396015,942
"100","NTABRT0001-58861","2020-07-30",-22.2836,133.247327777778,-2,0.189150400861081,0.0606964642777664,-0.372927034010345,-0.573816102429194,942
"101","NTABRT0002-53617","2012-04-03",-22.2836694444444,133.250630555556,13,-0.754267324026913,0.502854726989647,0.499289418538465,0.756317243369991,942
"102","NTABRT0002-58862","2020-07-30",-22.2836694444444,133.250630555556,-1,0.335518776198031,-0.0897069460885295,-0.45484666863971,-0.663291707769737,942
"103","NTABRT0003-53618","2012-04-03",-22.2835805555556,133.269858333333,12,-0.632010320805572,0.224202014282095,0.84279535904206,0.749444790632325,942
"104","NTABRT0003-58872","2020-07-30",-22.2835805555556,133.269858333333,-2,0.176347541705982,-0.122145281589501,-0.102475394946726,-0.748837842010063,942
"105","NTABRT0004-53619","2012-04-03",-22.2898083333333,133.616422222222,11,-1.35436635991197,1.26440419866996,0.742837343839975,1.38826633342723,1838
"106","NTABRT0004-58873","2020-08-07",-22.2898083333333,133.616422222222,-1,-0.544698900000492,0.332053996474663,0.49695633292907,-0.0569773899857848,1838
"107","NTABRT0005-53620","2012-03-27",-22.2910805555556,133.612075,3,-1.54186927305916,1.64172920231486,0.79566430094604,1.07382621427357,1830
"108","NTABRT0005-58863","2020-07-31",-22.2910805555556,133.612075,-2,0.684690814470384,0.770332025012748,-1.1917992383028,-0.694000573865225,1830
"109","NTABRT0006-53621","2012-04-03",-22.2890805555556,133.613255555556,10,-1.25747602269242,1.25269875372478,0.564691840682186,1.49386982052183,1838
"110","NTABRT0006-58864","2020-08-07",-22.2890805555556,133.613255555556,-1,0.0496614696550537,-0.178175297226895,0.121095960109588,-0.32456554512071,1838
"111","NTABRT0007-58865","2020-08-07",-22.2883483,133.6380666,0,0.104438740862621,-0.18415491631822,0.021737787496808,-0.0831222692489217,1838
"112","NTABRT0008-58866","2020-08-07",-21.9042505,133.448367,-2,1.09270277936741,-1.14307750221668,-0.357861834156077,-0.434357555580438,952
"113","NTADAC0001-53518","2013-05-29",-13.15835,130.777911111111,1,-0.305201212395467,-0.459534772863783,0.985114113787513,0.366947930716439,1023
"114","NTADAC0002-58039","2016-05-06",-12.739225,132.340336111111,0,-0.531711528623325,1.01315110516227,-0.741230030104113,0.541898094257298,1042
"115","NTADMR0001-58868","2020-07-31",-19.3530953,134.5673747,-3,0.906512129546518,-0.587397144235277,-0.666334691841987,-0.548428426683377,1347
"116","NTADMR0002-58869","2020-08-07",-19.5750838,134.2030725,3,0.72770334770035,-0.673849333306015,-0.591074297574012,-0.28369727141061,2041
"117","NTAFIN0001-53519","2011-10-19",-24.1243027777778,133.467922222222,-1,-1.68109324484461,-1.05988569634777,2.33144529587931,1.09102408388069,1260
"118","NTAFIN0001-58009","2016-02-27",-24.1243027777778,133.467922222222,-6,NA,NA,NA,NA,NA
"119","NTAFIN0001-58735","2019-05-26",-24.1243027777778,133.467922222222,0,NA,NA,NA,NA,NA
"120","NTAFIN0002-53622","2011-10-03",-24.0094222222222,133.434311111111,10,-2.21365215969475,-0.888888015562363,3.511023123329,0.12920486005472,1664
"121","NTAFIN0002-58018","2016-03-05",-24.0094222222222,133.434311111111,0,NA,NA,NA,NA,NA
"122","NTAFIN0002-58787","2019-05-10",-24.0094222222222,133.434311111111,-18,NA,NA,NA,NA,NA
"123","NTAFIN0003-53623","2011-09-17",-24.1322027777778,133.477008333333,-7,0.124869094724426,-0.0867925446149833,-0.0477636702830173,0.0799170712496042,1194
"124","NTAFIN0003-58017","2016-02-27",-24.1322027777778,133.477008333333,-6,NA,NA,NA,NA,NA
"125","NTAFIN0003-58788","2019-05-26",-24.1322027777778,133.477008333333,1,NA,NA,NA,NA,NA
"126","NTAFIN0004-53624","2011-10-18",-24.1872416666667,133.376366666667,12,-0.0108439187314015,-0.847831049058278,1.11846762902951,0.681031861184972,1796
"127","NTAFIN0004-58010","2016-03-05",-24.1872416666667,133.376366666667,3,NA,NA,NA,NA,NA
"128","NTAFIN0004-58789","2019-05-26",-24.1872416666667,133.376366666667,0,NA,NA,NA,NA,NA
"129","NTAFIN0005-53625","2011-10-18",-24.1965,133.373936111111,13,-1.142928980997,-1.82296815360577,1.99390548439185,1.23947572235989,1797
"130","NTAFIN0005-58011","2016-03-05",-24.1965,133.373936111111,-1,NA,NA,NA,NA,NA
"131","NTAFIN0005-58736","2019-05-25",-24.1965,133.373936111111,0,NA,NA,NA,NA,NA
"132","NTAFIN0006-53626","2011-10-18",-24.1775916666667,133.379402777778,11,1.1369351658567,-0.579073199910772,-0.896004991113357,-0.134913198721776,1796
"133","NTAFIN0006-58012","2016-03-05",-24.1775916666667,133.379402777778,-1,NA,NA,NA,NA,NA
"134","NTAFIN0006-58737","2019-05-26",-24.1775916666667,133.379402777778,0,NA,NA,NA,NA,NA
"135","NTAFIN0007-53627","2011-10-18",-23.9411861111111,133.436038888889,6,0.378743398408677,-1.03814484878504,0.037368403586884,0.977893688036183,1685
"136","NTAFIN0007-58013","2016-03-05",-23.9411861111111,133.436038888889,3,-0.000291812406798058,0.392361730390434,-0.201013979969695,-0.217150887486177,1685
"137","NTAFIN0007-58715","2019-05-10",-23.9411861111111,133.436038888889,-18,NA,NA,NA,NA,NA
"138","NTAFIN0008-53628","2011-10-18",-23.930625,133.415494444444,5,1.0986348849067,-0.415072904090253,-0.976102463593077,0.778427374093948,1710
"139","NTAFIN0008-58014","2016-03-05",-23.930625,133.415494444444,2,NA,NA,NA,NA,NA
"140","NTAFIN0008-58790","2019-05-10",-23.930625,133.415494444444,-20,NA,NA,NA,NA,NA
"141","NTAFIN0009-53629","2011-10-18",-24.1280194444444,133.390894444444,1,1.72125668008527,-1.29903305351796,-1.22256746133562,0.383625396970337,1773
"142","NTAFIN0009-58015","2016-03-05",-24.1280194444444,133.390894444444,-1,NA,NA,NA,NA,NA
"143","NTAFIN0009-58738","2019-05-26",-24.1280194444444,133.390894444444,-1,NA,NA,NA,NA,NA
"144","NTAFIN0010-53630","2011-10-18",-24.1332916666667,133.373297222222,0,1.53393896791924,-0.760957555438044,-1.23756979519763,0.308277173884367,1792
"145","NTAFIN0010-58016","2016-03-05",-24.1332916666667,133.373297222222,-2,NA,NA,NA,NA,NA
"146","NTAFIN0010-58786","2019-05-26",-24.1332916666667,133.373297222222,-1,NA,NA,NA,NA,NA
"147","NTAFIN0011-53631","2011-10-19",-24.1618805555556,133.327180555556,-1,-0.736487253756864,-1.50656576801595,2.18023243738571,0.735398046017412,1829
"148","NTAFIN0011-58019","2016-03-05",-24.1618805555556,133.327180555556,-1,NA,NA,NA,NA,NA
"149","NTAFIN0011-58739","2019-05-26",-24.1618805555556,133.327180555556,-1,NA,NA,NA,NA,NA
"150","NTAFIN0012-53632","2011-11-11",-24.5692277777778,133.142097222222,7,-1.76402639033807,-0.0225253601606336,1.93662905989952,2.01234492782767,1899
"151","NTAFIN0013-53633","2011-11-12",-24.5415361111111,133.184572222222,7,0.0456193069337868,-0.110132582080089,0.07094880786948,0.390824010542854,1854
"152","NTAFIN0014-53634","2011-11-12",-24.5309111111111,133.169541666667,5,-0.673764597884107,-0.851310361574133,0.995258508892335,1.35391244833741,1854
"153","NTAFIN0015-53635","2011-11-11",-24.5156972222222,133.222825,3,-0.9839135241651,0.374772519195919,0.909137098981365,1.02403841604927,1854
"154","NTAFIN0016-53636","2011-11-11",-24.4843638888889,133.302966666667,2,-1.30428158173856,0.433865911534493,1.10121430225455,1.07258844800553,1827
"155","NTAFIN0017-53637","2011-11-27",-24.3774861111111,132.960286111111,-2,-0.978475208777365,0.738447108746681,0.676037001037339,1.02712683987611,1573
"156","NTAFIN0018-53638","2011-12-13",-24.3646638888889,132.949441666667,13,-0.98634812369025,-0.00556587740909014,1.14621292059956,1.26564432664271,1518
"157","NTAFIN0019-53639","2011-11-27",-24.3581777777778,132.935747222222,-4,-1.23671307317868,0.595075663052624,1.12595277539732,1.90421981151622,1429
"158","NTAFIN0020-53640","2011-12-06",-24.6685694444444,133.401686111111,-1,-1.92814126206965,-0.665035176813896,1.94461510269405,2.20140800364337,1042
"159","NTAFIN0021-53641","2011-12-22",-24.6720166666667,133.463872222222,14,-1.25703130108157,0.139295490858443,1.1102786289566,0.754954935584771,967
"160","NTAFIN0022-53642","2011-12-06",-24.6311888888889,133.452183333333,-3,-1.30530582698991,0.667677113288718,1.07515045490792,0.836329880829601,985
"161","NTAFIN0023-53643","2011-12-06",-24.5597722222222,133.437363888889,-4,-0.47837087315998,-0.172510098617455,0.595180528634063,0.93926103584798,1000
"162","NTAFIN0024-53644","2012-02-24",-24.9175722222222,133.659202777778,11,-1.03151647304149,0.0127075232823389,1.47188856263705,0.616750397858254,982
"163","NTAFIN0025-53645","2012-02-08",-24.8183638888889,133.676455555556,-6,-1.10392773185661,-1.088252558874,1.65953457302978,1.40026992032266,975
"164","NTAFIN0026-53646","2012-03-27",-23.9072555555556,133.749905555556,13,-2.07969508465292,2.06562213828121,1.15117583247427,1.7623099788682,903
"165","NTAFIN0027-53647","2012-03-27",-23.8357277777778,133.633302777778,1,-2.08367651547433,1.97570480015173,1.51030615637887,2.20421018408338,1000
"166","NTAFIN0028-53746","2012-09-19",-25.7699305555556,133.393080555556,-3,-0.469839925563992,-0.591414246697836,0.620312932794805,0.344840138338447,987
"167","NTAFIN0029-53747","2012-09-19",-25.737475,133.438483333333,-4,-0.627853177658536,-0.839047200123009,1.21042851537928,0.835556367663238,986
"168","NTAFIN0030-53748","2012-10-21",-25.9481083333333,133.781244444444,-3,-0.215937791613975,-0.940449195500466,1.19452328095797,0.446792538778194,987
"169","NTAFIN0031-53749","2012-10-21",-25.8998916666667,133.896594444444,-4,-0.7969243756165,-0.405339564367903,1.02450655993767,0.296421688548079,987
"170","NTAFIN0032-53750","2012-10-21",-23.9537666666667,133.92255,-11,-0.578558960937557,-0.935108933543901,1.54460745401044,0.926924119825342,909
"171","NTAFIN0033-53751","2012-10-21",-24.0336583333333,133.971755555556,-16,-0.509859124731392,-0.758589434311456,1.33515414589158,0.575369925137676,909
"172","NTAGFU0001-53648","2012-04-05",-18.9055055555556,137.069263888889,-7,-1.20265148970142,1.08648844543884,0.414619419288891,1.50191222292956,1049
"173","NTAGFU0002-53649","2012-04-05",-18.9181194444444,137.052238888889,-8,-1.63380669786211,0.953088762238186,1.51161832067414,2.05173207291264,1049
"174","NTAGFU0003-53650","2012-04-21",-18.6343694444444,137.124438888889,7,-0.740179328036776,0.689895260052231,0.446668503926309,0.936636309260718,1049
"175","NTAGFU0004-53651","2012-05-07",-18.6240555555556,137.12345,22,0.316726420431087,0.821703961694902,-1.13694601744498,0.371231307324671,1049
"176","NTAGFU0005-53652","2012-04-21",-18.6531916666667,137.121141666667,5,-1.83945203542949,2.30352743560229,0.509440953125126,1.73714780778256,1049
"177","NTAGFU0006-53653","2012-04-05",-18.7786916666667,136.847072222222,-13,-1.36397458328261,2.02133367841362,-0.694806318568773,1.30983617717936,1049
"178","NTAGFU0007-53654","2012-04-21",-18.7769138888889,136.826202777778,2,-0.624596103111228,1.1585928580383,-0.125656263562529,1.06142145452702,1049
"179","NTAGFU0008-53655","2012-04-21",-18.786075,136.865338888889,1,-0.858812380078248,0.52726268006595,0.806303993122223,1.05453279302942,1049
"180","NTAGFU0009-53656","2012-04-21",-18.800975,136.983425,0,-1.65230885624874,1.9188367838504,0.74651972614885,1.72345906880585,1049
"181","NTAGFU0010-53657","2012-05-07",-17.8962777777778,137.100602777778,-2,-0.329468408098626,1.00897042178138,-0.166276354685634,1.01400987496799,1053
"182","NTAGFU0011-53658","2012-05-23",-17.8957055555556,137.072363888889,13,-1.40732603862057,0.507725806917049,1.45339303803756,1.626373313242,1053
"183","NTAGFU0012-53659","2012-05-07",-17.8956416666667,137.018994444444,-4,-1.0986755936052,0.699872804656107,1.04959381059577,0.842784395123605,1053
"184","NTAGFU0013-53660","2012-05-23",-17.8959083333333,137.011625,11,-1.18616137916607,0.391107002985648,1.49609597576341,0.874700703214481,1053
"185","NTAGFU0014-53661","2012-05-07",-17.7517888888889,136.9389,-7,-0.342618836010294,-0.0799921969024793,0.464301330748708,0.0585201889401558,1053
"186","NTAGFU0015-53662","2012-05-07",-17.7444611111111,136.94305,-7,-1.35715984507564,0.480199599190836,1.47552408259,1.25092262088872,1053
"187","NTAGFU0016-53663","2012-05-23",-17.2208861111111,137.260258333333,7,0.627791566323725,-0.497339712561539,-0.0766862839339007,1.78582437293288,1053
"188","NTAGFU0017-53664","2012-05-23",-17.3548972222222,137.157961111111,6,-1.54458127829719,1.12358271926595,-0.00246725059249247,1.11478157665094,1053
"189","NTAGFU0018-53665","2012-05-23",-17.2724861111111,137.183413888889,5,-1.13869779414554,0.735722392728801,0.242042379519273,1.2703933041863,1053
"190","NTAGFU0019-53666","2012-05-23",-17.2177416666667,137.236291666667,5,0.780715714420034,-0.744105421747079,-0.128274738765205,0.252776381849881,1053
