"","site_unique","time","diff","bs","pv","npv","ue","npixels"
"809","WAAPIL0002-57620","2015-04-26",-4,2,17,79,37,121
"810","WAAPIL0003-57601","2015-08-31",1,60,2,35,11,121
"811","WAAPIL0004-57085","2015-09-01",2,45,6,48,10,121
"812","WAAPIL0005-57618","2015-09-01",1,18,51,31,22,121
"813","WAAPIL0007-57602","2015-09-01",0,61,5,30,16,121
"814","WAAPIL0008-57605","2015-09-01",-1,32,15,53,10,121
"815","WAAPIL0009-57606","2015-09-01",-1,32,22,45,13,121
"816","WAAPIL0010-57607","2015-09-01",-2,61,12,25,14,121
"817","WAAPIL0011-57608","2015-09-01",-3,49,11,37,12,121
"818","WAAPIL0012-57609","2015-09-01",-4,43,20,36,16,121
"819","WAAPIL0014-57611","2015-09-09",3,24,23,50,14,121
"820","WAAPIL0015-57613","2015-09-09",3,31,18,50,11,121
"821","WAAPIL0016-57615","2015-09-09",2,37,25,39,16,121
"822","WAAPIL0018-57617","2015-09-10",2,34,26,40,11,121
"823","WAAPIL0019-57614","2015-09-02",-7,47,17,35,12,121
"824","WAAPIL0020-58032","2016-08-02",5,57,7,33,8,121
"825","WAAPIL0021-58034","2016-08-02",5,46,11,41,13,121
"826","WAAPIL0022-58035","2016-07-25",-4,35,17,47,13,121
"827","WAAPIL0023-58036","2016-08-03",3,24,25,50,16,121
"828","WAAPIL0024-58040","2016-08-03",2,49,17,34,16,121
"829","WAAPIL0025-58043","2016-08-04",2,28,26,44,16,121
"830","WAAPIL0026-58044","2016-08-03",1,44,13,41,13,121
"831","WAAPIL0027-58041","2016-08-04",1,40,23,35,10,121
"832","WAAPIL0028-58042","2016-08-03",0,43,17,37,12,121
"833","WAAPIL0029-58045","2016-08-04",0,37,17,44,11,121
"834","WAAPIL0030-58057","2016-08-04",-1,33,11,54,13,121
"835","WAAPIL0031-58415","2016-08-03",-3,29,13,58,15,121
"836","WAAPIL0032-58416","2016-08-03",-3,58,1,39,11,121
"837","WAAPIL0033-58417","2016-08-11",4,47,2,49,16,121
"838","WAAPIL0034-58418","2016-08-12",3,41,10,47,11,121
"839","WAAPIL0035-58419","2016-08-12",3,42,16,42,10,121
"840","WAASWA0001-58029","2016-09-03",1,9,43,46,18,121
"841","WAASWA0002-58030","2016-09-03",0,6,46,46,20,121
"842","WAASWA0003-58031","2016-09-04",0,20,42,36,17,121
"843","WAASWA0004-58499","2016-10-05",6,6,45,47,17,121
"844","WAAVIB0001-58494","2016-06-05",0,18,19,63,10,121
"845","WAAVIB0002-58497","2016-06-05",-1,23,17,56,10,121
"846","WAAVIB0003-58500","2016-06-05",-2,8,47,44,15,121
"847","WAAVIB0004-58504","2016-06-05",-3,12,39,48,15,121
"848","WAAYAL0001-58784","2019-07-24",-4,27,33,38,7,121
"849","WAAYAL0002-58818","2019-08-01",3,31,26,44,9,121
"850","WAAYAL0003-58780","2019-08-01",3,29,39,32,13,121
"851","WAAYAL0004-58820","2019-08-01",2,34,25,40,9,121
"852","WAAYAL0005-58781","2019-08-01",2,29,37,32,9,121
"853","WAAYAL0006-58766","2019-08-20",-6,25,22,50,17,121
"854","WAAYAL0007-58819","2019-08-28",2,30,20,47,10,121
"855","WAAYAL0008-58814","2019-08-28",1,29,17,51,12,121
"856","WAGCOO0001-53613","2012-11-07",30,27,28,44,11,121
"857","WAGCOO0004-53615","2012-10-06",-4,33,11,56,10,121
