"","site_location_name","longitude","latitude"
"125","NTAFIN0002",133.434311111111,-24.0094222222222
"128","NTAFIN0003",133.477008333333,-24.1322027777778
"131","NTAFIN0004",133.376366666667,-24.1872416666667
"134","NTAFIN0005",133.373936111111,-24.1965
"137","NTAFIN0006",133.379402777778,-24.1775916666667
"140","NTAFIN0007",133.436038888889,-23.9411861111111
"143","NTAFIN0008",133.415494444444,-23.930625
"146","NTAFIN0009",133.390894444444,-24.1280194444444
"149","NTAFIN0010",133.373297222222,-24.1332916666667
"152","NTAFIN0011",133.327180555556,-24.1618805555556
"155","NTAFIN0012",133.142097222222,-24.5692277777778
"156","NTAFIN0013",133.184572222222,-24.5415361111111
"157","NTAFIN0014",133.169541666667,-24.5309111111111
"158","NTAFIN0015",133.222825,-24.5156972222222
"159","NTAFIN0016",133.302966666667,-24.4843638888889
"160","NTAFIN0017",132.960286111111,-24.3774861111111
"161","NTAFIN0018",132.949441666667,-24.3646638888889
"162","NTAFIN0019",132.935747222222,-24.3581777777778
"163","NTAFIN0020",133.401686111111,-24.6685694444444
"164","NTAFIN0021",133.463872222222,-24.6720166666667
"165","NTAFIN0022",133.452183333333,-24.6311888888889
"166","NTAFIN0023",133.437363888889,-24.5597722222222
"167","NTAFIN0024",133.659202777778,-24.9175722222222
"168","NTAFIN0025",133.676455555556,-24.8183638888889
"169","NTAFIN0026",133.749905555556,-23.9072555555556
"170","NTAFIN0027",133.633302777778,-23.8357277777778
"171","NTAFIN0028",133.393080555556,-25.7699305555556
"172","NTAFIN0029",133.438483333333,-25.737475
"173","NTAFIN0030",133.781244444444,-25.9481083333333
"174","NTAFIN0031",133.896594444444,-25.8998916666667
"175","NTAFIN0032",133.92255,-23.9537666666667
"176","NTAFIN0033",133.971755555556,-24.0336583333333
"177","NTAGFU0001",137.069263888889,-18.9055055555556
"178","NTAGFU0002",137.052238888889,-18.9181194444444
"179","NTAGFU0003",137.124438888889,-18.6343694444444
"180","NTAGFU0004",137.12345,-18.6240555555556
"181","NTAGFU0005",137.121141666667,-18.6531916666667
"182","NTAGFU0006",136.847072222222,-18.7786916666667
"183","NTAGFU0007",136.826202777778,-18.7769138888889
"184","NTAGFU0008",136.865338888889,-18.786075
"185","NTAGFU0009",136.983425,-18.800975
"186","NTAGFU0010",137.100602777778,-17.8962777777778
"187","NTAGFU0011",137.072363888889,-17.8957055555556
"188","NTAGFU0012",137.018994444444,-17.8956416666667
"189","NTAGFU0013",137.011625,-17.8959083333333
"190","NTAGFU0014",136.9389,-17.7517888888889
"191","NTAGFU0015",136.94305,-17.7444611111111
"192","NTAGFU0016",137.260258333333,-17.2208861111111
"193","NTAGFU0017",137.157961111111,-17.3548972222222
"194","NTAGFU0018",137.183413888889,-17.2724861111111
"195","NTAGFU0019",137.236291666667,-17.2177416666667
"196","NTAGFU0020",135.96335,-16.724875
"197","NTAGFU0021",135.942922222222,-16.7154027777778
"198","NTAGFU0022",135.963408333333,-16.7310138888889
"199","NTAGFU0023",135.830038888889,-16.8238944444444
"200","NTAGFU0024",135.893211111111,-16.8260027777778
"201","NTAGFU0025",135.855180555556,-16.8252416666667
"202","NTAGFU0026",135.406069444444,-15.8091222222222
"203","NTAGFU0027",135.460613888889,-15.679275
"204","NTAGFU0028",135.459755555556,-15.6292388888889
"205","NTAGFU0029",135.409022222222,-15.5381
"206","NTAGFU0030",134.377833333333,-14.1348972222222
"207","NTAGFU0031",134.386677777778,-14.1258555555556
"208","NTAGFU0032",134.373602777778,-14.150625
"209","NTAGFU0033",134.355480555556,-14.1769611111111
"210","NTAGFU0034",134.421583333333,-14.062225
"211","NTAGFU0035",134.420675,-14.0478638888889
"212","NTAGFU0036",133.862983333333,-14.674575
"213","NTAGFU0037",133.892355555556,-14.673675
"214","NTAGFU0038",133.893744444444,-14.689975
"215","NTAGFU0039",133.882252777778,-14.6768
"216","NTAGFU0040",133.844775,-14.6737055555556
"217","NTAGFU0041",132.891461111111,-14.7799944444444
"218","NTAMAC0001",133.3723,-23.9659083333333
"220","NTAMAC0002",133.403508333333,-23.9616444444444
"222","NTAMAC0003",133.408488888889,-23.9590944444444
"224","NTAMGD0001",137.327141666667,-20.0230222222222
"225","NTAMGD0002",137.3258,-20.0246361111111
"226","NTAMGD0003",133.438933333333,-17.3582083333333
"227","NTAMGD0004",133.523488888889,-17.5213222222222
"228","NTAMGD0005",133.483566666667,-17.4558472222222
"229","NTAPCK0001",132.818102777778,-12.6757805555556
"230","NTAPCK0002",132.793452777778,-12.820425
"231","NTAPCK0003",132.853924,-12.625497
"233","NTAPCK0004",132.860715379604,-12.6238344960457
"235","NTAPCK0005",132.8388484,-12.5733706
"236","NTAPCK0006",132.865601076437,-12.6499321457404
"238","NTAPCK0007",132.854274250021,-12.6936751052381
"241","NTAPCK1009",132.942318,-12.671938
"242","NTAPCK1010",132.964769,-12.676906
"243","NTAPCK1011",132.929794,-12.701198
"244","NTAPCK1012",132.932917,-12.702209
"245","NTAPCK2013",132.927351,-12.706168
"246","NTAPCK2014",132.930501,-12.699107
"247","NTASSD0001",136.307027777778,-25.3097916666667
"249","NTASSD0003",136.298875,-25.2994444444444
"250","NTASSD0004",136.274811111111,-25.2532666666667
"251","NTASSD0005",136.546952777778,-25.7541111111111
"252","NTASSD0006",136.547825,-25.7534361111111
"253","NTASSD0007",136.564875,-25.7835555555556
"254","NTASSD0008",136.562461111111,-25.7783361111111
"255","NTASSD0009",136.0114582,-24.7817328
"256","NTASSD0010",136.021357,-24.792826
"257","NTASSD0011",135.115113888889,-25.4805472222222
"258","NTASSD0012",135.115711111111,-25.5032166666667
"259","NTASSD0013",135.139505555556,-25.5240472222222
"260","NTASSD0014",135.3707,-25.1378694444444
"261","NTASSD0015",135.616791666667,-25.1239333333333
"262","NTASSD0016",135.507997222222,-25.1101138888889
"263","NTASSD0017",135.258422222222,-25.4765888888889
"264","NTASSD0018",135.522638888889,-25.1279333333333
"265","NTASSD0019",135.640791666667,-25.0944083333333
"266","NTASTU0001",133.411919444444,-15.8768583333333
"267","NTASTU0002",133.378233333333,-15.7678388888889
"268","NTASTU0003",133.327522222222,-15.70665
"269","NTASTU0004",132.991402777778,-14.8638388888889
"270","NTASTU0005",133.047788888889,-14.9086444444444
"271","NTATAN0001",134.2054273,-20.6995098
"272","NTATAN0002",134.2003669,-20.7228814
"273","NTATAN0003",133.8713681,-20.9215447
"274","NTATAN0004",133.886123,-20.9217778
"275","NTTDAB0001",131.673997222222,-13.962875
"276","NTTDAC0001",130.795687083333,-13.1398326944444
"277","NTTDMR0001",133.684544444444,-18.0800416666667
"278","NTTDMR0002",133.635022222222,-18.0724972222222
"279","NTTDMR0003",133.666930555556,-18.0720444444444
"280","NTTMGD0001",133.423894444444,-17.2829694444444
"281","NTTPCK0001",131.126994444444,-12.8719611111111
"282","NTTSTU0001",133.271158333333,-16.6302416666667
"283","QDABBN0001",148.158248055556,-23.8590080555556
"284","QDABBN0002",148.149388888889,-23.8698788888889
"285","QDABBS0001",147.769381944444,-24.800125
"286","QDABBS0002",147.641971944444,-24.8323980555556
"287","QDABBS0003",147.741085,-24.8215838888889
"288","QDABBS0004",147.759626944444,-24.7841438888889
"289","QDABBS0005",147.766605,-24.7685211111111
"290","QDABBS0006",151.233411111111,-27.15261
"291","QDABBS0007",151.24217,-27.3291811111111
"292","QDABBS0008",151.249343888889,-27.3308711111111
"293","QDABBS0009",151.6128,-27.3856530555556
"294","QDABBS0010",151.522344050851,-27.6579567354229
"295","QDACHC0001",143.257294444444,-24.1046
"296","QDACHC0002",143.169161111111,-24.1259555555556
"297","QDACHC0003",143.164894444444,-24.1163777777778
"298","QDACHC0004",141.091861111111,-23.7187722222222
"299","QDACHC0005",141.072305555556,-23.721675
"300","QDACHC0006",141.133497222222,-23.7694527777778
"301","QDACHC0007",141.029094444444,-23.8356916666667
"302","QDACYP0001",145.252838888889,-15.2782333333333
"303","QDACYP0002",145.191505555556,-15.2845388888889
"304","QDACYP0003",145.286319444444,-15.2767416666667
"305","QDACYP0004",142.977058333333,-14.0928361111111
"306","QDACYP0005",142.976261111111,-14.1426222222222
"307","QDACYP0006",142.932519444444,-14.2266805555556
"308","QDACYP0007",142.985219444444,-14.2265944444444
"309","QDACYP0008",143.093208333333,-14.2982472222222
"310","QDACYP0009",143.208319444444,-14.0673
"311","QDACYP0010",142.772755555556,-13.0918611111111
"312","QDACYP0011",142.739772222222,-13.206975
"313","QDACYP0012",142.5913,-13.3202777777778
"314","QDACYP0013",142.568680555556,-12.2021333333333
"315","QDACYP0014",142.549897222222,-12.19935
"316","QDACYP0015",142.538511111111,-12.2193638888889
"317","QDACYP0016",142.430338888889,-11.4971583333333
"318","QDACYP0017",142.439355555556,-11.5433055555556
"319","QDACYP0018",142.366755555556,-11.0536333333333
"320","QDACYP0019",142.490316666667,-10.7275416666667
"321","QDACYP0020",142.466988888889,-10.9361666666667
"322","QDACYP0021",142.459743,-10.937449
"323","QDACYP0022",142.438255555556,-10.7881638888889
"324","QDACYP0023",142.231052777778,-12.3322444444444
"325","QDACYP0024",142.204272222222,-12.368075
"326","QDADEU0001",146.129021077344,-20.5462170581868
"332","QDAEIU0001",144.210019444444,-19.5387138888889
"333","QDAEIU0002",144.22415,-19.5525
"334","QDAEIU0003",144.169586111111,-19.4099083333333
"336","QDAEIU0004",144.161472222222,-19.4465805555556
"337","QDAEIU0005",143.899397222222,-18.4549388888889
"338","QDAEIU0006",143.891697222222,-18.4678472222222
"340","QDAEIU0007",143.890752777778,-18.4678416666667
"342","QDAEIU0008",146.189186817774,-19.8878663419573
"343","QDAEIU0009",146.187218701618,-19.887857715793
"344","QDAEIU0010",146.182391024598,-19.8933742729914
"345","QDAGUP0001",143.724355555556,-20.1087638888889
"346","QDAGUP0002",143.762527777778,-20.0309972222222
"347","QDAGUP0003",143.681688888889,-20.3992777777778
"348","QDAGUP0004",142.477888888889,-20.0137333333333
"349","QDAGUP0005",142.46505,-19.9913722222222
"350","QDAGUP0006",142.402102777778,-19.95565
"351","QDAGUP0007",141.817025,-20.084325
"352","QDAGUP0008",142.021525,-19.8016944444444
"353","QDAGUP0009",141.960686111111,-19.8458694444444
"354","QDAGUP0010",141.834283333333,-19.9148527777778
"355","QDAGUP0011",141.827775,-19.9398194444444
"356","QDAGUP0012",140.311727777778,-19.5818527777778
"357","QDAGUP0013",140.16375,-19.297825
"358","QDAGUP0014",140.787038888889,-18.2388388888889
"359","QDAGUP0015",140.732569444444,-18.2570472222222
"360","QDAGUP0016",140.748266666667,-18.2488555555556
"361","QDAGUP0017",141.086263888889,-17.6413777777778
"362","QDAGUP0018",141.105402777778,-17.6605388888889
"363","QDAGUP0019",141.073663888889,-17.6216583333333
"365","QDAGUP0021",140.993702777778,-17.0021916666667
"366","QDAGUP0022",141.055480555556,-17.0222388888889
"367","QDAGUP0023",141.037302777778,-17.0233861111111
"368","QDAGUP0024",140.847533333333,-17.4635388888889
"370","QDAGUP0026",140.847705555556,-17.4704861111111
"371","QDAGUP0027",141.175841666667,-17.3757277777778
"372","QDAGUP0028",141.178916666667,-17.2950416666667
"373","QDAGUP0029",143.158461111111,-16.8471638888889
"375","QDAGUP0030",143.158466666667,-16.8480416666667
"376","QDAGUP0031",143.157519444444,-16.8480583333333
"379","QDAMGD0001",144.225891666667,-23.5207694444444
"380","QDAMGD0002",144.226038888889,-23.5094777777778
"381","QDAMGD0003",144.303463888889,-23.5308277777778
"382","QDAMGD0004",144.341707355556,-23.5140738333333
"383","QDAMGD0005",144.333286111111,-23.5177361111111
"384","QDAMGD0006",144.041794444444,-23.6647083333333
"385","QDAMGD0007",144.094941666667,-23.6581722222222
"386","QDAMGD0008",144.074980555556,-23.6460138888889
"387","QDAMGD0009",143.3365,-24.0941638888889
"388","QDAMGD0010",143.353413888889,-24.0912138888889
"389","QDAMGD0011",143.315183333333,-24.0806305555556
"390","QDAMGD0012",144.823608333333,-24.8218222222222
"391","QDAMGD0013",143.050230555556,-22.5161777777778
"392","QDAMGD0014",143.025197222222,-22.50515
"393","QDAMGD0015",143.058172222222,-22.5629305555556
"394","QDAMGD0016",143.139880555556,-22.5089638888889
"395","QDAMGD0017",143.299425,-22.1149666666667
"396","QDAMGD0018",143.337166666667,-22.1181777777778
"397","QDAMGD0019",142.231813888889,-22.0701222222222
"398","QDAMGD0020",142.223008333333,-22.0636027777778
"399","QDAMGD0021",141.299880555556,-22.3808
"400","QDAMGD0022",141.287280555556,-22.3687444444444
"401","QDAMGD0023",140.986636111111,-23.6872416666667
"402","QDAMGD0024",141.003738888889,-23.6464194444444
"403","QDAMGD0025",143.872438888889,-20.3379472222222
"404","QDAMGD0026",143.860777777778,-20.3961916666667
"405","QDAMGD0027",138.174561111111,-20.0695166666667
"406","QDAMGD0028",138.098630555556,-19.9491388888889
"407","QDAMII0001",140.221358333333,-19.50785
"408","QDAMII0002",138.160591666667,-20.0078944444444
"409","QDAMUL0001",144.683438888889,-24.7336472222222
"410","QDAMUL0002",144.701591666667,-24.7381527777778
"411","QDAMUL0003",144.708322222222,-24.7551222222222
"412","QDASEQ0001",152.880106,-27.388974
"414","QDASEQ0002",151.632718888889,-26.9026219444444
"415","QDASEQ0003",152.876739,-27.391123
"416","QDASEQ0004",152.875777,-27.390056
"417","QDASSD0001",138.476516666667,-23.7640694444444
"421","QDASSD0002",138.389702777778,-23.8277194444444
"425","QDASSD0003",138.407416666667,-23.8315722222222
"429","QDASSD0004",138.433775,-23.680125
"433","QDASSD0005",138.440997222222,-23.6944388888889
"436","QDASSD0006",138.098419444444,-23.8795416666667
"440","QDASSD0007",138.096425,-23.8804888888889
"444","QDASSD0008",138.136986111111,-23.9541527777778
"447","QDASSD0009",138.140975,-23.9673083333333
"451","QDASSD0010",138.000386111111,-23.731025
"455","QDASSD0011",138.226080555556,-23.2366333333333
"459","QDASSD0012",138.252244444444,-23.3444972222222
"463","QDASSD0013",138.226025,-23.2941888888889
"467","QDASSD0014",138.167288888889,-23.1757861111111
"471","QDASSD0015",138.193094444444,-23.188075
"474","SAABHC0001",140.465169444444,-31.9228805555556
"476","SAABHC0002",140.502377777778,-31.9833694444444
"478","SAABHC0003",140.546602777778,-31.9426555555556
"480","SAABHC0004",140.526855555556,-32.0189972222222
"482","SAABHC0005",140.583642862064,-31.9732123531821
"483","SAABHC0006",140.680164670566,-31.9046965345642
"495","SAAEYB0002",137.395733562074,-35.1010595017196
"496","SAAEYB0003",137.165134496676,-35.1726705844467
"497","SAAEYB0004",137.078354169249,-35.1536276675088
"498","SAAEYB0005",137.017442,-35.113453
"499","SAAEYB0006",137.095945,-35.132789
"500","SAAEYB0007",136.8777863,-35.2704748
"501","SAAEYB0008",137.213925289641,-35.0493487203366
"502","SAAEYB0009",136.848181144853,-35.2553630961802
"503","SAAEYB0010",136.926715,-35.246255
"504","SAAEYB0011",137.046928,-35.156909
"505","SAAEYB0012",136.946590517549,-35.1725933091166
"506","SAAEYB0013",137.096902886899,-35.1897168287742
"509","SAAEYB0021",136.129233067226,-33.8388221207133
"510","SAAEYB0022",136.018886214555,-33.8352958348223
"511","SAAEYB0023",136.147319838707,-33.8109867050971
"512","SAAEYB0024",136.067405126058,-33.7616102915026
"513","SAAEYB0025",135.37095427325,-34.6620865346686
"514","SAAEYB0026",135.392463514687,-34.6702565665773
"515","SAAEYB0027",135.391065811798,-34.6799485006395
"516","SAAEYB0028",135.387597043682,-34.688537987332
"517","SAAEYB0029",136.937198090851,-33.265793866005
"518","SAAEYB0030",136.823457430335,-33.1909190686092
"519","SAAEYB0031",136.90071180528,-33.2081081678862
"520","SAAEYB0032",136.849443665604,-33.2023505004681
"521","SAAEYB0033",136.924063302282,-33.2233481080784
"524","SAAFLB0003",138.646998,-34.97365
"527","SAAFLB0004",138.5786,-35.0703472222222
"529","SAAFLB0005",138.103255555556,-33.0267694444444
"530","SAAFLB0006",138.162691666667,-33.0857361111111
"531","SAAFLB0007",138.299702777778,-31.8236888888889
"532","SAAFLB0008",138.351191666667,-31.8377861111111
"533","SAAFLB0030",138.015119444444,-29.9784833333333
"536","SAAFLB0031",137.954566666667,-29.971575
"539","SAAGAW0001",137.197208333333,-32.9832472222222
"540","SAAGAW0002",137.244272222222,-32.9801194444444
"541","SAAGAW0003",137.248361111111,-32.97155
"542","SAAGAW0004",135.4403808,-30.87168877
"543","SAAGAW0005",135.390123508285,-30.8032510114135
"544","SAAGAW0006",135.547127,-30.533632
"545","SAAGAW0007",135.526835008113,-30.5473675778894
"546","SAAGAW0008",135.538546009711,-30.6796833723201
"547","SAAGVD0001",130.446161111111,-29.3453361111111
"548","SAAGVD0002",130.450477777778,-29.3464916666667
"549","SAAGVD0003",130.446161111111,-29.3216888888889
"550","SAAGVD0004",132.134261111111,-30.8147527777778
"551","SAAKAN0001",137.368027777778,-35.6486444444444
"553","SAAKAN0002",137.217397,-35.643269
"555","SAAKAN0003",137.334044444444,-35.7440833333333
"557","SAAKAN0004",136.973161,-35.723154
"559","SAAKAN0005",136.88294,-35.810624
"561","SAAKAN0006",136.896083468,-35.900621287
"563","SAAKAN0007",136.586576,-35.908982
"565","SAAKAN0008",137.551283,-35.904381
"567","SAAKAN0009",137.324832,-35.943027
"569","SAAKAN0010",137.906987,-35.842017
"573","SAAKAN0012",137.989879,-35.884354
"576","SAAMDD0007",139.499723611111,-34.3623461111111
"578","SAAMDD0008",139.507722222222,-34.3417311111111
"580","SAAMDD0009",139.485928611111,-34.3579019444444
"582","SAAMDD0010",139.502423888889,-34.3205658333333
"584","SAAMDD0011",139.530028611111,-34.3199805555556
"586","SAANUL0001",132.087641666667,-30.9657583333333
"587","SAANUL0002",131.277372222222,-31.3933722222222
"588","SAANUL0003",131.266791666667,-31.482375
"589","SAANUL0004",131.306630555556,-31.5111777777778
"591","SAARIV0001",140.757602777778,-34.0843027777778
"594","SAARIV0002",140.758477777778,-34.0833416666667
"596","SAARIV0003",140.7602,-34.0838888888889
"598","SAARIV0004",140.386861111111,-34.2615666666667
"601","SAARIV0005",140.387733333333,-34.2634722222222
"603","SAARIV0006",140.389852777778,-34.2636333333333
"606","SAARIV0007",139.926763888889,-34.15945
"608","SAARIV0008",139.925416666667,-34.1591472222222
"610","SAARIV0009",139.927861111111,-34.1583777777778
"613","SAASTP0001",134.9992,-26.2781722222222
"614","SAASTP0002",135.015597222222,-26.2746083333333
"615","SAASTP0003",135.072966666667,-26.2739
"616","SAASTP0004",135.452201944444,-26.0881422222222
"617","SAASTP0005",135.423503333333,-26.0959083333333
"618","SAASTP0006",135.873785,-26.340247
"619","SAASTP0007",135.816591666667,-26.3550416666667
"620","SAASTP0008",135.788761111111,-26.3688777777778
"621","SAASTP0009",135.704627777778,-26.3502527777778
"622","SAASTP0010",135.581711111111,-26.3666833333333
"623","SAASTP0011",135.457647222222,-26.4805
"624","SAASTP0012",135.433727777778,-26.6227944444444
"625","SAASTP0013",135.307391666667,-26.5741027777778
"626","SAASTP0014",136.649369444444,-27.86115
"627","SAASTP0015",136.678330555556,-27.8656666666667
"628","SAASTP0016",136.629922222222,-27.8349611111111
"629","SAASTP0017",136.639730555556,-27.8397833333333
"630","SAASTP0018",136.428380555556,-28.4334277777778
"631","SAASTP0019",136.481239722222,-28.4196569444444
"632","SAASTP0020",136.458813888889,-28.4376444444444
"633","SAASTP0021",136.532908333333,-28.4024694444444
"634","SAASTP0022",134.536,-28.2056083333333
"635","SAASTP0023",134.584947222222,-28.20895
"636","SAASTP0024",134.973888888889,-27.9941
"637","SAASTP0025",134.971319444444,-27.9597227777778
"638","SAASTP0026",134.892207777778,-27.788875
"639","SAASTP0027",134.843755555556,-27.73725
"640","SAASTP0028",134.844616666667,-27.7105611111111
"641","SAASTP0029",135.861472222222,-28.0870777777778
"642","SAASTP0030",139.179877,-29.290199
"643","SAASTP0031",139.175572,-29.276984
"644","SAASTP0032",139.182461111111,-29.2894861111111
"645","SAASTP0033",135.3898437,-30.3605802
"646","SAASTP0034",135.5281127,-30.3633961
"647","SASMDD0001",140.586408333333,-34.0026583333333
"649","SASMDD0002",140.592691666667,-34.0116972222222
"650","SASMDD0003",140.585636111111,-33.9945305555556
"652","SASMDD0004",140.734627777778,-33.9967638888889
"654","SASMDD0005",140.725780555556,-33.9743111111111
"656","SASMDD0006",140.727261111111,-33.9727416666667
"659","SASMDD0008",140.76035,-34.0441527777778
"662","SASMDD0009",140.69458,-34.060282
"665","SASMDD0011",140.709527777778,-34.0188944444444
"667","SASMDD0012",140.754347222222,-34.0591388888889
"669","SASMDD0013",140.734869444444,-34.0567027777778
"670","SASMDD0014",140.705413888889,-34.0377583333333
"671","SASMDD0016",140.718544444444,-33.9569027777778
"672","SASMDD0017",140.717997222222,-33.9555916666667
"674","SASMDD0018",140.576116666667,-34.0030722222222
"675","SASRIV0001",140.755972222222,-34.0378277777778
"677","SASRIV0002",140.780633333333,-34.0428277777778
"678","SATEYB0001",138.703188888889,-34.5043055555556
"680","SATEYB0002",138.080141666667,-33.4890277777778
"682","SATFLB0001",138.861344444444,-34.6090083333333
"684","SATFLB0002",138.9086,-34.6830972222222
"686","SATFLB0003",139.006103,-34.576925
"688","SATFLB0004",138.567330555556,-31.3277361111111
"690","SATFLB0005",138.566366666667,-31.3154611111111
"692","SATFLB0006",138.7975706812,-30.7756535799
"694","SATFLB0007",138.5945790071,-31.5438831689
"696","SATFLB0008",137.954389863,-32.320958599
"698","SATFLB0009",137.968270713,-32.310521035
"700","SATFLB0010",138.0326702171,-32.828511335
"702","SATFLB0011",138.1362667681,-32.748419987
"704","SATFLB0012",138.7082603,-34.88076551
"706","SATFLB0013",138.60380994,-33.9141962
"708","SATFLB0014",138.95937014,-34.00513798
"710","SATFLB0015",138.72695366,-34.93342691
"712","SATFLB0016",139.339691666667,-30.343475
"714","SATFLB0017",139.373672222222,-30.3318111111111
"716","SATFLB0018",139.324130555556,-30.2190444444444
"718","SATFLB0019",139.232869444444,-30.2195305555556
"720","SATFLB0020",139.227233333333,-30.2556777777778
