"Name","X","Y"
"NSACOP0002",145.6663583,-32.60452222
"NSACOP0002",145.6663556,-32.60361944
"NSACOP0002",145.6652861,-32.603625
"NSAMDD0001",142.560225,-34.18391944
"NSAMDD0001",142.5613056,-34.18392222
"NSAMDD0001",142.5613056,-34.18301389
"NSAMDD0001",142.5602167,-34.18300833
"NSAMDD0002",142.6025889,-34.20481667
"NSAMDD0002",142.6036806,-34.20481111
"NSAMDD0002",142.6036778,-34.20392222
"NSAMDD0002",142.6025917,-34.20391944
"NSAMDD0003",142.6040639,-34.20754167
"NSAMDD0003",142.60515,-34.20753611
"NSAMDD0003",142.60515,-34.20663611
"NSAMDD0003",142.6040667,-34.20663611
"NSAMDD0004",142.5594,-34.16536667
"NSAMDD0004",142.5604806,-34.16536944
"NSAMDD0004",142.5604861,-34.16446667
"NSAMDD0004",142.5593944,-34.16446667
"NSAMDD0005",143.2038667,-33.65619444
"NSAMDD0005",143.2049583,-33.65618889
"NSAMDD0005",143.20495,-33.65529167
"NSAMDD0005",143.2038694,-33.65526944
"NSAMDD0006",143.1665361,-33.66431944
"NSAMDD0006",143.1676222,-33.66431667
"NSAMDD0006",143.1675917,-33.66340278
"NSAMDD0006",143.1665444,-33.66341944
"NSAMDD0007",141.1608111,-33.37998056
"NSAMDD0007",141.1618861,-33.37997778
"NSAMDD0007",141.1618889,-33.37907778
"NSAMDD0007",141.1608111,-33.37907222
"NSAMDD0008",141.0720306,-33.43096111
"NSAMDD0008",141.0731083,-33.43095833
"NSAMDD0008",141.0731083,-33.43006111
"NSAMDD0008",141.0720333,-33.43005833
"NSAMDD0009",141.0655222,-33.44049444
"NSAMDD0009",141.0666,-33.44048611
"NSAMDD0009",141.0666028,-33.43958611
"NSAMDD0009",141.0655278,-33.43958611
"NSAMDD0010",141.2934722,-33.40760278
"NSAMDD0010",141.29455,-33.40759722
"NSAMDD0010",141.29455,-33.40669722
"NSAMDD0010",141.293475,-33.40669722
"NSAMDD0011",141.012675,-33.43881944
"NSAMDD0011",141.0137472,-33.43882222
"NSAMDD0011",141.0137556,-33.43792778
"NSAMDD0011",141.0126667,-33.43791944
"NSAMDD0012",141.2662444,-33.26316111
"NSAMDD0012",141.2673222,-33.26316389
"NSAMDD0012",141.2673222,-33.26226111
"NSAMDD0012",141.2662472,-33.26226667
"NSAMDD0013",141.1064667,-33.23765278
"NSAMDD0013",141.1075333,-33.23765556
"NSAMDD0013",141.1075222,-33.23676389
"NSAMDD0013",141.1064583,-33.23675
"NSAMDD0014",141.1918167,-33.16793889
"NSAMDD0014",141.1928889,-33.16794444
"NSAMDD0014",141.1928889,-33.16703889
"NSAMDD0014",141.1918167,-33.16703889
"NSAMDD0015",141.0900639,-33.31182222
"NSAMDD0015",141.0911389,-33.311825
"NSAMDD0015",141.0911333,-33.31091667
"NSAMDD0015",141.0900694,-33.31093333
"NSAMDD0016",141.0898083,-33.28228889
"NSAMDD0016",141.0908833,-33.28229444
"NSAMDD0016",141.0908833,-33.28139444
"NSAMDD0016",141.0898083,-33.28139167
"NSAMDD0017",145.5663833,-33.66876389
"NSAMDD0017",145.5674583,-33.66876667
"NSAMDD0017",145.5674611,-33.66786389
"NSAMDD0017",145.5663889,-33.66785833
"NSAMDD0018",145.7840083,-33.56723333
"NSAMDD0018",145.7850806,-33.56723611
"NSAMDD0018",145.7850694,-33.56635278
"NSAMDD0018",145.7840139,-33.56634444
"NSAMDD0019",145.6993694,-33.19214722
"NSAMDD0019",145.7004417,-33.19214444
"NSAMDD0019",145.7004417,-33.19124444
"NSAMDD0019",145.6993694,-33.19125
"NSAMDD0020",145.7085583,-33.20680278
"NSAMDD0020",145.7096361,-33.20679444
"NSAMDD0020",145.7096361,-33.2059
"NSAMDD0020",145.7085694,-33.20589167
"NSAMDD0021",145.7171861,-33.20083611
"NSAMDD0021",145.7182611,-33.20083611
"NSAMDD0021",145.7182556,-33.19993333
"NSAMDD0021",145.7171833,-33.19993056
"NSAMDD0022",145.7601722,-33.22522222
"NSAMDD0022",145.7612556,-33.22522778
"NSAMDD0022",145.7612472,-33.22429722
"NSAMDD0022",145.7601639,-33.22431389
"NSAMDD0023",144.6497833,-32.6901
"NSAMDD0023",144.6508472,-32.69020833
"NSAMDD0023",144.6508417,-32.68928611
"NSAMDD0023",144.6497806,-32.68930278
"NSAMDD0024",144.6274611,-32.68220833
"NSAMDD0024",144.6285278,-32.68220556
"NSAMDD0024",144.628525,-32.68130556
"NSAMDD0024",144.6274639,-32.68130278
"NSAMDD0025",144.2469944,-31.60859167
"NSAMDD0025",144.2480389,-31.60861667
"NSAMDD0025",144.2480472,-31.60769167
"NSAMDD0025",144.2469972,-31.60769722
"NSAMDD0026",144.2011528,-31.62801111
"NSAMDD0026",144.2022028,-31.62801389
"NSAMDD0026",144.2022083,-31.62711389
"NSAMDD0026",144.2011528,-31.62711389
"NSAMDD0027",144.1896333,-31.48691944
"NSAMDD0027",144.1907028,-31.48694167
"NSAMDD0027",144.1907,-31.48603611
"NSAMDD0027",144.1896444,-31.48603889
"NSAMDD0028",144.1828167,-31.49143889
"NSAMDD0028",144.1838556,-31.49143333
"NSAMDD0028",144.1838667,-31.49053333
"NSAMDD0028",144.1828167,-31.49053333
"NSAMDD0029",144.3669639,-31.33251667
"NSAMDD0029",144.3680056,-31.332525
"NSAMDD0029",144.3680111,-31.33161389
"NSAMDD0029",144.3669361,-31.33161111
"NSAMDD0030",144.3637667,-31.31792778
"NSAMDD0030",144.3648139,-31.31793056
"NSAMDD0030",144.3648167,-31.31702778
"NSAMDD0030",144.3637667,-31.31702778
"NSAMDD0031",145.492225,-32.58626944
"NSAMDD0031",145.4932806,-32.58625278
"NSAMDD0031",145.4932861,-32.58536944
"NSAMDD0031",145.4922306,-32.58536944
"NSAMDD0032",145.4209083,-32.74324722
"NSAMDD0032",145.421975,-32.74324444
"NSAMDD0032",145.4219778,-32.74234444
"NSAMDD0032",145.4209056,-32.74234167
"NSAMUL0001",145.0092694,-29.24619444
"NSAMUL0001",145.0102944,-29.24619722
"NSAMUL0001",145.0102944,-29.24530278
"NSAMUL0001",145.0092694,-29.2453
"NSAMUL0002",145.0424472,-29.21015
"NSAMUL0002",145.0434806,-29.21013889
"NSAMUL0002",145.0434806,-29.20924444
"NSAMUL0002",145.0424528,-29.20924444
"NSAMUL0003",145.0570583,-29.18589167
"NSAMUL0003",145.0580806,-29.18588611
"NSAMUL0003",145.0580833,-29.18498611
"NSAMUL0003",145.0570639,-29.18498611
"NSAMUL0004",145.0669083,-29.16998611
"NSAMUL0004",145.0679361,-29.16998333
"NSAMUL0004",145.0679361,-29.16908056
"NSAMUL0004",145.0669167,-29.16908056
"NSANAN0001",150.152725,-30.28374167
"NSANAN0001",150.1537667,-30.28379167
"NSANAN0001",150.1537417,-30.28283611
"NSANAN0001",150.1527139,-30.28283889
"NSANAN0002",150.1520639,-30.28228056
"NSANAN0002",150.1530944,-30.28228889
"NSANAN0002",150.1530889,-30.28140833
"NSANAN0002",150.1520611,-30.28138333
"NSANET0001",151.7079444,-29.25648056
"NSANET0001",151.7089806,-29.25640556
"NSANET0001",151.708975,-29.25559167
"NSANET0001",151.7079306,-29.25556944
"NSANET0002",151.635807,-30.406733
"NSANET0002",151.636848,-30.406746
"NSANET0002",151.63686,-30.405844
"NSANET0002",151.635819,-30.405833
"NSANET0003",151.6237361,-30.40191611
"NSANET0003",151.62478,-30.40191806
"NSANET0003",151.6247881,-30.401115
"NSANET0003",151.6237579,-30.4010386
"NSANET0004",151.6109306,-30.41821111
"NSANET0004",151.612,-30.41815
"NSANET0004",151.6119722,-30.41731389
"NSANET0004",151.6109278,-30.41731111
"NSANET0005",151.616716,-30.417582
"NSANET0005",151.617741,-30.417564
"NSANET0005",151.617741,-30.416662
"NSANET0005",151.616701,-30.416663
"NSANET0006",151.710171,-29.25750085
"NSANET0006",151.711204,-29.25750211
"NSANET0006",151.7112072,-29.2566068
"NSANET0006",151.7101662,-29.2565989
"NSANSS0001",148.3476944,-32.74985556
"NSANSS0001",148.34875,-32.74981389
"NSANSS0001",148.3487417,-32.74892778
"NSANSS0001",148.3476639,-32.74892222
"NSANSS0002",148.32398,-32.83522996
"NSANSS0002",148.3250482,-32.83521866
"NSANSS0002",148.3250348,-32.83431684
"NSANSS0002",148.3239666,-32.83432814
"NSASEQ0001",152.576439,-28.948758
"NSASEQ0001",152.577465,-28.948761
"NSASEQ0001",152.577468,-28.947858
"NSASEQ0001",152.576442,-28.947855
"NSASEQ0002",152.5867972,-29.05200833
"NSASEQ0002",152.5878194,-29.05201389
"NSASEQ0002",152.587827,-29.051117
"NSASEQ0002",152.5867944,-29.05110833
"NSFNNC0001",152.536443,-31.280665
"NSFNNC0001",152.537338,-31.280244
"NSFNNC0001",152.536901,-31.279493
"NSFNNC0001",152.535932,-31.279932
"NSFNNC0002",152.460432,-31.242392
"NSFNNC0002",152.461438,-31.242856
"NSFNNC0002",152.461926,-31.242001
"NSFNNC0002",152.460815,-31.241626
"NSFNNC0003",152.526077,-31.208644
"NSFNNC0003",152.526991,-31.208394
"NSFNNC0003",152.52667,-31.207653
"NSFNNC0003",152.525734,-31.207875
"NSFNNC0004",152.619338,-31.59197
"NSFNNC0004",152.620436,-31.591613
"NSFNNC0004",152.619902,-31.590718
"NSFNNC0004",152.618951,-31.59113
"NSFNNC0005",152.68189,-31.68655
"NSFNNC0005",152.682892,-31.686652
"NSFNNC0005",152.682991,-31.685678
"NSFNNC0005",152.681841,-31.685576
"NSFNNC0006",152.727279,-30.158259
"NSFNNC0006",152.728012,-30.157942
"NSFNNC0006",152.727568,-30.157156
"NSFNNC0006",152.726674,-30.157569
"NSFNNC0007",153.090392,-30.24072
"NSFNNC0007",153.091234,-30.241098
"NSFNNC0007",153.091805,-30.240186
"NSFNNC0007",153.090869,-30.239871
"NSFNNC0008",152.259038,-32.345473
"NSFNNC0008",152.259842,-32.345892
"NSFNNC0008",152.260358,-32.34512
"NSFNNC0008",152.259038,-32.345473
"NSFSEC0001",149.433916,-36.759175
"NSFSEC0001",149.435125,-36.759168
"NSFSEC0001",149.43496,-36.758189
"NSFSEC0001",149.433866,-36.758329
"NSFSEC0002",149.381029,-37.014252
"NSFSEC0002",149.382109,-37.013923
"NSFSEC0002",149.381474,-37.013026
"NSFSEC0002",149.380475,-37.013425
"NSFSEC0003",149.382324,-36.997418
"NSFSEC0003",149.383369,-36.997406
"NSFSEC0003",149.383052,-36.996628
"NSFSEC0003",149.382046,-36.996774
"NSFSEC0004",149.716777,-36.903763
"NSFSEC0004",149.717866,-36.903765
"NSFSEC0004",149.718125,-36.902849
"NSFSEC0004",149.716967,-36.902767
"NSFSEC0005",149.594991,-36.863995
"NSFSEC0005",149.596116,-36.863772
"NSFSEC0005",149.595628,-36.862936
"NSFSEC0005",149.594716,-36.863172
"NSTNSS0001",150.2281389,-33.08391389
"NSTNSS0001",150.2292222,-33.08388889
"NSTNSS0001",150.2292222,-33.08299444
"NSTNSS0001",150.2281389,-33.08296667
"NSTSYB0001",151.1349611,-33.67334444
"NSTSYB0001",151.1360333,-33.67334444
"NSTSYB0001",151.1360361,-33.67246111
"NSTSYB0001",151.1349694,-33.67246111
"NSTSYB0002",150.6259167,-33.59470556
"NSTSYB0002",150.6269722,-33.59469167
"NSTSYB0002",150.6269722,-33.593825
"NSTSYB0002",150.6258889,-33.59380556
"NSTSYB0003",150.5658333,-33.52669444
"NSTSYB0003",150.5669167,-33.52670278
"NSTSYB0003",150.5669444,-33.52579444
"NSTSYB0003",150.5658611,-33.52579167
"NSTSYB0004",150.4564167,-33.70502222
"NSTSYB0004",150.4575,-33.70492778
"NSTSYB0004",150.4574722,-33.70414167
"NSTSYB0004",150.4564167,-33.70413333
"NSTSYB0005",150.3191944,-33.64791389
"NSTSYB0005",150.32025,-33.64789722
"NSTSYB0005",150.32025,-33.64699722
"NSTSYB0005",150.3191667,-33.64698611
"NSTSYB0006",150.2511944,-33.31101111
"NSTSYB0006",150.2523333,-33.31104722
"NSTSYB0006",150.2522778,-33.31013056
"NSTSYB0006",150.2511944,-33.31013056
"NSTSYB0007",150.1397194,-33.32936667
"NSTSYB0007",150.1408278,-33.32938611
"NSTSYB0007",150.1407389,-33.32846667
"NSTSYB0007",150.139725,-33.328475
"NSTSYB0008",150.0272222,-33.22035
"NSTSYB0008",150.0283056,-33.22034444
"NSTSYB0008",150.0282778,-33.21945278
"NSTSYB0008",150.02725,-33.21945556
"NSTSYB0009",150.3646222,-33.57883056
"NSTSYB0009",150.3657083,-33.57882778
"NSTSYB0009",150.3657222,-33.577925
"NSTSYB0009",150.3646306,-33.57793056
"NTAARP0001",132.2700917,-13.55729167
"NTAARP0001",132.2709917,-13.55729722
"NTAARP0001",132.2710083,-13.55640833
"NTAARP0001",132.2700833,-13.55639167
"NTAARP0002",132.2943639,-13.54561111
"NTAARP0002",132.2952806,-13.54564444
"NTAARP0002",132.2952833,-13.54470278
"NTAARP0002",132.2943667,-13.54472778
"NTAARP0003",132.4570583,-13.51696944
"NTAARP0003",132.4580056,-13.51694167
"NTAARP0003",132.4579861,-13.51606111
"NTAARP0003",132.4570667,-13.51606667
"NTAARP0004",132.9864642,-12.69178318
"NTAARP0004",132.9873815,-12.69177208
"NTAARP0004",132.9873733,-12.690874
"NTAARP0004",132.9864561,-12.69089326
"NTAARP0005",132.98496,-12.727229
"NTAARP0005",132.985881,-12.727236
"NTAARP0005",132.985884,-12.726318
"NTAARP0005",132.984967,-12.726331
"NTABRT0001",133.2473278,-22.2836
"NTABRT0001",133.2482917,-22.28359722
"NTABRT0001",133.2482917,-22.28269722
"NTABRT0001",133.2473194,-22.28269167
"NTABRT0002",133.2506306,-22.28366944
"NTABRT0002",133.2515944,-22.28367222
"NTABRT0002",133.2515944,-22.28276667
"NTABRT0002",133.250625,-22.28276667
"NTABRT0003",133.2698583,-22.28358056
"NTABRT0003",133.2708278,-22.28358611
"NTABRT0003",133.2708278,-22.28268333
"NTABRT0003",133.2698583,-22.28268056
"NTABRT0004",133.6164222,-22.28980833
"NTABRT0004",133.6173861,-22.28981111
"NTABRT0004",133.6173944,-22.28890833
"NTABRT0004",133.616425,-22.28890833
"NTABRT0005",133.612075,-22.29108056
"NTABRT0005",133.6130444,-22.291075
"NTABRT0005",133.6130472,-22.29017778
"NTABRT0005",133.612075,-22.29017222
"NTABRT0006",133.6132556,-22.28908056
"NTABRT0006",133.6142278,-22.28908056
"NTABRT0006",133.6142306,-22.288175
"NTABRT0006",133.6132583,-22.28818333
"NTABRT0007",133.6380666,-22.2883483
"NTABRT0007",133.6390312,-22.2883457
"NTABRT0007",133.6390293,-22.2874575
"NTABRT0007",133.6380616,-22.2874573
"NTABRT0008",133.448367,-21.9042505
"NTABRT0008",133.4493365,-21.9042444
"NTABRT0008",133.4493332,-21.903367
"NTABRT0008",133.448371,-21.9033635
"NTABRT0009",133.599562,-23.026766
"NTABRT0009",133.600538,-23.026774
"NTABRT0009",133.600547,-23.025871
"NTABRT0009",133.599572,-23.025863
"NTADAC0001",130.7779111,-13.15835
"NTADAC0001",130.7788333,-13.15834361
"NTADAC0001",130.7788267,-13.15743972
"NTADAC0001",130.7779044,-13.15744611
"NTADAC0002",132.3403361,-12.739225
"NTADAC0002",132.341255,-12.739233
"NTADAC0002",132.34125,-12.73831111
"NTADAC0002",132.3403278,-12.73830556
"NTADMR0001",134.5673747,-19.3530953
"NTADMR0001",134.5683242,-19.3530959
"NTADMR0001",134.5683195,-19.3522052
"NTADMR0001",134.5673764,-19.3522025
"NTADMR0002",134.2030725,-19.5750838
"NTADMR0002",134.2040206,-19.5750826
"NTADMR0002",134.2040197,-19.5741937
"NTADMR0002",134.2030748,-19.5741911
"NTAFIN0001",133.4679222,-24.12430278
"NTAFIN0001",133.4689056,-24.12430278
"NTAFIN0001",133.4689056,-24.12339722
"NTAFIN0001",133.4679222,-24.1234
"NTAFIN0002",133.4343111,-24.00942222
"NTAFIN0002",133.4352806,-24.00941667
"NTAFIN0002",133.4352806,-24.00851389
"NTAFIN0002",133.4343,-24.00851111
"NTAFIN0003",133.4770083,-24.13220278
"NTAFIN0003",133.4779917,-24.13220278
"NTAFIN0003",133.4779917,-24.1313
"NTAFIN0003",133.4770083,-24.13129444
"NTAFIN0004",133.3763667,-24.18724167
"NTAFIN0004",133.3773528,-24.18723889
"NTAFIN0004",133.3773528,-24.18633611
"NTAFIN0004",133.3763694,-24.18633889
"NTAFIN0005",133.3739361,-24.1965
"NTAFIN0005",133.3749167,-24.1965
"NTAFIN0005",133.3749083,-24.19559722
"NTAFIN0005",133.3739361,-24.1956
"NTAFIN0006",133.3794028,-24.17759167
"NTAFIN0006",133.3803861,-24.17759167
"NTAFIN0006",133.3803861,-24.17668889
"NTAFIN0006",133.3794056,-24.17668889
"NTAFIN0007",133.4360389,-23.94118611
"NTAFIN0007",133.4370194,-23.94118611
"NTAFIN0007",133.4370194,-23.94028611
"NTAFIN0007",133.4360361,-23.94028333
"NTAFIN0008",133.4154944,-23.930625
"NTAFIN0008",133.4164778,-23.930625
"NTAFIN0008",133.416475,-23.92972222
"NTAFIN0008",133.4154944,-23.92972222
"NTAFIN0009",133.3908944,-24.12801944
"NTAFIN0009",133.3918778,-24.12801944
"NTAFIN0009",133.3918778,-24.12711944
"NTAFIN0009",133.3908944,-24.12711944
"NTAFIN0010",133.3732972,-24.13329167
"NTAFIN0010",133.3742806,-24.13329167
"NTAFIN0010",133.3742806,-24.13238889
"NTAFIN0010",133.3733,-24.13238611
"NTAFIN0011",133.3271806,-24.16188056
"NTAFIN0011",133.3281639,-24.16188056
"NTAFIN0011",133.3281722,-24.160975
"NTAFIN0011",133.3271806,-24.16097778
"NTAFIN0012",133.1420972,-24.56922778
"NTAFIN0012",133.1430861,-24.56923333
"NTAFIN0012",133.1430861,-24.56832778
"NTAFIN0012",133.1420972,-24.56832778
"NTAFIN0013",133.1845722,-24.54153611
"NTAFIN0013",133.1855611,-24.54153333
"NTAFIN0013",133.1855583,-24.54061944
"NTAFIN0013",133.1845778,-24.54063333
"NTAFIN0014",133.1695417,-24.53091111
"NTAFIN0014",133.1705278,-24.53090278
"NTAFIN0014",133.1705278,-24.53
"NTAFIN0014",133.1695389,-24.52999722
"NTAFIN0015",133.222825,-24.51569722
"NTAFIN0015",133.2238028,-24.51568333
"NTAFIN0015",133.2238111,-24.51479722
"NTAFIN0015",133.2228222,-24.51479167
"NTAFIN0016",133.3029667,-24.48436389
"NTAFIN0016",133.3039444,-24.484375
"NTAFIN0016",133.3039556,-24.48346389
"NTAFIN0016",133.3029639,-24.48345833
"NTAFIN0017",132.9602861,-24.37748611
"NTAFIN0017",132.9612778,-24.37748611
"NTAFIN0017",132.9612694,-24.37658611
"NTAFIN0017",132.9602833,-24.37658333
"NTAFIN0018",132.9494417,-24.36466389
"NTAFIN0018",132.950425,-24.36466667
"NTAFIN0018",132.9504278,-24.36376667
"NTAFIN0018",132.9494999,-24.36372771
"NTAFIN0019",132.9357472,-24.35817778
"NTAFIN0019",132.9367306,-24.35817778
"NTAFIN0019",132.9367333,-24.357275
"NTAFIN0019",132.9357472,-24.357275
"NTAFIN0020",133.4016861,-24.66856944
"NTAFIN0020",133.4026722,-24.66856944
"NTAFIN0020",133.4026722,-24.66766667
"NTAFIN0020",133.4016861,-24.66766389
"NTAFIN0021",133.4638722,-24.67201667
"NTAFIN0021",133.4648611,-24.67201667
"NTAFIN0021",133.4648583,-24.67111389
"NTAFIN0021",133.4638694,-24.67111389
"NTAFIN0022",133.4521833,-24.63118889
"NTAFIN0022",133.4531722,-24.63118611
"NTAFIN0022",133.4531722,-24.63028611
"NTAFIN0022",133.4521833,-24.63028611
"NTAFIN0023",133.4373639,-24.55977222
"NTAFIN0023",133.43835,-24.55976944
"NTAFIN0023",133.4383528,-24.55886667
"NTAFIN0023",133.4373639,-24.55886944
"NTAFIN0024",133.6592028,-24.91757222
"NTAFIN0024",133.6601944,-24.91757222
"NTAFIN0024",133.6601944,-24.91667222
"NTAFIN0024",133.6592028,-24.91666667
"NTAFIN0025",133.6764556,-24.81836389
"NTAFIN0025",133.67745,-24.81836944
"NTAFIN0025",133.6774472,-24.81746389
"NTAFIN0025",133.6764556,-24.81746389
"NTAFIN0026",133.7499056,-23.90725556
"NTAFIN0026",133.7508861,-23.90725278
"NTAFIN0026",133.7508917,-23.90635556
"NTAFIN0026",133.7499111,-23.90636667
"NTAFIN0027",133.6333028,-23.83572778
"NTAFIN0027",133.6342833,-23.835725
"NTAFIN0027",133.6342833,-23.834825
"NTAFIN0027",133.6333028,-23.834825
"NTAFIN0028",133.3930806,-25.76993056
"NTAFIN0028",133.3940778,-25.76992778
"NTAFIN0028",133.3940833,-25.769025
"NTAFIN0028",133.3930833,-25.769025
"NTAFIN0029",133.4384833,-25.737475
"NTAFIN0029",133.4394778,-25.737475
"NTAFIN0029",133.4394806,-25.73656944
"NTAFIN0029",133.4384833,-25.73657222
"NTAFIN0030",133.7812444,-25.94810833
"NTAFIN0030",133.7822389,-25.94811389
"NTAFIN0030",133.7822389,-25.94720556
"NTAFIN0030",133.7812417,-25.94720556
"NTAFIN0031",133.8965944,-25.89989167
"NTAFIN0031",133.8975917,-25.89989167
"NTAFIN0031",133.8975944,-25.89898889
"NTAFIN0031",133.8965917,-25.89898889
"NTAFIN0032",133.92255,-23.95376667
"NTAFIN0032",133.923525,-23.95377222
"NTAFIN0032",133.9235278,-23.95286667
"NTAFIN0032",133.9225139,-23.95286111
"NTAFIN0033",133.9717556,-24.03365833
"NTAFIN0033",133.972725,-24.03366389
"NTAFIN0033",133.9727361,-24.03275278
